elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
13020,7593.141,3.273,211.527,214.801,34109,7830.399,7830.399,0.016,238.797,2818,477,477,476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,934,21482,934,474000,474000,0,0,10739354,475000,10762354,10762354,6.453
13080,7138.344,3.387,211.527,214.910,29072,7875.633,7875.633,0.000,689.188,2831,480,480,478,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,170,3910,1170,476000,476000,0,0,10785354,477000,10808354,10831354,6.453
13140,7239.359,3.430,211.527,214.961,32016,7911.102,7911.102,0.000,673.250,2844,482,482,480,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,392,9016,1392,479000,479000,0,0,10854354,479000,10854354,10877354,6.453
13200,7345.922,3.348,211.527,214.871,38663,7980.789,7980.789,0.000,636.375,2857,484,484,482,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,681,15663,1681,481000,481000,0,0,10900354,481000,10900354,10923354,6.453
13260,7384.625,3.367,211.527,214.895,43792,8007.508,8007.508,0.000,624.391,2870,486,486,484,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,904,20792,1904,483000,483000,0,0,10946354,483000,10946354,10969354,6.453
13320,7461.344,3.387,211.527,214.906,28359,8049.227,8049.227,0.000,589.344,2883,489,489,487,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,233,5359,1233,486000,486000,0,0,11015354,486000,11015354,11038354,6.453
13380,7512.641,3.293,211.527,214.820,35880,8051.946,8051.946,0.000,540.797,2896,491,491,489,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,559,12857,1559,488000,488000,0,0,11061354,488000,11061354,11084354,6.453
13440,7545.750,3.207,211.527,214.734,43033,8082.617,8082.617,0.000,538.375,2909,493,493,491,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,871,20033,1871,490000,490000,0,0,11107354,490000,11107354,11130354,6.453
13500,7602.141,3.242,211.527,214.770,40710,8136.899,8136.899,0.000,536.266,2922,496,496,494,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,188,4324,1188,492000,492000,0,0,11153354,493000,11176354,11199354,6.453
13560,7619.438,3.539,211.527,215.062,31050,8151.930,8151.930,0.000,534.000,2935,498,498,496,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,350,8050,1350,495000,495000,0,0,11222354,495000,11222354,11245354,6.453
