elapsed_secs,render_class,identity_lhs,identity_rhs,identity_holds
16080,CONSISTENT,1000,1433,0
16090,TORN,0,618,
16100,CONSISTENT,0,966,0
16110,CONSISTENT,1000,1281,0
16120,CONSISTENT,1000,1605,0
16130,CONSISTENT,0,894,0
16140,CONSISTENT,1000,1138,0
16150,CONSISTENT,1000,1488,0
16160,CONSISTENT,0,790,0
16170,CONSISTENT,0,989,0
16180,CONSISTENT,1000,1361,0
16190,CONSISTENT,0,653,0
16200,CONSISTENT,0,898,0
16210,CONSISTENT,1000,1130,0
16220,TORN,1000,1456,
16230,CONSISTENT,0,788,0
16240,CONSISTENT,1000,1031,0
16250,CONSISTENT,1000,1392,0
16260,CONSISTENT,0,670,0
16270,CONSISTENT,0,926,0
16280,CONSISTENT,1000,1300,0
16290,CONSISTENT,0,515,0
16300,CONSISTENT,0,854,0
16310,CONSISTENT,1000,1223,0
16320,CONSISTENT,1000,1527,0
16330,CONSISTENT,0,789,0
16340,CONSISTENT,1000,1045,0
16350,TORN,1000,1425,
16360,TORN,0,618,
16370,CONSISTENT,0,925,0
16380,CONSISTENT,1000,1298,0
16390,TORN,1000,1659,
16400,CONSISTENT,0,861,0
16410,TORN,1000,1193,
16420,CONSISTENT,1000,1520,0
16430,TORN,0,682,
16440,CONSISTENT,0,992,0
16450,CONSISTENT,1000,1352,0
16460,TORN,1000,1678,
16470,CONSISTENT,0,881,0
16480,CONSISTENT,1000,1145,0
16490,TORN,1000,1490,
16500,CONSISTENT,0,662,0
16510,CONSISTENT,0,928,0
16520,TORN,1000,1257,
16530,CONSISTENT,1000,1592,0
16540,CONSISTENT,0,774,0
16550,CONSISTENT,1000,1112,0
16560,CONSISTENT,1000,1443,0
16570,TORN,0,632,
16580,TORN,1000,1008,
16590,CONSISTENT,1000,1379,0
16600,CONSISTENT,1000,1750,0
16610,TORN,0,939,
16620,CONSISTENT,1000,1258,0
16630,CONSISTENT,1000,1618,0
16640,TORN,0,793,
16650,CONSISTENT,1000,1144,0
16660,CONSISTENT,0,380,0
16670,CONSISTENT,0,593,0
16680,CONSISTENT,0,942,0
16690,TORN,1000,1317,
16700,CONSISTENT,1000,1684,0
16710,TORN,0,862,
16720,CONSISTENT,1000,1177,0
16730,CONSISTENT,0,465,0
16740,TORN,0,699,
16750,CONSISTENT,1000,1058,0
16760,CONSISTENT,1000,1386,0
16770,CONSISTENT,0,679,0
16780,CONSISTENT,0,898,0
16790,CONSISTENT,1000,1263,0
16800,CONSISTENT,0,487,0
16810,CONSISTENT,0,681,0
16820,CONSISTENT,0,979,0
16830,CONSISTENT,1000,1315,0
16840,CONSISTENT,0,516,0
16850,CONSISTENT,0,843,0
16860,CONSISTENT,1000,1122,0
16870,TORN,1000,1470,
16880,CONSISTENT,0,652,0
16890,CONSISTENT,0,941,0
16900,TORN,1000,1284,
16910,CONSISTENT,1000,1611,0
16920,CONSISTENT,0,764,0
16930,TORN,1000,1106,
16940,CONSISTENT,1000,1437,0
16950,CONSISTENT,0,599,0
16960,CONSISTENT,0,888,0
16970,CONSISTENT,1000,1210,0
16980,CONSISTENT,1000,1544,0
16990,CONSISTENT,0,731,0
17000,CONSISTENT,1000,1047,0
17010,CONSISTENT,1000,1376,0
17020,CONSISTENT,0,536,0
17030,TORN,0,899,
17040,CONSISTENT,1000,1257,0
17050,TORN,1000,1604,
17060,CONSISTENT,0,739,0
17070,CONSISTENT,1000,1056,0
17080,CONSISTENT,1000,1419,0
17090,TORN,0,617,
17100,CONSISTENT,0,969,0
17110,CONSISTENT,1000,1196,0
17120,CONSISTENT,0,542,0
17130,CONSISTENT,0,731,0
17140,CONSISTENT,1000,1096,0
17150,TORN,1000,1460,
17160,CONSISTENT,1000,1798,0
17170,CONSISTENT,0,941,0
17180,CONSISTENT,1000,1311,0
17190,CONSISTENT,0,638,0
17200,CONSISTENT,0,878,0
17210,CONSISTENT,1000,1249,0
17220,CONSISTENT,0,434,0
17230,CONSISTENT,0,773,0
17240,CONSISTENT,1000,1133,0
17250,CONSISTENT,1000,1494,0
17260,CONSISTENT,0,738,0
17270,CONSISTENT,1000,1041,0
17280,TORN,1000,1366,
17290,CONSISTENT,0,552,0
17300,CONSISTENT,0,917,0
17310,TORN,1000,1285,
17320,CONSISTENT,1000,1661,0
17330,CONSISTENT,0,835,0
17340,TORN,1000,1189,
17350,CONSISTENT,1000,1562,0
17360,CONSISTENT,0,751,0
17370,CONSISTENT,1000,1116,0
17380,CONSISTENT,1000,1442,0
17390,CONSISTENT,0,628,0
17400,CONSISTENT,0,979,0
17410,TORN,1000,1229,
17420,CONSISTENT,0,555,0
17430,CONSISTENT,0,731,0
17440,CONSISTENT,1000,1066,0
17450,CONSISTENT,1000,1402,0
17460,CONSISTENT,1000,1748,0
17471,CONSISTENT,0,944,0
17480,CONSISTENT,1000,1263,0
17490,CONSISTENT,0,573,0
17500,TORN,0,804,
17510,CONSISTENT,1000,1148,0
17520,CONSISTENT,1000,1436,0
17530,CONSISTENT,0,682,0
17540,CONSISTENT,0,878,0
17550,CONSISTENT,1000,1160,0
17560,CONSISTENT,1000,1430,0
17570,CONSISTENT,0,573,0
17580,CONSISTENT,0,753,0
17590,CONSISTENT,1000,1015,0
17600,CONSISTENT,1000,1272,0
17610,CONSISTENT,0,464,0
17620,CONSISTENT,0,651,0
17630,CONSISTENT,0,914,0
17640,CONSISTENT,1000,1187,0
17650,CONSISTENT,0,370,0
17660,CONSISTENT,0,599,0
17670,CONSISTENT,0,875,0
17680,CONSISTENT,1000,1162,0
17690,CONSISTENT,0,310,0
17700,TORN,0,546,
17710,CONSISTENT,0,728,0
17720,CONSISTENT,0,999,0
17730,CONSISTENT,1000,1284,0
17740,CONSISTENT,0,419,0
17750,CONSISTENT,0,662,0
17760,CONSISTENT,0,931,0
17770,CONSISTENT,1000,1224,0
17781,CONSISTENT,1000,1475,0
17790,CONSISTENT,0,641,0
17800,CONSISTENT,0,879,0
17810,CONSISTENT,1000,1169,0
17820,CONSISTENT,1000,1447,0
17830,CONSISTENT,0,604,0
17840,TORN,0,930,
17850,CONSISTENT,1000,1307,0
17860,CONSISTENT,0,519,0
17870,CONSISTENT,0,893,0
17880,TORN,1000,1232,
17890,CONSISTENT,1000,1624,0
17900,CONSISTENT,0,828,0
17910,CONSISTENT,1000,1189,0
17920,CONSISTENT,1000,1565,0
17930,TORN,0,720,
17940,CONSISTENT,1000,1088,0
17950,CONSISTENT,1000,1458,0
17960,CONSISTENT,0,647,0
17970,CONSISTENT,0,965,0
17980,CONSISTENT,1000,1255,0
17990,CONSISTENT,1000,1564,0
18000,CONSISTENT,0,751,0
18010,TORN,0,989,
18020,CONSISTENT,1000,1357,0
18030,TORN,1000,1681,
18040,CONSISTENT,0,860,0
18050,CONSISTENT,1000,1192,0
18060,CONSISTENT,1000,1525,0
18070,CONSISTENT,0,678,0
18080,CONSISTENT,1000,1012,0
18090,CONSISTENT,1000,1364,0
18100,CONSISTENT,0,580,0
18110,CONSISTENT,0,906,0
18120,CONSISTENT,1000,1239,0
18130,CONSISTENT,1000,1614,0
18140,CONSISTENT,0,881,0
18150,TORN,1000,1195,
18160,CONSISTENT,1000,1542,0
18170,CONSISTENT,0,670,0
18180,CONSISTENT,1000,1032,0
18190,CONSISTENT,1000,1386,0
18200,CONSISTENT,0,563,0
18210,CONSISTENT,0,895,0
18220,TORN,1000,1181,
18230,CONSISTENT,1000,1499,0
18240,CONSISTENT,0,690,0
18250,CONSISTENT,1000,1034,0
18260,CONSISTENT,1000,1331,0
18270,CONSISTENT,1000,1654,0
18280,CONSISTENT,0,821,0
18290,CONSISTENT,1000,1171,0
18300,CONSISTENT,1000,1483,0
18311,CONSISTENT,0,575,0
18320,TORN,0,882,
18330,CONSISTENT,1000,1220,0
18340,CONSISTENT,1000,1551,0
18350,TORN,0,713,
18360,CONSISTENT,0,982,0
18370,CONSISTENT,1000,1236,0
18380,CONSISTENT,1000,1511,0
18390,TORN,0,636,
18400,CONSISTENT,0,883,0
18410,CONSISTENT,1000,1096,0
18420,CONSISTENT,1000,1346,0
18430,CONSISTENT,0,498,0
18440,CONSISTENT,0,726,0
18450,TORN,0,987,
18460,TORN,1000,1233,
18470,CONSISTENT,0,422,0
18480,CONSISTENT,0,657,0
18490,TORN,0,942,
18500,CONSISTENT,1000,1243,0
18510,CONSISTENT,0,476,0
18520,CONSISTENT,0,791,0
18530,CONSISTENT,1000,1162,0
18540,CONSISTENT,1000,1536,0
18550,CONSISTENT,0,755,0
18560,CONSISTENT,1000,1041,0
18570,CONSISTENT,1000,1385,0
18580,CONSISTENT,0,591,0
18590,CONSISTENT,0,958,0
18600,CONSISTENT,1000,1319,0
18610,CONSISTENT,1000,1545,0
18620,TORN,0,726,
18630,CONSISTENT,1000,1062,0
18640,CONSISTENT,1000,1370,0
18650,CONSISTENT,0,502,0
18660,CONSISTENT,0,812,0
18670,CONSISTENT,1000,1168,0
18680,TORN,1000,1542,
18690,CONSISTENT,0,781,0
18700,TORN,1000,1014,
18710,CONSISTENT,1000,1379,0
18720,CONSISTENT,0,587,0
18730,CONSISTENT,0,887,0
18740,CONSISTENT,1000,1252,0
18750,CONSISTENT,1000,1614,0
18760,CONSISTENT,0,871,0
18770,CONSISTENT,1000,1159,0
18780,CONSISTENT,1000,1487,0
18790,CONSISTENT,0,724,0
18800,CONSISTENT,1000,1031,0
18810,CONSISTENT,1000,1403,0
18820,TORN,0,599,
18830,CONSISTENT,0,924,0
18840,CONSISTENT,1000,1282,0
18850,TORN,1000,1650,
18860,CONSISTENT,0,828,0
18870,CONSISTENT,1000,1171,0
18880,TORN,1000,1506,
18890,CONSISTENT,0,647,0
18900,CONSISTENT,0,987,0
18910,CONSISTENT,1000,1241,0
18920,CONSISTENT,1000,1588,0
18930,CONSISTENT,0,741,0
18940,CONSISTENT,1000,1112,0
18950,CONSISTENT,1000,1470,0
18960,CONSISTENT,0,709,0
18970,CONSISTENT,0,980,0
18980,CONSISTENT,1000,1321,0
18990,TORN,1000,1607,
19000,CONSISTENT,0,783,0
19010,CONSISTENT,1000,1111,0
19020,TORN,1000,1447,
19030,CONSISTENT,0,748,0
19040,CONSISTENT,0,928,0
19050,CONSISTENT,1000,1252,0
19060,CONSISTENT,0,539,0
19070,CONSISTENT,0,767,0
19080,CONSISTENT,1000,1042,0
19090,CONSISTENT,1000,1276,0
19100,CONSISTENT,1000,1511,0
19110,CONSISTENT,0,632,0
19120,CONSISTENT,0,829,0
19130,CONSISTENT,1000,1070,0
19140,CONSISTENT,1000,1316,0
19150,CONSISTENT,0,441,0
19160,CONSISTENT,0,694,0
19170,TORN,0,910,
19180,CONSISTENT,1000,1153,0
19190,CONSISTENT,0,282,0
19200,CONSISTENT,0,525,0
19211,CONSISTENT,0,690,0
19220,CONSISTENT,0,922,0
19230,CONSISTENT,1000,1160,0
19240,CONSISTENT,0,308,0
19250,CONSISTENT,0,512,0
19260,CONSISTENT,0,695,0
19270,CONSISTENT,0,946,0
19280,TORN,1000,1203,
19290,CONSISTENT,0,457,0
19300,TORN,0,607,
19310,CONSISTENT,0,818,0
19320,CONSISTENT,1000,1075,0
19330,CONSISTENT,0,298,0
19340,CONSISTENT,0,453,0
19350,CONSISTENT,0,682,0
19360,CONSISTENT,0,940,0
19370,CONSISTENT,1000,1189,0
19380,CONSISTENT,1000,1445,0
19390,CONSISTENT,0,588,0
19400,CONSISTENT,0,836,0
19410,TORN,1000,1112,
19420,CONSISTENT,1000,1391,0
19430,CONSISTENT,0,521,0
19440,CONSISTENT,0,742,0
19450,CONSISTENT,0,969,0
19460,CONSISTENT,1000,1223,0
19470,CONSISTENT,0,377,0
19480,CONSISTENT,0,624,0
19490,CONSISTENT,0,854,0
19500,CONSISTENT,1000,1074,0
19510,CONSISTENT,1000,1238,0
19520,CONSISTENT,0,389,0
19530,CONSISTENT,0,603,0
19540,CONSISTENT,0,855,0
19550,CONSISTENT,1000,1055,0
19560,CONSISTENT,1000,1309,0
19570,CONSISTENT,0,452,0
19580,CONSISTENT,0,670,0
19590,CONSISTENT,0,923,0
19600,CONSISTENT,1000,1129,0
19610,CONSISTENT,1000,1367,0
19620,CONSISTENT,0,501,0
19630,CONSISTENT,0,736,0
19640,CONSISTENT,0,986,0
19650,CONSISTENT,1000,1204,0
19660,CONSISTENT,0,373,0
19670,CONSISTENT,0,577,0
19680,CONSISTENT,0,813,0
19690,CONSISTENT,1000,1050,0
19700,CONSISTENT,1000,1280,0
19710,CONSISTENT,0,437,0
19720,CONSISTENT,0,661,0
19730,TORN,0,906,
19740,CONSISTENT,1000,1193,0
19750,CONSISTENT,0,386,0
19760,CONSISTENT,0,621,0
19770,CONSISTENT,0,898,0
19780,CONSISTENT,1000,1239,0
19790,CONSISTENT,0,438,0
19800,CONSISTENT,0,696,0
19810,CONSISTENT,0,878,0
19820,TORN,1000,1126,
19830,CONSISTENT,1000,1456,0
19840,CONSISTENT,0,651,0
19850,CONSISTENT,0,919,0
19860,CONSISTENT,1000,1290,0
19870,CONSISTENT,0,543,0
19880,CONSISTENT,0,770,0
19890,CONSISTENT,1000,1099,0
19900,CONSISTENT,1000,1473,0
19910,CONSISTENT,0,658,0
19920,CONSISTENT,1000,1024,0
19930,CONSISTENT,1000,1388,0
19940,CONSISTENT,1000,1756,0
19950,TORN,0,912,
19960,TORN,1000,1278,
19970,CONSISTENT,1000,1637,0
19980,TORN,0,824,
19991,CONSISTENT,1000,1189,0
20000,CONSISTENT,1000,1517,0
20010,CONSISTENT,0,804,0
20020,CONSISTENT,0,967,0
20030,CONSISTENT,1000,1204,0
20040,CONSISTENT,0,424,0
20050,TORN,0,563,
20060,CONSISTENT,0,826,0
20070,CONSISTENT,1000,1156,0
20080,CONSISTENT,1000,1406,0
20090,CONSISTENT,0,518,0
20100,CONSISTENT,0,797,0
20110,CONSISTENT,0,993,0
20120,CONSISTENT,1000,1263,0
20130,CONSISTENT,1000,1509,0
20140,TORN,0,604,
20150,CONSISTENT,0,881,0
20160,CONSISTENT,1000,1156,0
20170,CONSISTENT,1000,1414,0
20180,CONSISTENT,0,565,0
20190,CONSISTENT,0,820,0
20200,CONSISTENT,1000,1090,0
20210,CONSISTENT,1000,1325,0
20220,CONSISTENT,0,468,0
20231,CONSISTENT,0,715,0
20240,CONSISTENT,0,931,0
20250,CONSISTENT,1000,1181,0
20260,CONSISTENT,0,357,0
20270,CONSISTENT,0,539,0
20280,CONSISTENT,0,744,0
20290,CONSISTENT,0,973,0
20300,CONSISTENT,1000,1196,0
20310,CONSISTENT,1000,1443,0
20320,TORN,0,566,
20330,TORN,0,788,
20340,CONSISTENT,1000,1028,0
20350,CONSISTENT,1000,1255,0
20360,TORN,0,382,
20370,CONSISTENT,0,610,0
20380,CONSISTENT,0,822,0
20390,CONSISTENT,1000,1058,0
20400,CONSISTENT,1000,1271,0
20410,CONSISTENT,0,321,0
20420,CONSISTENT,0,539,0
20430,CONSISTENT,0,776,0
20440,CONSISTENT,1000,1016,0
20450,TORN,1000,1236,
20460,CONSISTENT,0,399,0
20470,CONSISTENT,0,628,0
20480,CONSISTENT,0,916,0
20490,CONSISTENT,1000,1198,0
20500,CONSISTENT,0,435,0
20510,CONSISTENT,0,716,0
20521,TORN,1000,1031,
20530,CONSISTENT,1000,1335,0
20540,CONSISTENT,0,528,0
20550,CONSISTENT,0,777,0
20560,CONSISTENT,1000,1005,0
20570,CONSISTENT,1000,1172,0
20580,CONSISTENT,0,331,0
20590,CONSISTENT,0,439,0
20600,CONSISTENT,0,681,0
20610,CONSISTENT,0,961,0
20620,CONSISTENT,1000,1244,0
20630,TORN,1000,1527,
20640,CONSISTENT,0,626,0
20650,CONSISTENT,0,916,0
20660,CONSISTENT,1000,1212,0
20670,CONSISTENT,1000,1512,0
20680,CONSISTENT,0,738,0
20690,CONSISTENT,0,948,0
20700,CONSISTENT,1000,1215,0
20710,CONSISTENT,0,279,0
20720,CONSISTENT,0,559,0
20730,CONSISTENT,0,845,0
20740,CONSISTENT,1000,1106,0
20750,CONSISTENT,1000,1364,0
20760,CONSISTENT,0,544,0
20770,CONSISTENT,0,709,0
20780,CONSISTENT,0,921,0
20790,CONSISTENT,1000,1130,0
20800,CONSISTENT,1000,1358,0
20810,CONSISTENT,0,467,0
20820,CONSISTENT,0,691,0
20830,CONSISTENT,0,893,0
20840,CONSISTENT,1000,1130,0
20850,CONSISTENT,1000,1360,0
20860,CONSISTENT,0,472,0
20870,CONSISTENT,0,637,0
20880,CONSISTENT,0,823,0
20890,CONSISTENT,1000,1041,0
20900,CONSISTENT,1000,1233,0
20910,CONSISTENT,0,398,0
20920,CONSISTENT,0,538,0
20930,CONSISTENT,0,731,0
20940,CONSISTENT,0,924,0
20950,CONSISTENT,1000,1114,0
20960,CONSISTENT,1000,1285,0
20970,CONSISTENT,0,396,0
20980,CONSISTENT,0,590,0
20990,CONSISTENT,0,820,0
21000,CONSISTENT,1000,1056,0
21010,CONSISTENT,1000,1194,0
21020,CONSISTENT,0,317,0
21030,CONSISTENT,0,557,0
21040,CONSISTENT,0,775,0
21050,CONSISTENT,1000,1002,0
21060,CONSISTENT,1000,1216,0
21070,CONSISTENT,0,394,0
21080,CONSISTENT,0,563,0
21090,TORN,0,786,
21100,CONSISTENT,0,985,0
21110,CONSISTENT,1000,1196,0
21120,CONSISTENT,1000,1411,0
21130,CONSISTENT,0,515,0
21140,CONSISTENT,0,726,0
21150,CONSISTENT,0,917,0
21160,TORN,1000,1118,
21170,CONSISTENT,1000,1326,0
21180,CONSISTENT,0,432,0
21190,CONSISTENT,0,637,0
21200,TORN,0,831,
21210,TORN,1000,1119,
21220,CONSISTENT,1000,1400,0
21230,CONSISTENT,0,569,0
21240,CONSISTENT,0,782,0
21250,CONSISTENT,1000,1052,0
21260,CONSISTENT,1000,1340,0
21270,CONSISTENT,0,555,0
21280,CONSISTENT,0,750,0
21290,CONSISTENT,1000,1038,0
21300,CONSISTENT,1000,1331,0
21310,CONSISTENT,0,418,0
21320,CONSISTENT,0,685,0
21330,CONSISTENT,0,964,0
21340,CONSISTENT,1000,1254,0
21350,CONSISTENT,0,521,0
21360,CONSISTENT,0,699,0
21370,TORN,0,992,
21380,CONSISTENT,1000,1251,0
21390,CONSISTENT,1000,1539,0
21400,CONSISTENT,0,679,0
21410,CONSISTENT,0,923,0
21420,CONSISTENT,1000,1145,0
21430,CONSISTENT,1000,1380,0
21440,TORN,0,494,
21450,CONSISTENT,0,779,0
21460,CONSISTENT,1000,1007,0
21470,CONSISTENT,1000,1301,0
21480,CONSISTENT,0,460,0
21490,CONSISTENT,0,754,0
21500,CONSISTENT,1000,1051,0
21510,CONSISTENT,1000,1315,0
21520,CONSISTENT,0,465,0
21530,CONSISTENT,0,732,0
21540,CONSISTENT,1000,1024,0
21550,CONSISTENT,1000,1297,0
21560,CONSISTENT,0,408,0
21570,CONSISTENT,0,691,0
21580,CONSISTENT,0,969,0
21590,TORN,1000,1244,
21600,CONSISTENT,0,390,0
21610,CONSISTENT,0,561,0
21620,CONSISTENT,0,845,0
21630,CONSISTENT,1000,1120,0
21640,CONSISTENT,1000,1400,0
21650,CONSISTENT,0,520,0
21660,CONSISTENT,0,751,0
21670,CONSISTENT,0,978,0
21680,CONSISTENT,1000,1213,0
21690,CONSISTENT,0,345,0
21700,CONSISTENT,0,595,0
21711,CONSISTENT,0,883,0
21720,CONSISTENT,1000,1126,0
21730,CONSISTENT,1000,1406,0
21740,CONSISTENT,0,584,0
21750,CONSISTENT,0,831,0
21760,CONSISTENT,1000,1078,0
21770,CONSISTENT,1000,1364,0
21780,CONSISTENT,0,529,0
21790,CONSISTENT,0,806,0
21800,CONSISTENT,1000,1088,0
21810,CONSISTENT,1000,1373,0
21820,CONSISTENT,0,603,0
21830,CONSISTENT,0,768,0
21840,TORN,1000,1058,
21850,CONSISTENT,1000,1341,0
21860,CONSISTENT,0,530,0
21870,CONSISTENT,0,695,0
21880,CONSISTENT,0,913,0
21891,CONSISTENT,1000,1155,0
21900,CONSISTENT,0,338,0
21910,CONSISTENT,0,466,0
21920,CONSISTENT,0,697,0
21930,CONSISTENT,0,944,0
21941,CONSISTENT,1000,1199,0
21950,CONSISTENT,1000,1393,0
21960,CONSISTENT,0,498,0
21970,CONSISTENT,0,707,0
21980,CONSISTENT,0,943,0
21991,CONSISTENT,1000,1176,0
22000,CONSISTENT,1000,1400,0
22010,CONSISTENT,0,531,0
22020,CONSISTENT,0,788,0
22030,CONSISTENT,1000,1028,0
22040,TORN,1000,1260,
22050,CONSISTENT,0,387,0
22060,CONSISTENT,0,640,0
22070,CONSISTENT,0,891,0
22080,CONSISTENT,1000,1153,0
22091,CONSISTENT,0,362,0
22100,CONSISTENT,0,506,0
22110,CONSISTENT,0,778,0
22120,CONSISTENT,1000,1048,0
22130,CONSISTENT,1000,1300,0
22140,CONSISTENT,0,483,0
22150,CONSISTENT,0,663,0
22160,TORN,0,915,
22170,CONSISTENT,1000,1181,0
22180,CONSISTENT,0,388,0
22190,CONSISTENT,0,570,0
22200,TORN,0,860,
22210,CONSISTENT,1000,1059,0
22220,CONSISTENT,1000,1335,0
22231,CONSISTENT,0,546,0
22240,CONSISTENT,0,686,0
22250,CONSISTENT,0,930,0
22260,CONSISTENT,1000,1167,0
22270,CONSISTENT,0,372,0
22280,CONSISTENT,0,580,0
22290,CONSISTENT,0,837,0
22300,CONSISTENT,1000,1104,0
22310,TORN,1000,1385,
22320,CONSISTENT,0,530,0
22330,CONSISTENT,0,807,0
22340,CONSISTENT,1000,1064,0
22350,CONSISTENT,1000,1322,0
22360,CONSISTENT,1000,1610,0
22370,CONSISTENT,0,746,0
22380,TORN,0,993,
22390,CONSISTENT,1000,1259,0
22400,CONSISTENT,1000,1525,0
22410,CONSISTENT,0,667,0
22420,TORN,0,876,
22430,CONSISTENT,1000,1117,0
22440,CONSISTENT,1000,1373,0
22450,CONSISTENT,0,534,0
22460,CONSISTENT,0,783,0
22470,CONSISTENT,0,985,0
22480,CONSISTENT,1000,1221,0
22490,CONSISTENT,0,326,0
22500,CONSISTENT,0,557,0
22511,TORN,0,735,
22520,CONSISTENT,0,926,0
22530,CONSISTENT,1000,1134,0
22540,CONSISTENT,1000,1371,0
22550,CONSISTENT,0,510,0
22560,CONSISTENT,0,702,0
22570,CONSISTENT,0,922,0
22580,CONSISTENT,1000,1195,0
22590,CONSISTENT,0,423,0
22600,CONSISTENT,0,574,0
22610,CONSISTENT,0,788,0
22620,TORN,1000,1054,
22630,TORN,1000,1323,
22640,CONSISTENT,1000,1610,0
22650,CONSISTENT,0,711,0
22660,CONSISTENT,0,917,0
22670,CONSISTENT,1000,1132,0
22680,CONSISTENT,1000,1338,0
22690,CONSISTENT,0,442,0
22700,TORN,0,719,
22710,CONSISTENT,0,981,0
22721,CONSISTENT,1000,1193,0
22730,CONSISTENT,0,311,0
22740,CONSISTENT,0,604,0
22750,CONSISTENT,0,912,0
22760,TORN,1000,1194,
22770,CONSISTENT,1000,1447,0
22780,CONSISTENT,0,594,0
22790,TORN,0,860,
22800,CONSISTENT,1000,1149,0
22810,CONSISTENT,1000,1342,0
22820,CONSISTENT,0,561,0
22830,TORN,0,753,
22840,CONSISTENT,1000,1061,0
22850,CONSISTENT,1000,1384,0
22860,CONSISTENT,1000,1721,0
22870,CONSISTENT,0,849,0
22880,CONSISTENT,1000,1181,0
22890,CONSISTENT,0,470,0
22900,CONSISTENT,0,668,0
22910,CONSISTENT,0,995,0
22920,CONSISTENT,1000,1257,0
22930,CONSISTENT,0,550,0
22940,CONSISTENT,0,707,0
22950,TORN,0,963,
22960,CONSISTENT,1000,1232,0
22970,CONSISTENT,1000,1434,0
22980,CONSISTENT,0,554,0
22990,CONSISTENT,0,793,0
23000,CONSISTENT,1000,1055,0
23010,CONSISTENT,1000,1317,0
23020,CONSISTENT,0,468,0
23030,CONSISTENT,0,641,0
23040,CONSISTENT,0,887,0
23050,CONSISTENT,1000,1138,0
23061,CONSISTENT,1000,1384,0
23070,TORN,0,485,
23080,CONSISTENT,0,708,0
23090,TORN,0,986,
23100,CONSISTENT,1000,1253,0
23110,CONSISTENT,1000,1404,0
23120,CONSISTENT,0,544,0
23130,CONSISTENT,0,836,0
23140,CONSISTENT,1000,1181,0
23150,TORN,1000,1521,
23160,TORN,0,673,
23170,CONSISTENT,1000,1011,0
23180,CONSISTENT,1000,1377,0
23190,CONSISTENT,1000,1737,0
23200,TORN,0,920,
23210,CONSISTENT,1000,1233,0
23220,CONSISTENT,0,494,0
23230,CONSISTENT,0,765,0
23240,CONSISTENT,1000,1093,0
23250,CONSISTENT,1000,1409,0
23261,CONSISTENT,0,581,0
23270,CONSISTENT,0,887,0
23280,CONSISTENT,1000,1234,0
23290,CONSISTENT,1000,1585,0
23300,CONSISTENT,0,767,0
23311,CONSISTENT,1000,1113,0
23320,CONSISTENT,1000,1439,0
23330,CONSISTENT,0,610,0
23340,CONSISTENT,0,950,0
23350,CONSISTENT,1000,1301,0
23360,CONSISTENT,1000,1646,0
23370,TORN,0,795,
23380,CONSISTENT,1000,1152,0
23390,CONSISTENT,1000,1498,0
23400,CONSISTENT,0,687,0
23410,CONSISTENT,0,923,0
23420,CONSISTENT,1000,1269,0
23430,CONSISTENT,1000,1555,0
23440,CONSISTENT,0,729,0
23450,TORN,1000,1012,
23460,TORN,1000,1315,
23470,CONSISTENT,0,454,0
23480,CONSISTENT,0,794,0
23490,CONSISTENT,1000,1120,0
23500,CONSISTENT,1000,1449,0
23510,CONSISTENT,0,609,0
23520,CONSISTENT,0,912,0
23530,CONSISTENT,1000,1245,0
23540,CONSISTENT,1000,1561,0
23550,CONSISTENT,0,733,0
23561,CONSISTENT,1000,1061,0
23570,CONSISTENT,1000,1370,0
23580,TORN,1000,1701,
23590,CONSISTENT,0,886,0
23600,CONSISTENT,1000,1219,0
23610,CONSISTENT,0,446,0
23620,CONSISTENT,0,682,0
23630,CONSISTENT,1000,1011,0
23640,CONSISTENT,1000,1339,0
23650,CONSISTENT,0,546,0
23660,CONSISTENT,0,787,0
23670,TORN,1000,1119,
23680,TORN,1000,1445,
23690,CONSISTENT,0,615,0
23700,TORN,0,897,
23710,CONSISTENT,1000,1139,0
23720,CONSISTENT,1000,1456,0
23730,CONSISTENT,0,608,0
23740,CONSISTENT,0,854,0
23750,CONSISTENT,1000,1142,0
23760,CONSISTENT,1000,1427,0
23770,CONSISTENT,0,587,0
23780,CONSISTENT,0,873,0
23790,TORN,1000,1143,
23800,CONSISTENT,1000,1472,0
23810,CONSISTENT,0,632,0
23820,CONSISTENT,0,947,0
23830,CONSISTENT,1000,1268,0
23840,CONSISTENT,0,542,0
23850,CONSISTENT,0,704,0
23860,CONSISTENT,0,983,0
23870,CONSISTENT,1000,1246,0
23880,CONSISTENT,0,481,0
23890,CONSISTENT,0,595,0
23900,CONSISTENT,0,868,0
23910,CONSISTENT,1000,1118,0
23920,CONSISTENT,0,355,0
23930,CONSISTENT,0,531,0
23940,CONSISTENT,0,787,0
23950,CONSISTENT,1000,1067,0
23960,CONSISTENT,1000,1312,0
23970,CONSISTENT,1000,1524,0
23980,CONSISTENT,0,656,0
23990,TORN,0,925,
24000,CONSISTENT,1000,1204,0
24010,CONSISTENT,1000,1410,0
24020,CONSISTENT,0,555,0
24030,CONSISTENT,0,772,0
24040,CONSISTENT,1000,1054,0
24050,CONSISTENT,0,327,0
24060,TORN,0,470,
24071,TORN,0,757,
24080,CONSISTENT,0,999,0
24090,CONSISTENT,1000,1223,0
24100,CONSISTENT,1000,1473,0
24110,CONSISTENT,0,598,0
24120,CONSISTENT,0,875,0
24130,CONSISTENT,1000,1137,0
24140,TORN,1000,1406,
24150,CONSISTENT,0,527,0
24160,CONSISTENT,0,759,0
