elapsed_secs,render_class,identity_lhs,identity_rhs,identity_holds
8010,CONSISTENT,0,903,0
8020,CONSISTENT,1000,1307,0
8030,CONSISTENT,0,677,0
8040,CONSISTENT,0,870,0
8050,CONSISTENT,1000,1264,0
8060,CONSISTENT,0,519,0
8070,CONSISTENT,0,872,0
8080,CONSISTENT,1000,1272,0
8090,CONSISTENT,1000,1674,0
8100,CONSISTENT,0,892,0
8110,TORN,1000,1158,
8120,CONSISTENT,0,558,0
8130,CONSISTENT,0,780,0
8140,TORN,1000,1179,
8150,CONSISTENT,1000,1582,0
8160,CONSISTENT,0,923,0
8170,TORN,1000,1156,
8180,CONSISTENT,1000,1560,0
8190,CONSISTENT,0,778,0
8200,CONSISTENT,1000,1183,0
8210,TORN,1000,1548,
8220,CONSISTENT,0,754,0
8230,CONSISTENT,1000,1155,0
8240,CONSISTENT,0,532,0
8250,CONSISTENT,0,787,0
8260,CONSISTENT,1000,1155,0
8270,TORN,1000,1555,
8280,CONSISTENT,0,880,0
8290,TORN,1000,1168,
8300,CONSISTENT,1000,1565,0
8310,TORN,0,779,
8320,CONSISTENT,1000,1147,0
8330,CONSISTENT,1000,1550,0
8340,CONSISTENT,0,764,0
8350,CONSISTENT,1000,1165,0
8360,CONSISTENT,1000,1575,0
8370,CONSISTENT,0,896,0
8380,CONSISTENT,1000,1137,0
8390,CONSISTENT,0,408,0
8400,CONSISTENT,0,747,0
8410,CONSISTENT,1000,1034,0
8420,CONSISTENT,1000,1444,0
8430,CONSISTENT,0,619,0
8440,CONSISTENT,1000,1023,0
8450,TORN,1000,1434,
8460,CONSISTENT,0,789,0
8470,CONSISTENT,1000,1048,0
8480,CONSISTENT,1000,1417,0
8490,CONSISTENT,0,640,0
8500,CONSISTENT,1000,1027,0
8510,CONSISTENT,1000,1433,0
8520,CONSISTENT,0,698,0
8530,CONSISTENT,1000,1048,0
8540,TORN,1000,1412,
8550,CONSISTENT,1000,1819,0
8560,CONSISTENT,1000,1039,0
8570,TORN,1000,1443,
8580,CONSISTENT,0,705,0
8590,TORN,1000,1068,
8600,CONSISTENT,1000,1425,0
8610,CONSISTENT,0,637,0
8620,TORN,1000,1045,
8630,CONSISTENT,1000,1448,0
8640,CONSISTENT,1000,1844,0
8650,CONSISTENT,1000,1012,0
8660,CONSISTENT,1000,1426,0
8670,CONSISTENT,0,786,0
8680,CONSISTENT,1000,1037,0
8690,CONSISTENT,1000,1443,0
8700,CONSISTENT,0,668,0
8710,CONSISTENT,0,936,0
8720,CONSISTENT,1000,1349,0
8730,CONSISTENT,1000,1754,0
8740,CONSISTENT,0,972,0
8750,CONSISTENT,1000,1345,0
8760,CONSISTENT,0,751,0
8770,CONSISTENT,0,963,0
8780,CONSISTENT,1000,1365,0
8790,CONSISTENT,0,603,0
8800,CONSISTENT,0,990,0
8810,CONSISTENT,1000,1355,0
8820,CONSISTENT,1000,1765,0
8830,TORN,0,975,
8840,CONSISTENT,1000,1383,0
8850,CONSISTENT,1000,1781,0
8860,CONSISTENT,0,967,0
8870,CONSISTENT,1000,1372,0
8880,CONSISTENT,0,667,0
8890,CONSISTENT,0,979,0
8900,CONSISTENT,1000,1381,0
8910,CONSISTENT,0,634,0
8920,CONSISTENT,0,960,0
8930,CONSISTENT,1000,1367,0
8940,TORN,1000,1770,
8950,CONSISTENT,0,980,0
8960,TORN,1000,1384,
8970,CONSISTENT,0,650,0
8980,CONSISTENT,0,967,0
8990,TORN,1000,1345,
9000,CONSISTENT,0,600,0
9010,CONSISTENT,0,897,0
9020,TORN,1000,1259,
9030,CONSISTENT,1000,1656,0
9040,CONSISTENT,0,865,0
9050,CONSISTENT,1000,1261,0
9060,CONSISTENT,1000,1670,0
9070,CONSISTENT,0,844,0
9080,CONSISTENT,1000,1245,0
9090,CONSISTENT,0,555,0
9100,CONSISTENT,0,862,0
9110,CONSISTENT,1000,1271,0
9120,CONSISTENT,1000,1627,0
9130,CONSISTENT,0,898,0
9140,CONSISTENT,1000,1248,0
9150,CONSISTENT,0,459,0
9160,TORN,0,864,
9170,TORN,1000,1268,
9180,CONSISTENT,1000,1632,0
9190,TORN,0,846,
9200,CONSISTENT,1000,1249,0
9210,CONSISTENT,1000,1664,0
9220,TORN,0,873,
9230,CONSISTENT,1000,1238,0
9240,CONSISTENT,1000,1638,0
9250,CONSISTENT,0,873,0
9260,CONSISTENT,1000,1258,0
9270,CONSISTENT,0,619,0
9280,CONSISTENT,0,860,0
9290,CONSISTENT,1000,1230,0
9300,CONSISTENT,0,541,0
9310,CONSISTENT,0,821,0
9320,TORN,1000,1235,
9330,CONSISTENT,0,450,0
9340,TORN,0,810,
9350,CONSISTENT,1000,1217,0
9360,TORN,1000,1624,
9370,CONSISTENT,0,853,0
9380,CONSISTENT,1000,1253,0
9390,CONSISTENT,1000,1618,0
9400,CONSISTENT,0,836,0
9410,TORN,1000,1232,
9420,TORN,1000,1644,
9430,CONSISTENT,0,941,0
9440,CONSISTENT,1000,1219,0
9450,CONSISTENT,1000,1636,0
9460,CONSISTENT,0,846,0
9470,TORN,1000,1248,
9480,CONSISTENT,1000,1652,0
9490,CONSISTENT,0,862,0
9500,CONSISTENT,1000,1229,0
9510,CONSISTENT,0,530,0
9520,TORN,0,850,
9530,CONSISTENT,1000,1255,0
9540,CONSISTENT,1000,1662,0
9550,CONSISTENT,0,832,0
9560,TORN,1000,1171,
9570,CONSISTENT,1000,1571,0
9580,CONSISTENT,0,835,0
9590,CONSISTENT,1000,1186,0
9600,CONSISTENT,1000,1571,0
9610,CONSISTENT,0,652,0
9620,TORN,1000,1058,
9630,CONSISTENT,1000,1457,0
9640,CONSISTENT,0,859,0
9650,CONSISTENT,1000,1073,0
9660,CONSISTENT,1000,1471,0
9670,CONSISTENT,0,686,0
9680,CONSISTENT,1000,1045,0
9690,CONSISTENT,1000,1450,0
9700,CONSISTENT,0,657,0
9710,CONSISTENT,1000,1055,0
9720,CONSISTENT,1000,1457,0
9730,TORN,1000,1810,
9740,CONSISTENT,1000,1017,0
9750,CONSISTENT,1000,1415,0
9760,CONSISTENT,0,769,0
9770,TORN,1000,1017,
9780,CONSISTENT,1000,1383,0
9790,CONSISTENT,0,610,0
9800,CONSISTENT,0,996,0
9810,TORN,1000,1406,
9820,CONSISTENT,1000,1804,0
9830,CONSISTENT,1000,1007,0
9840,CONSISTENT,1000,1369,0
9850,CONSISTENT,1000,1773,0
9860,TORN,0,986,
9870,CONSISTENT,1000,1395,0
9880,CONSISTENT,0,655,0
9890,CONSISTENT,0,966,0
9900,CONSISTENT,1000,1354,0
9910,CONSISTENT,0,441,0
9920,CONSISTENT,0,837,0
9930,CONSISTENT,1000,1242,0
9940,CONSISTENT,1000,1589,0
9950,TORN,0,804,
9960,TORN,1000,1203,
9970,CONSISTENT,0,546,0
9980,CONSISTENT,0,797,0
9990,CONSISTENT,1000,1194,0
10000,CONSISTENT,1000,1559,0
10010,CONSISTENT,0,878,0
10020,CONSISTENT,1000,1173,0
10030,CONSISTENT,1000,1580,0
10040,CONSISTENT,0,786,0
10050,TORN,1000,1147,
10060,CONSISTENT,1000,1555,0
10070,TORN,0,764,
10080,CONSISTENT,1000,1169,0
10090,CONSISTENT,0,501,0
10100,CONSISTENT,0,782,0
10110,CONSISTENT,1000,1145,0
10120,CONSISTENT,1000,1551,0
10130,CONSISTENT,0,881,0
10140,TORN,1000,1166,
10150,CONSISTENT,1000,1573,0
10160,CONSISTENT,0,776,0
10170,TORN,1000,1139,
10180,CONSISTENT,1000,1543,0
10190,CONSISTENT,0,762,0
10200,CONSISTENT,1000,1146,0
10210,CONSISTENT,1000,1440,0
10220,CONSISTENT,0,724,0
10230,TORN,1000,1021,
10240,CONSISTENT,1000,1428,0
10250,CONSISTENT,0,636,0
10260,CONSISTENT,1000,1036,0
10270,CONSISTENT,1000,1436,0
10280,CONSISTENT,1000,1794,0
10290,CONSISTENT,1000,1002,0
10300,CONSISTENT,1000,1407,0
10310,CONSISTENT,1000,1804,0
10320,TORN,1000,1012,
10330,CONSISTENT,1000,1375,0
10340,CONSISTENT,0,687,0
10350,TORN,0,983,
10360,CONSISTENT,1000,1380,0
10370,CONSISTENT,0,593,0
10380,CONSISTENT,0,999,0
10390,CONSISTENT,1000,1359,0
10400,CONSISTENT,1000,1761,0
10410,CONSISTENT,0,978,0
10420,CONSISTENT,1000,1378,0
10430,CONSISTENT,0,762,0
10440,CONSISTENT,0,998,0
10450,TORN,1000,1361,
10460,CONSISTENT,0,626,0
10470,CONSISTENT,0,980,0
10480,CONSISTENT,1000,1375,0
10490,CONSISTENT,0,586,0
10500,CONSISTENT,0,954,0
10510,TORN,1000,1232,
10520,CONSISTENT,1000,1636,0
10530,CONSISTENT,0,842,0
10540,CONSISTENT,1000,1252,0
10550,CONSISTENT,0,503,0
10560,CONSISTENT,0,821,0
10570,CONSISTENT,1000,1223,0
10580,CONSISTENT,1000,1625,0
10590,CONSISTENT,0,879,0
10600,CONSISTENT,1000,1236,0
10610,CONSISTENT,1000,1642,0
10620,CONSISTENT,0,814,0
10630,TORN,1000,1212,
10640,CONSISTENT,0,563,0
10650,CONSISTENT,0,822,0
10660,CONSISTENT,1000,1229,0
10670,CONSISTENT,1000,1588,0
10680,CONSISTENT,0,891,0
10690,TORN,1000,1207,
10700,CONSISTENT,0,413,0
10710,CONSISTENT,0,815,0
10720,CONSISTENT,1000,1214,0
10730,CONSISTENT,1000,1583,0
10740,CONSISTENT,0,792,0
10750,CONSISTENT,1000,1187,0
10760,CONSISTENT,1000,1587,0
10770,CONSISTENT,0,792,0
10780,CONSISTENT,1000,1138,0
10790,CONSISTENT,1000,1522,0
10800,CONSISTENT,0,821,0
10810,CONSISTENT,1000,1092,0
10820,CONSISTENT,1000,1484,0
10830,TORN,0,693,
10840,CONSISTENT,1000,1018,0
10850,CONSISTENT,1000,1385,0
10860,CONSISTENT,0,592,0
10870,TORN,0,992,
10880,CONSISTENT,1000,1395,0
10890,CONSISTENT,1000,1751,0
10900,CONSISTENT,0,960,0
10910,CONSISTENT,1000,1363,0
10920,CONSISTENT,0,712,0
10930,CONSISTENT,0,966,0
10940,TORN,1000,1374,
10950,CONSISTENT,0,656,0
10960,CONSISTENT,0,935,0
10970,CONSISTENT,1000,1333,0
10980,CONSISTENT,0,538,0
10990,CONSISTENT,0,937,0
11000,CONSISTENT,1000,1341,0
11010,CONSISTENT,1000,1695,0
11020,CONSISTENT,0,903,0
11030,TORN,1000,1312,
11040,CONSISTENT,0,692,0
11050,TORN,0,922,
11060,CONSISTENT,1000,1320,0
11070,CONSISTENT,0,551,0
11080,CONSISTENT,0,899,0
11090,CONSISTENT,1000,1292,0
11100,CONSISTENT,1000,1682,0
11110,CONSISTENT,0,785,0
11120,CONSISTENT,1000,1154,0
11130,CONSISTENT,0,554,0
11140,CONSISTENT,0,754,0
11150,TORN,1000,1140,
11160,CONSISTENT,1000,1540,0
11170,TORN,1000,1900,
11180,TORN,1000,1111,
11190,CONSISTENT,0,485,0
11200,CONSISTENT,0,719,0
11210,CONSISTENT,1000,1110,0
11220,TORN,1000,1469,
11230,CONSISTENT,0,671,0
11240,CONSISTENT,1000,1069,0
11250,CONSISTENT,1000,1446,0
11260,CONSISTENT,0,662,0
11270,CONSISTENT,1000,1020,0
11280,CONSISTENT,1000,1424,0
11290,CONSISTENT,1000,1826,0
11300,CONSISTENT,1000,1038,0
11310,CONSISTENT,1000,1443,0
11320,CONSISTENT,0,689,0
11330,CONSISTENT,1000,1004,0
11340,CONSISTENT,1000,1405,0
11350,CONSISTENT,0,625,0
11360,CONSISTENT,1000,1020,0
11370,CONSISTENT,1000,1413,0
11380,CONSISTENT,0,778,0
11390,CONSISTENT,0,988,0
11400,CONSISTENT,1000,1374,0
11410,CONSISTENT,0,621,0
11420,CONSISTENT,0,867,0
11430,CONSISTENT,1000,1219,0
11440,CONSISTENT,1000,1624,0
11450,TORN,0,833,
11460,CONSISTENT,1000,1237,0
11470,CONSISTENT,1000,1644,0
11480,CONSISTENT,0,887,0
11490,CONSISTENT,1000,1211,0
11500,CONSISTENT,1000,1615,0
11510,TORN,0,822,
11520,TORN,1000,1219,
11530,CONSISTENT,0,597,0
11540,CONSISTENT,0,791,0
11550,CONSISTENT,1000,1188,0
11560,CONSISTENT,1000,1594,0
11570,CONSISTENT,0,818,0
11580,CONSISTENT,1000,1196,0
11590,CONSISTENT,1000,1560,0
11600,CONSISTENT,0,775,0
11610,TORN,1000,1170,
11620,CONSISTENT,1000,1571,0
11630,CONSISTENT,0,777,0
11640,CONSISTENT,1000,1182,0
11650,CONSISTENT,1000,1544,0
11660,CONSISTENT,0,874,0
11670,CONSISTENT,1000,1172,0
11680,TORN,1000,1571,
11690,CONSISTENT,0,849,0
11700,CONSISTENT,1000,1152,0
11710,CONSISTENT,1000,1418,0
11720,CONSISTENT,0,628,0
11730,TORN,1000,1025,
11740,CONSISTENT,1000,1428,0
11750,CONSISTENT,1000,1806,0
11760,CONSISTENT,0,976,0
11770,CONSISTENT,1000,1367,0
11780,TORN,0,562,
11790,CONSISTENT,0,947,0
11800,TORN,1000,1336,
11810,CONSISTENT,0,689,0
11820,CONSISTENT,0,901,0
11830,CONSISTENT,1000,1296,0
11840,CONSISTENT,0,526,0
11850,CONSISTENT,0,905,0
11860,TORN,1000,1296,
11870,CONSISTENT,1000,1654,0
11880,CONSISTENT,0,896,0
11890,CONSISTENT,1000,1265,0
11900,CONSISTENT,1000,1665,0
11910,CONSISTENT,0,875,0
11920,CONSISTENT,1000,1230,0
11930,CONSISTENT,0,582,0
11940,CONSISTENT,0,844,0
11950,CONSISTENT,1000,1251,0
11960,TORN,1000,1651,
11970,CONSISTENT,0,861,0
11980,CONSISTENT,1000,1216,0
11990,CONSISTENT,1000,1610,0
12000,CONSISTENT,0,837,0
12010,CONSISTENT,1000,1107,0
12020,TORN,1000,1505,
12030,CONSISTENT,1000,1911,0
12040,CONSISTENT,1000,1074,0
12050,CONSISTENT,1000,1452,0
12060,CONSISTENT,0,761,0
12070,CONSISTENT,1000,1048,0
12080,TORN,1000,1447,
12090,CONSISTENT,0,653,0
12100,CONSISTENT,1000,1009,0
12110,CONSISTENT,1000,1407,0
12120,CONSISTENT,0,714,0
12130,CONSISTENT,1000,1031,0
12140,CONSISTENT,1000,1435,0
12151,CONSISTENT,1000,1834,0
12160,CONSISTENT,1000,1004,0
12170,TORN,1000,1402,
12180,CONSISTENT,0,704,0
12190,CONSISTENT,1000,1008,0
12200,TORN,1000,1373,
12210,CONSISTENT,0,563,0
12220,CONSISTENT,0,956,0
12230,CONSISTENT,1000,1347,0
12240,CONSISTENT,1000,1749,0
12250,CONSISTENT,0,916,0
12260,TORN,1000,1316,
12270,CONSISTENT,1000,1705,0
12280,TORN,0,882,
12290,CONSISTENT,1000,1272,0
12301,CONSISTENT,0,563,0
12310,CONSISTENT,0,810,0
12320,TORN,1000,1208,
12330,CONSISTENT,1000,1601,0
12340,CONSISTENT,0,915,0
12350,CONSISTENT,1000,1175,0
12360,TORN,0,539,
12370,TORN,0,749,
12380,CONSISTENT,1000,1142,0
12390,TORN,1000,1543,
12400,TORN,0,745,
12410,CONSISTENT,1000,1092,0
12420,CONSISTENT,1000,1488,0
12430,CONSISTENT,1000,1896,0
12440,CONSISTENT,1000,1114,0
12450,CONSISTENT,1000,1440,0
12460,CONSISTENT,0,635,0
12470,CONSISTENT,1000,1029,0
12480,CONSISTENT,1000,1426,0
12490,CONSISTENT,0,685,0
12501,CONSISTENT,1000,1018,0
12510,CONSISTENT,1000,1380,0
12520,CONSISTENT,0,582,0
12530,CONSISTENT,0,954,0
12540,CONSISTENT,1000,1322,0
12550,CONSISTENT,1000,1662,0
12560,CONSISTENT,0,873,0
12570,CONSISTENT,1000,1273,0
12580,CONSISTENT,1000,1672,0
12590,TORN,0,887,
12601,CONSISTENT,1000,1258,0
12610,CONSISTENT,0,389,0
12620,TORN,0,734,
12630,CONSISTENT,1000,1141,0
12640,CONSISTENT,1000,1537,0
12650,TORN,0,739,
12660,CONSISTENT,1000,1073,0
12670,CONSISTENT,1000,1439,0
12680,CONSISTENT,0,636,0
12690,CONSISTENT,1000,1019,0
12700,CONSISTENT,1000,1414,0
12710,CONSISTENT,1000,1740,0
12720,CONSISTENT,0,933,0
12730,CONSISTENT,1000,1338,0
12740,CONSISTENT,1000,1738,0
12750,TORN,0,944,
12760,CONSISTENT,1000,1344,0
12770,CONSISTENT,0,582,0
12780,CONSISTENT,0,912,0
12790,CONSISTENT,1000,1311,0
12800,CONSISTENT,1000,1705,0
12810,CONSISTENT,0,932,0
12820,CONSISTENT,1000,1272,0
12830,CONSISTENT,0,477,0
12840,CONSISTENT,0,872,0
12850,CONSISTENT,1000,1269,0
12860,CONSISTENT,0,596,0
12870,TORN,0,868,
12880,CONSISTENT,1000,1231,0
12890,CONSISTENT,1000,1630,0
12900,CONSISTENT,0,946,0
12910,CONSISTENT,1000,1232,0
12920,CONSISTENT,0,451,0
12930,TORN,0,813,
12940,CONSISTENT,1000,1217,0
12950,CONSISTENT,1000,1614,0
12960,CONSISTENT,0,825,0
12970,CONSISTENT,1000,1225,0
12980,CONSISTENT,1000,1629,0
12990,CONSISTENT,0,791,0
13000,CONSISTENT,1000,1187,0
13010,CONSISTENT,1000,1584,0
13020,CONSISTENT,0,854,0
13030,CONSISTENT,1000,1179,0
13040,CONSISTENT,1000,1514,0
13050,CONSISTENT,0,712,0
13060,CONSISTENT,1000,1108,0
13070,CONSISTENT,0,467,0
13080,CONSISTENT,0,675,0
13090,TORN,1000,1072,
13100,CONSISTENT,1000,1427,0
13110,CONSISTENT,0,814,0
13120,CONSISTENT,1000,1016,0
13130,CONSISTENT,1000,1406,0
13140,CONSISTENT,0,627,0
13150,CONSISTENT,0,964,0
13160,CONSISTENT,1000,1335,0
13170,CONSISTENT,0,543,0
13180,CONSISTENT,0,908,0
13190,CONSISTENT,1000,1267,0
13200,TORN,1000,1623,
13210,CONSISTENT,0,708,0
13220,CONSISTENT,1000,1088,0
13230,CONSISTENT,1000,1472,0
13240,CONSISTENT,1000,1865,0
13250,CONSISTENT,1000,1032,0
13260,CONSISTENT,1000,1422,0
13270,CONSISTENT,0,740,0
13280,CONSISTENT,1000,1013,0
13290,TORN,1000,1405,
13300,CONSISTENT,0,566,0
13310,CONSISTENT,0,934,0
13320,CONSISTENT,1000,1322,0
13330,CONSISTENT,1000,1663,0
13340,CONSISTENT,0,877,0
13350,TORN,1000,1242,
13360,CONSISTENT,1000,1590,0
13370,CONSISTENT,0,759,0
13380,CONSISTENT,1000,1103,0
13390,CONSISTENT,1000,1495,0
13400,CONSISTENT,1000,1876,0
13410,TORN,1000,1038,
13420,CONSISTENT,0,390,0
13430,TORN,0,579,
13440,TORN,0,958,
13450,CONSISTENT,1000,1343,0
13460,CONSISTENT,0,579,0
13470,CONSISTENT,0,857,0
13480,CONSISTENT,1000,1232,0
13490,CONSISTENT,1000,1590,0
13500,CONSISTENT,0,760,0
13510,CONSISTENT,0,995,0
13520,TORN,1000,1296,
13530,CONSISTENT,0,570,0
13540,CONSISTENT,0,804,0
13550,CONSISTENT,1000,1158,0
13560,TORN,1000,1510,
13570,CONSISTENT,0,854,0
13580,CONSISTENT,1000,1093,0
13590,CONSISTENT,1000,1480,0
13600,CONSISTENT,0,684,0
13610,CONSISTENT,1000,1039,0
13620,CONSISTENT,1000,1412,0
13630,CONSISTENT,0,584,0
13640,CONSISTENT,0,939,0
13650,CONSISTENT,1000,1285,0
13660,CONSISTENT,1000,1610,0
13670,CONSISTENT,0,813,0
13680,CONSISTENT,1000,1193,0
13690,CONSISTENT,0,533,0
13700,CONSISTENT,0,774,0
13710,CONSISTENT,1000,1159,0
13720,CONSISTENT,1000,1498,0
13730,CONSISTENT,0,825,0
13740,CONSISTENT,1000,1051,0
13750,CONSISTENT,1000,1405,0
13760,CONSISTENT,0,619,0
13770,CONSISTENT,0,927,0
13780,CONSISTENT,1000,1267,0
13790,CONSISTENT,1000,1560,0
13800,CONSISTENT,0,762,0
13810,CONSISTENT,0,962,0
13820,CONSISTENT,1000,1231,0
13830,CONSISTENT,0,485,0
13840,TORN,0,660,
13850,CONSISTENT,0,898,0
13860,TORN,1000,1198,
13870,CONSISTENT,1000,1559,0
13880,CONSISTENT,0,743,0
13890,CONSISTENT,1000,1097,0
13900,CONSISTENT,1000,1425,0
13910,CONSISTENT,0,620,0
13920,CONSISTENT,0,980,0
13930,CONSISTENT,1000,1357,0
13940,CONSISTENT,1000,1723,0
13951,CONSISTENT,0,904,0
13960,TORN,1000,1227,
13970,CONSISTENT,1000,1571,0
13980,TORN,0,750,
13990,CONSISTENT,1000,1010,0
14000,TORN,1000,1343,
14010,TORN,0,538,
14020,CONSISTENT,0,919,0
14030,CONSISTENT,1000,1292,0
14040,CONSISTENT,1000,1623,0
14050,CONSISTENT,0,812,0
14060,CONSISTENT,1000,1183,0
14070,CONSISTENT,0,481,0
14081,CONSISTENT,0,725,0
14090,CONSISTENT,0,967,0
14100,CONSISTENT,1000,1286,0
14111,CONSISTENT,0,504,0
14120,CONSISTENT,0,684,0
14130,TORN,1000,1010,
14140,TORN,1000,1359,
14150,TORN,1000,1735,
14160,TORN,0,897,
14170,CONSISTENT,1000,1265,0
14180,CONSISTENT,1000,1639,0
14190,TORN,0,836,
14200,CONSISTENT,1000,1210,0
14210,CONSISTENT,0,511,0
14220,CONSISTENT,0,708,0
14230,CONSISTENT,1000,1038,0
14240,CONSISTENT,1000,1398,0
14250,CONSISTENT,1000,1775,0
14261,CONSISTENT,0,943,0
14270,CONSISTENT,1000,1263,0
14280,CONSISTENT,0,588,0
14290,TORN,0,794,
14300,CONSISTENT,1000,1159,0
14310,CONSISTENT,0,456,0
14320,CONSISTENT,0,684,0
14330,CONSISTENT,1000,1054,0
14340,CONSISTENT,1000,1430,0
14350,CONSISTENT,0,740,0
14360,TORN,0,971,
14370,CONSISTENT,1000,1296,0
14380,CONSISTENT,0,474,0
14390,CONSISTENT,0,826,0
14401,CONSISTENT,1000,1188,0
14410,CONSISTENT,1000,1428,0
14420,TORN,0,615,
14430,TORN,0,990,
14440,CONSISTENT,1000,1343,0
14450,CONSISTENT,1000,1672,0
14460,CONSISTENT,0,847,0
14470,CONSISTENT,1000,1147,0
14480,CONSISTENT,1000,1510,0
14490,CONSISTENT,0,701,0
14500,CONSISTENT,1000,1067,0
14510,TORN,1000,1421,
14520,CONSISTENT,1000,1734,0
14530,CONSISTENT,0,905,0
14540,CONSISTENT,1000,1235,0
14550,CONSISTENT,1000,1545,0
14560,CONSISTENT,0,728,0
14570,CONSISTENT,1000,1042,0
14580,CONSISTENT,1000,1398,0
14590,TORN,1000,1745,
14600,CONSISTENT,0,931,0
14610,CONSISTENT,1000,1285,0
14620,CONSISTENT,0,555,0
14630,TORN,0,779,
14640,CONSISTENT,1000,1136,0
14650,TORN,1000,1502,
14660,CONSISTENT,0,763,0
14670,CONSISTENT,0,997,0
14680,TORN,1000,1347,
14690,CONSISTENT,0,525,0
14700,CONSISTENT,0,859,0
14710,TORN,1000,1119,
14720,CONSISTENT,1000,1441,0
14730,CONSISTENT,0,625,0
14740,CONSISTENT,0,988,0
14750,CONSISTENT,1000,1323,0
14760,CONSISTENT,1000,1565,0
14770,CONSISTENT,0,701,0
14780,TORN,1000,1010,
14790,CONSISTENT,1000,1311,0
14801,CONSISTENT,0,613,0
14810,CONSISTENT,0,758,0
14820,CONSISTENT,1000,1091,0
14830,CONSISTENT,1000,1375,0
14840,CONSISTENT,0,536,0
14850,CONSISTENT,0,836,0
14860,CONSISTENT,1000,1111,0
14870,CONSISTENT,1000,1437,0
14880,CONSISTENT,0,722,0
14890,TORN,0,898,
14900,CONSISTENT,1000,1147,0
14910,CONSISTENT,0,421,0
14920,CONSISTENT,0,585,0
14930,CONSISTENT,0,880,0
14940,CONSISTENT,1000,1141,0
14950,CONSISTENT,1000,1409,0
14960,CONSISTENT,0,563,0
14970,TORN,0,850,
14980,TORN,1000,1133,
14990,CONSISTENT,1000,1396,0
15000,CONSISTENT,0,556,0
15010,TORN,0,761,
15020,CONSISTENT,1000,1060,0
15030,CONSISTENT,1000,1353,0
15040,CONSISTENT,0,482,0
15050,CONSISTENT,0,757,0
15060,CONSISTENT,1000,1046,0
15070,TORN,1000,1383,
15081,CONSISTENT,0,533,0
15090,CONSISTENT,0,792,0
15100,TORN,1000,1035,
15110,CONSISTENT,1000,1345,0
15120,CONSISTENT,0,518,0
15130,CONSISTENT,0,819,0
15140,CONSISTENT,1000,1122,0
15150,TORN,1000,1430,
15160,CONSISTENT,0,570,0
15170,TORN,0,952,
15180,TORN,1000,1310,
15190,CONSISTENT,1000,1712,0
15200,TORN,0,915,
15210,CONSISTENT,1000,1304,0
15220,CONSISTENT,0,654,0
15230,CONSISTENT,0,870,0
15240,CONSISTENT,1000,1264,0
15250,CONSISTENT,0,525,0
15260,CONSISTENT,0,860,0
15270,CONSISTENT,1000,1244,0
15280,CONSISTENT,1000,1586,0
15290,CONSISTENT,0,819,0
15300,CONSISTENT,1000,1136,0
15310,CONSISTENT,1000,1397,0
15320,CONSISTENT,0,603,0
15330,CONSISTENT,0,936,0
15340,CONSISTENT,1000,1304,0
15350,CONSISTENT,1000,1677,0
15360,TORN,0,868,
15370,CONSISTENT,1000,1244,0
15380,CONSISTENT,1000,1577,0
15390,CONSISTENT,0,763,0
15400,CONSISTENT,1000,1116,0
15410,CONSISTENT,1000,1481,0
15420,CONSISTENT,0,683,0
15430,CONSISTENT,1000,1065,0
15440,CONSISTENT,1000,1389,0
15450,CONSISTENT,0,582,0
15460,TORN,0,970,
15470,CONSISTENT,1000,1346,0
15480,CONSISTENT,1000,1728,0
15490,CONSISTENT,0,919,0
15500,TORN,1000,1252,
15510,CONSISTENT,1000,1626,0
15520,CONSISTENT,0,824,0
15530,CONSISTENT,1000,1204,0
15540,CONSISTENT,0,531,0
15550,CONSISTENT,0,777,0
15560,CONSISTENT,1000,1130,0
15570,TORN,1000,1509,
15580,CONSISTENT,0,883,0
15590,TORN,1000,1088,
15600,CONSISTENT,1000,1451,0
15610,CONSISTENT,0,532,0
15620,CONSISTENT,0,904,0
15630,TORN,1000,1267,
15640,CONSISTENT,1000,1640,0
15650,CONSISTENT,0,877,0
15660,CONSISTENT,1000,1216,0
15670,CONSISTENT,1000,1564,0
15680,CONSISTENT,0,764,0
15690,CONSISTENT,1000,1147,0
15700,CONSISTENT,1000,1538,0
15710,CONSISTENT,0,736,0
15720,CONSISTENT,1000,1088,0
15730,CONSISTENT,0,446,0
15740,TORN,0,667,
15750,CONSISTENT,1000,1048,0
15760,CONSISTENT,1000,1438,0
15770,TORN,1000,1784,
15780,CONSISTENT,0,989,0
15790,TORN,1000,1371,
15800,CONSISTENT,0,630,0
15810,CONSISTENT,0,955,0
15820,CONSISTENT,1000,1315,0
15830,CONSISTENT,1000,1650,0
15840,CONSISTENT,0,836,0
15850,CONSISTENT,1000,1215,0
15860,CONSISTENT,1000,1612,0
15870,CONSISTENT,0,823,0
15880,CONSISTENT,1000,1178,0
15890,CONSISTENT,1000,1571,0
15900,CONSISTENT,0,774,0
15910,CONSISTENT,1000,1039,0
15920,CONSISTENT,1000,1432,0
15930,CONSISTENT,0,803,0
15940,CONSISTENT,0,971,0
15950,TORN,1000,1352,
15960,CONSISTENT,0,712,0
15970,TORN,0,946,
15980,CONSISTENT,1000,1307,0
15990,CONSISTENT,0,572,0
16000,CONSISTENT,0,836,0
16010,CONSISTENT,1000,1220,0
16020,CONSISTENT,1000,1608,0
16030,CONSISTENT,0,934,0
16040,CONSISTENT,1000,1178,0
16050,CONSISTENT,0,431,0
16060,CONSISTENT,0,698,0
16070,CONSISTENT,1000,1065,0
