elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50
210,6832,5000,5000,0,0,0,0,0,103354,5,6827,5,8,8,13,1832,2,0,1006,8,8,8,6,6,22,1,5000,5,5,5,0,13,0,13,5000,5,5000,5,103354,5,141826,999.9447405703887
220,7047,6000,6000,0,0,0,0,0,124354,6,7041,6,8,8,14,1047,2,1000,992,8,9,8,7,7,32,1,6000,6,6,6,0,14,0,14,6000,6,6000,6,124354,6,146341,999.9447405703887
230,7371,6000,6000,0,0,0,0,0,124354,6,7365,6,9,9,15,1371,2,0,1068,9,9,9,7,7,8,1,6000,6,6,6,0,15,0,15,6000,6,6000,6,124354,6,153145,999.9447405703887
240,7577,7000,7000,0,0,0,0,0,145354,7,7570,7,9,9,16,577,1,1000,509,9,9,9,8,8,18,1,7000,7,7,7,0,16,0,16,7000,7,7000,7,145354,7,157471,999.9447405703887
250,7946,7000,7000,0,0,0,0,0,145354,7,7939,7,9,9,16,946,1,1000,509,9,9,9,8,8,28,1,7000,7,7,7,0,16,0,16,7000,7,7000,7,145354,7,165220,999.9447405703887
260,8312,7000,7000,0,0,0,0,0,145354,7,8305,7,10,10,17,1312,2,0,1049,10,10,10,8,8,6,1,7000,7,7,7,0,17,0,17,7000,7,7000,7,145354,7,172906,999.9447405703887
270,8639,7000,7000,0,0,0,0,0,145354,7,8632,7,10,10,17,1639,2,0,1049,10,10,10,8,8,16,1,7000,7,7,7,0,17,0,17,7000,7,7000,7,145354,7,179794,999.9447405703887
280,8836,8000,8000,0,0,0,0,0,166354,8,8828,8,10,10,18,836,1,1000,677,10,10,10,9,9,26,1,8000,8,8,8,0,18,0,18,8000,8,8000,8,166354,8,183910,999.9447405703887
290,9203,8000,8000,0,0,0,0,0,166354,8,9195,8,11,11,19,1203,2,0,1027,11,11,11,9,9,4,1,8000,8,8,8,0,19,0,19,8000,8,8000,8,166354,8,191617,999.9447405703887
300,9553,8000,8000,0,0,0,0,0,166354,8,9545,8,11,11,19,1553,2,0,1027,11,11,11,9,9,14,1,8000,8,8,8,0,19,0,19,8000,8,8000,8,166354,8,198967,999.9447405703887
310,9632,9000,9000,0,0,0,0,0,187354,9,9623,9,11,11,20,632,1,1000,596,11,11,11,10,10,24,1,9000,9,9,9,0,20,0,20,9000,9,9000,9,187354,9,200626,999.9447405703887
320,9993,9000,9000,0,0,0,0,0,187354,9,9984,9,11,11,20,993,1,1000,596,11,11,11,10,10,34,1,9000,9,9,9,0,20,0,20,9000,9,9000,9,187354,9,208207,999.9447405703887
330,10356,9000,9000,0,0,0,0,0,187354,9,10347,9,12,12,21,1356,2,0,1041,12,12,12,10,10,8,1,9000,9,9,9,0,21,0,21,9000,9,9000,9,187354,9,215830,999.9447405703887
340,10721,9000,9000,0,0,0,0,0,187354,9,10712,9,12,12,21,1721,2,0,1041,12,12,12,10,10,18,1,9000,9,9,9,0,21,0,21,9000,9,9000,9,187354,9,223495,999.9447405703887
350,10885,10000,10000,0,0,0,0,0,208354,10,10875,10,12,12,22,885,1,1000,734,12,12,12,11,11,28,1,10000,10,10,10,0,22,0,22,10000,10,10000,10,208354,10,226939,999.9447405703887
360,11247,10000,10000,0,0,0,0,0,208354,10,11237,10,13,13,23,1247,2,0,1019,13,13,13,11,11,6,1,10000,10,10,10,0,23,0,23,10000,10,10000,10,208354,10,234541,999.9447405703887
370,11616,10000,10000,0,0,0,0,0,208354,10,11606,10,13,13,23,1616,2,0,1019,13,13,13,11,11,16,1,10000,10,10,10,0,23,0,23,10000,10,10000,10,208354,10,242290,999.9447405703887
380,11873,10000,10000,0,0,0,0,0,208354,10,11863,10,13,13,24,874,1,1000,865,13,13,13,12,12,26,1,10000,10,10,10,0,24,0,24,10000,10,10000,10,208354,10,247708,999.9447405703887
390,12137,11000,11000,0,0,0,0,0,229354,11,12126,11,14,14,25,1137,2,0,1064,14,14,14,12,12,2,1,11000,11,11,11,0,25,0,25,11000,11,11000,11,229354,11,253231,999.9447405703887
400,12508,11000,11000,0,0,0,0,0,229354,11,12497,11,14,14,25,1508,2,0,1064,14,14,14,12,12,12,1,11000,11,11,11,0,25,0,25,11000,11,11000,11,229354,11,261022,999.9447405703887
410,12873,11000,11000,0,0,0,0,0,229354,11,12862,11,14,14,25,1873,2,0,1064,14,14,14,12,12,22,1,11000,11,11,11,0,25,0,25,11000,11,11000,11,229354,11,268687,999.9447405703887
420,13075,12000,12000,0,0,0,0,0,250354,12,13063,12,15,15,27,1075,2,0,1055,15,15,15,13,13,0,1,12000,12,12,12,0,27,0,27,12000,12,12000,12,250354,12,272950,999.9447405703887
430,13403,12000,12000,0,0,0,0,0,250354,12,13391,12,15,15,27,1403,2,0,1055,15,15,15,13,13,8,1,12000,12,12,12,0,27,0,27,12000,12,12000,12,250354,12,279859,999.9447405703887
440,13595,12000,12000,0,0,0,0,0,250354,12,13583,12,15,15,28,596,1,1000,469,15,15,15,14,14,20,1,12000,12,12,12,0,28,0,28,12000,12,12000,12,250354,12,283891,999.9447405703887
450,13964,12000,12000,0,0,0,0,0,250354,12,13952,12,15,15,28,965,1,1000,469,15,15,15,14,14,30,1,12000,12,12,12,0,28,0,28,12000,12,12000,12,250354,12,291619,999.9447405703887
460,14331,12000,12000,0,0,0,0,0,250354,12,14319,12,16,16,29,1332,2,0,1024,16,16,16,14,14,8,1,12000,12,12,12,0,29,0,29,12000,12,12000,12,250354,12,299326,999.9447405703887
471,14692,12000,12000,0,0,0,0,0,250354,12,14680,12,16,16,29,1693,2,0,1024,16,16,16,14,14,18,1,12000,12,12,12,0,29,0,29,12000,12,12000,12,250354,12,306952,999.9447405703887
480,14968,12000,12000,0,0,0,0,0,250354,12,14956,12,16,16,30,970,1,1000,965,16,16,16,15,15,26,1,12000,12,12,12,0,30,0,30,12000,12,12000,12,250354,12,313046,0
490,15210,13000,13000,0,0,0,0,0,271354,13,15197,13,17,17,31,1211,2,0,1073,17,17,17,15,15,2,1,13000,13,13,13,0,31,0,31,13000,13,13000,13,271354,13,318348,999.9447405703887
500,15571,13000,13000,0,0,0,0,0,271354,13,15558,13,17,17,31,1572,2,0,1073,17,17,17,15,15,14,1,13000,13,13,13,0,31,0,31,13000,13,13000,13,271354,13,326312,999.9447405703887
511,15759,13000,13000,0,0,0,0,0,271354,13,15746,13,17,17,32,761,1,1000,685,17,17,17,16,16,24,1,13000,13,13,13,0,32,0,32,13000,13,13000,13,271354,13,330448,999.9447405703887
520,16088,13000,13000,0,0,0,0,0,271354,13,16075,13,18,18,33,1090,2,0,1029,18,18,18,16,16,0,1,13000,13,13,13,0,33,0,33,13000,13,13000,13,271354,13,337686,999.9447405703887
530,16444,13000,13000,0,0,0,0,0,271354,13,16431,13,18,18,33,1446,2,0,1029,18,18,18,16,16,10,1,13000,13,13,13,0,33,0,33,13000,13,13000,13,271354,13,345540,999.9447405703887
540,16789,13000,13000,0,0,0,0,0,271354,13,16776,13,18,18,34,792,1,1000,786,18,18,18,17,17,22,1,13000,13,13,13,0,34,0,34,13000,13,13000,13,271354,13,353130,999.9447405703887
550,17017,14000,14000,0,0,0,0,0,293354,14,17003,14,19,19,35,1019,2,0,1006,19,19,19,17,17,0,1,14000,14,14,14,0,35,0,35,14000,14,14000,14,293354,14,358146,999.9447405703887
560,17346,14000,14000,0,0,0,0,0,293354,14,17332,14,19,19,35,1348,2,0,1006,19,19,19,17,17,8,1,14000,14,14,14,0,35,0,35,14000,14,14000,14,293354,14,365362,999.9447405703887
570,17708,14000,14000,0,0,0,0,0,293354,14,17694,14,19,19,35,1710,2,0,1006,19,19,19,17,17,18,1,14000,14,14,14,0,35,0,35,14000,14,14000,14,293354,14,373326,999.9447405703887
580,17890,14000,14000,0,0,0,0,0,293354,14,17876,14,19,19,36,893,1,1000,866,19,19,19,18,18,28,1,14000,14,14,14,0,36,0,36,14000,14,14000,14,293354,14,377374,999.9447405703887
590,18264,14000,14000,0,0,0,0,0,293354,14,18250,14,20,20,37,1267,2,0,1056,20,20,20,18,18,6,1,14000,14,14,14,0,37,0,37,14000,14,14000,14,293354,14,385580,999.9447405703887
600,18589,14000,14000,0,0,0,0,0,293354,14,18575,14,20,20,37,1592,2,0,1056,20,20,20,18,18,14,1,14000,14,14,14,0,37,0,37,14000,14,14000,14,293354,14,392730,999.9447405703887
610,18765,14000,14000,0,0,0,0,0,293354,14,18751,14,20,20,38,769,1,1000,766,20,20,20,19,19,24,1,14000,14,14,14,0,38,0,38,14000,14,14000,14,293354,14,396624,0
620,19030,14000,14000,0,0,0,0,0,293354,14,19016,14,21,21,39,1034,2,0,1008,21,21,21,19,19,0,1,14000,14,14,14,0,39,0,39,14000,14,14000,14,293354,14,402454,0
630,19397,14000,14000,0,0,0,0,0,293354,14,19383,14,21,21,39,1401,2,0,1008,21,21,21,19,19,10,1,14000,14,14,14,0,39,0,39,14000,14,14000,14,293354,14,410528,0
640,19729,14000,14000,0,0,0,0,0,293354,14,19715,14,21,21,39,1733,2,0,1008,21,21,21,19,19,20,1,14000,14,14,14,0,39,0,39,14000,14,14000,14,293354,14,417832,0
650,19918,14000,14000,0,0,0,0,0,293354,14,19904,14,21,21,40,923,1,1000,837,21,21,21,20,20,30,1,14000,14,14,14,0,40,0,40,14000,14,14000,14,293354,14,422012,0
660,20275,14000,14000,0,0,0,0,0,293354,14,20261,14,22,22,41,1280,2,0,1050,22,22,22,20,20,6,1,14000,14,14,14,0,41,0,41,14000,14,14000,14,293354,14,429866,0
670,20645,14000,14000,0,0,0,0,0,293354,14,20631,14,22,22,41,1650,2,0,1050,22,22,22,20,20,16,1,14000,14,14,14,0,41,0,41,14000,14,14000,14,293354,14,438006,0
680,20926,14000,14000,0,0,0,0,0,293354,14,20912,14,22,22,42,932,1,1000,927,22,22,22,21,21,26,1,14000,14,14,14,0,42,0,42,14000,14,14000,14,293354,14,444210,0
690,21157,14000,14000,0,0,0,0,0,293354,14,21143,14,23,23,43,1163,2,0,1005,23,23,23,21,21,4,1,14000,14,14,14,0,43,0,43,14000,14,14000,14,293354,14,449314,0
700,21526,14000,14000,0,0,0,0,0,293354,14,21512,14,23,23,43,1532,2,0,1005,23,23,23,21,21,14,1,14000,14,14,14,0,43,0,43,14000,14,14000,14,293354,14,457410,0
710,21890,14000,14000,0,0,0,0,0,293354,14,21876,14,23,23,43,1896,2,0,1005,23,23,23,21,21,24,1,14000,14,14,14,0,43,0,43,14000,14,14000,14,293354,14,465418,0
720,22039,14000,14000,0,0,0,0,0,293354,14,22025,14,23,23,44,1046,2,1000,928,23,24,23,22,22,32,1,14000,14,14,14,0,44,0,44,14000,14,14000,14,293354,14,468718,0
730,22405,14000,14000,0,0,0,0,0,293354,14,22391,14,24,24,45,1412,2,0,1055,24,24,24,22,22,10,1,14000,14,14,14,0,45,0,45,14000,14,14000,14,293354,14,476770,0
740,22631,14000,14000,0,0,0,0,0,293354,14,22617,14,24,24,46,639,1,1000,633,24,24,24,23,23,20,1,14000,14,14,14,0,46,0,46,14000,14,14000,14,293354,14,481764,0
750,22966,14000,14000,0,0,0,0,0,293354,14,22952,14,24,24,46,974,1,1000,633,24,24,24,23,23,30,1,14000,14,14,14,0,46,0,46,14000,14,14000,14,293354,14,489156,0
760,23299,14000,14000,0,0,0,0,0,293354,14,23285,14,25,25,47,1307,2,0,1033,25,25,25,23,23,6,1,14000,14,14,14,0,47,0,47,14000,14,14000,14,293354,14,496460,0
770,23666,14000,14000,0,0,0,0,0,293354,14,23652,14,25,25,47,1674,2,0,1033,25,25,25,23,23,16,1,14000,14,14,14,0,47,0,47,14000,14,14000,14,293354,14,504534,0
780,24034,14000,14000,0,0,0,0,0,293354,14,24020,14,25,25,47,2042,3,0,1033,25,26,25,23,23,26,1,14000,14,14,14,0,47,0,47,14000,14,14000,14,293354,14,512652,0
790,24228,14000,14000,0,0,0,0,0,293354,14,24214,14,26,26,49,1237,2,1000,1105,26,26,26,24,24,10,1,14000,14,14,14,0,49,0,49,14000,14,14000,14,293354,14,516920,0
800,24587,14000,14000,0,0,0,0,0,293354,14,24573,14,26,26,49,1596,2,1000,1105,26,26,26,24,24,20,1,14000,14,14,14,0,49,0,49,14000,14,14000,14,293354,14,524818,0
810,24745,14000,14000,0,0,0,0,0,293354,14,24731,14,26,26,50,755,1,1000,610,26,26,26,25,25,28,1,14000,14,14,14,0,50,0,50,14000,14,14000,14,293354,14,528316,0
820,25100,14000,14000,0,0,0,0,0,293354,14,25086,14,27,27,51,1110,2,0,1050,27,27,27,25,25,0,1,14000,14,14,14,0,51,0,51,14000,14,14000,14,293354,14,536126,0
830,25465,14000,14000,0,0,0,0,0,293354,14,25451,14,27,27,51,1475,2,0,1050,27,27,27,25,25,12,1,14000,14,14,14,0,51,0,51,14000,14,14000,14,293354,14,544156,0
840,25685,14000,14000,0,0,0,0,0,293354,14,25671,14,27,27,52,696,1,1000,690,27,27,27,26,26,22,1,14000,14,14,14,0,52,0,52,14000,14,14000,14,293354,14,549018,0
850,25975,15000,15000,0,0,0,0,0,315354,15,25960,15,27,27,52,985,1,1000,690,27,27,27,26,26,30,1,15000,15,15,15,0,52,0,52,15000,15,15000,15,315354,15,555376,999.9447405703887
860,26327,15000,15000,0,0,0,0,0,315354,15,26312,15,28,28,53,1337,2,0,1012,28,28,28,26,26,8,1,15000,15,15,15,0,53,0,53,15000,15,15000,15,315354,15,563142,999.9447405703887
870,26690,15000,15000,0,0,0,0,0,315354,15,26675,15,28,28,53,1700,2,0,1012,28,28,28,26,26,18,1,15000,15,15,15,0,53,0,53,15000,15,15000,15,315354,15,571106,999.9447405703887
880,26883,15000,15000,0,0,0,0,0,315354,15,26868,15,28,28,54,894,1,1000,743,28,28,28,27,27,28,1,15000,15,15,15,0,54,0,54,15000,15,15000,15,315354,15,575418,999.9447405703887
890,27213,15000,15000,0,0,0,0,0,315354,15,27198,15,29,29,55,1224,2,0,1035,29,29,29,27,27,4,1,15000,15,15,15,0,55,0,55,15000,15,15000,15,315354,15,582656,999.9447405703887
900,27572,15000,15000,0,0,0,0,0,315354,15,27557,15,29,29,55,1583,2,0,1035,29,29,29,27,27,14,1,15000,15,15,15,0,55,0,55,15000,15,15000,15,315354,15,590532,999.9447405703887
910,27665,15000,15000,0,0,0,0,0,315354,15,27650,15,29,29,56,677,1,1000,615,29,29,29,28,28,25,1,15000,15,15,15,0,56,0,56,15000,15,15000,15,315354,15,592622,0
920,28025,15000,15000,0,0,0,0,0,315354,15,28010,15,30,30,57,1037,2,0,1004,30,30,30,28,28,0,1,15000,15,15,15,0,57,0,57,15000,15,15000,15,315354,15,600520,0
930,28353,15000,15000,0,0,0,0,0,315354,15,28338,15,30,30,57,1365,2,0,1004,30,30,30,28,28,10,1,15000,15,15,15,0,57,0,57,15000,15,15000,15,315354,15,607736,0
940,28649,15000,15000,0,0,0,0,0,315354,15,28634,15,30,30,58,662,1,1000,659,30,30,30,29,29,20,1,15000,15,15,15,0,58,0,58,15000,15,15000,15,315354,15,614270,0
950,28909,15000,15000,0,0,0,0,0,315354,15,28894,15,30,30,58,922,1,1000,659,30,30,30,29,29,30,1,15000,15,15,15,0,58,0,58,15000,15,15000,15,315354,15,620012,0
960,29276,15000,15000,0,0,0,0,0,315354,15,29261,15,31,31,59,1289,2,0,1050,31,31,31,29,29,6,1,15000,15,15,15,0,59,0,59,15000,15,15000,15,315354,15,628064,0
970,29638,15000,15000,0,0,0,0,0,315354,15,29623,15,31,31,59,1651,2,0,1050,31,31,31,29,29,16,1,15000,15,15,15,0,59,0,59,15000,15,15000,15,315354,15,636028,0
980,29803,15000,15000,0,0,0,0,0,315354,15,29788,15,31,31,60,817,1,1000,712,31,31,31,30,30,26,1,15000,15,15,15,0,60,0,60,15000,15,15000,15,315354,15,639680,0
990,30169,15000,15000,0,0,0,0,0,315354,15,30154,15,32,32,61,1183,2,0,1028,32,32,32,30,30,4,1,15000,15,15,15,0,61,0,61,15000,15,15000,15,315354,15,647732,0
1000,30535,15000,15000,0,0,0,0,0,315354,15,30520,15,32,32,61,1549,2,0,1028,32,32,32,30,30,14,1,15000,15,15,15,0,61,0,61,15000,15,15000,15,315354,15,655784,0
1010,30762,15000,15000,0,0,0,0,0,315354,15,30747,15,32,32,62,777,1,1000,771,32,32,32,31,31,24,1,15000,15,15,15,0,62,0,62,15000,15,15000,15,315354,15,660800,0
1020,31054,15000,15000,0,0,0,0,0,315354,15,31039,15,33,33,63,1069,2,0,1007,33,33,33,31,31,0,1,15000,15,15,15,0,63,0,63,15000,15,15000,15,315354,15,667224,0
1030,31427,15000,15000,0,0,0,0,0,315354,15,31412,15,33,33,63,1442,2,0,1007,33,33,33,31,31,12,1,15000,15,15,15,0,63,0,63,15000,15,15000,15,315354,15,675430,0
1040,31792,15000,15000,0,0,0,0,0,315354,15,31777,15,33,33,63,1807,2,0,1007,33,33,33,31,31,21,1,15000,15,15,15,0,63,0,63,15000,15,15000,15,315354,15,683460,0
1050,31982,15000,15000,0,0,0,0,0,315354,15,31967,15,33,33,64,998,1,1000,815,33,33,33,32,32,32,1,15000,15,15,15,0,64,0,64,15000,15,15000,15,315354,15,687662,0
1061,32350,15000,15000,0,0,0,0,0,315354,15,32335,15,34,34,65,1366,2,0,1059,34,34,34,32,32,8,1,15000,15,15,15,0,65,0,65,15000,15,15000,15,315354,15,695780,0
1070,32685,15000,15000,0,0,0,0,0,315354,15,32670,15,34,34,65,1701,2,0,1059,34,34,34,32,32,16,1,15000,15,15,15,0,65,0,65,15000,15,15000,15,315354,15,703172,0
1080,32873,15000,15000,0,0,0,0,0,315354,15,32858,15,34,34,66,890,1,1000,857,34,34,34,33,33,26,1,15000,15,15,15,0,66,0,66,15000,15,15000,15,315354,15,707286,0
1090,33244,15000,15000,0,0,0,0,0,315354,15,33229,15,35,35,67,1261,2,0,1037,35,35,35,33,33,6,1,15000,15,15,15,0,67,0,67,15000,15,15000,15,315354,15,715470,0
1101,33608,15000,15000,0,0,0,0,0,315354,15,33593,15,35,35,67,1625,2,0,1037,35,35,35,33,33,16,1,15000,15,15,15,0,67,0,67,15000,15,15000,15,315354,15,723456,0
1110,33887,15000,15000,0,0,0,0,0,315354,15,33872,15,35,35,68,905,1,1000,892,35,35,35,34,34,24,1,15000,15,15,15,0,68,0,68,15000,15,15000,15,315354,15,729616,0
1120,34132,15000,15000,0,0,0,0,0,315354,15,34117,15,36,36,69,1150,2,0,1016,36,36,36,34,34,2,1,15000,15,15,15,0,69,0,69,15000,15,15000,15,315354,15,735006,0
1130,34504,15000,15000,0,0,0,0,0,315354,15,34489,15,36,36,69,1522,2,0,1016,36,36,36,34,34,12,1,15000,15,15,15,0,69,0,69,15000,15,15000,15,315354,15,743190,0
1140,34704,15000,15000,0,0,0,0,0,315354,15,34689,15,36,36,70,723,1,1000,715,36,36,36,35,35,24,1,15000,15,15,15,0,70,0,70,15000,15,15000,15,315354,15,747612,0
1150,35025,15000,15000,0,0,0,0,0,315354,15,35010,15,36,36,70,1044,2,1000,715,36,37,36,35,35,32,1,15000,15,15,15,0,70,0,70,15000,15,15000,15,315354,15,754696,0
1160,35395,15000,15000,0,0,0,0,0,315354,15,35380,15,37,37,71,1414,2,0,1071,37,37,37,35,35,8,1,15000,15,15,15,0,71,0,71,15000,15,15000,15,315354,15,762814,0
1170,35762,15000,15000,0,0,0,0,0,315354,15,35747,15,37,37,71,1781,2,0,1071,37,37,37,35,35,18,1,15000,15,15,15,0,71,0,71,15000,15,15000,15,315354,15,770910,0
1180,35964,15000,15000,0,0,0,0,0,315354,15,35949,15,37,37,72,984,1,1000,941,37,37,37,36,36,28,1,15000,15,15,15,0,72,0,72,15000,15,15000,15,315354,15,775354,0
1190,36298,15000,15000,0,0,0,0,0,315354,15,36283,15,38,38,73,1318,2,0,1062,38,38,38,36,36,6,1,15000,15,15,15,0,73,0,73,15000,15,15000,15,315354,15,782702,0
1200,36669,15000,15000,0,0,0,0,0,315354,15,36654,15,38,38,73,1689,2,0,1062,38,38,38,36,36,16,1,15000,15,15,15,0,73,0,73,15000,15,15000,15,315354,15,790864,0
1210,36748,15000,15000,0,0,0,0,0,315354,15,36733,15,38,38,74,769,1,1000,719,38,38,38,37,37,26,1,15000,15,15,15,0,74,0,74,15000,15,15000,15,315354,15,792646,0
1220,37121,15000,15000,0,0,0,0,0,315354,15,37106,15,39,39,75,1142,2,0,1026,39,39,39,37,37,2,1,15000,15,15,15,0,75,0,75,15000,15,15000,15,315354,15,800830,0
1230,37456,15000,15000,0,0,0,0,0,315354,15,37441,15,39,39,75,1477,2,0,1026,39,39,39,37,37,12,1,15000,15,15,15,0,75,0,75,15000,15,15000,15,315354,15,808200,0
1240,37793,15000,15000,0,0,0,0,0,315354,15,37778,15,39,39,76,815,1,1000,808,39,39,39,38,38,22,1,15000,15,15,15,0,76,0,76,15000,15,15000,15,315354,15,815636,0
