elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50,topgun_or_prune_stamped_refs_total_a,topgun_or_prune_stamped_refs_total_b,topgun_or_prune_stamped_bytes_total_a,topgun_or_prune_stamped_bytes_total_b,topgun_or_prune_drained_refs_total_a,topgun_or_prune_drained_refs_total_b,topgun_or_prune_restored_refs_total_a,topgun_or_prune_restored_refs_total_b,topgun_or_prune_rebuild_cleared_refs_total_a,topgun_or_prune_rebuild_cleared_refs_total_b,topgun_or_prune_epochs_entered_total_a,topgun_or_prune_epochs_entered_total_b,topgun_or_prune_epochs_exited_total_a,topgun_or_prune_epochs_exited_total_b,topgun_or_prune_indexed_refs_a,topgun_or_prune_indexed_refs_b,o0_tear_class
21610,682682,35000,35000,0,0,0,0,0,754706,35,682647,35,685,685,1367,1329,2,0,1004,685,685,685,683,683,10,1,35000,35,35,35,10,1367,10,1367,35000,35,35000,35,754706,35,15554181,0,683000,683000,15546614,15546614,682000,682000,0,0,0,0,684,684,682,682,1330,1332,TORN-PERSISTENT
21620,683021,35000,35000,0,0,0,0,0,754706,35,682986,35,685,685,1367,1668,2,0,1004,685,685,685,683,683,20,1,35000,35,35,35,10,1367,10,1367,35000,35,35000,35,754706,35,15561978,0,683000,683000,15546614,15546614,682000,682000,0,0,0,0,684,684,682,682,1668,1668,CONSISTENT
21630,683210,35000,35000,0,0,0,0,0,754706,35,683175,35,685,685,1368,858,1,1000,681,685,685,685,684,684,30,1,35000,35,35,35,10,1368,10,1368,35000,35,35000,35,754706,35,15566348,0,683000,683000,15546614,15546614,683000,683000,0,0,0,0,684,684,683,683,858,858,CONSISTENT
21640,683591,35000,35000,0,0,0,0,0,754706,35,683556,35,686,686,1369,1239,2,0,1076,686,686,686,684,684,4,1,35000,35,35,35,10,1369,10,1369,35000,35,35000,35,754706,35,15575111,0,684000,684000,15569614,15569614,683000,683000,0,0,0,0,685,685,683,683,1242,1244,TORN-PERSISTENT
21650,683856,35000,35000,0,0,0,0,0,754706,35,683821,35,686,686,1370,505,1,1000,501,686,686,686,685,685,14,1,35000,35,35,35,10,1370,10,1370,35000,35,35000,35,754706,35,15581229,0,684000,684000,15569614,15569614,684000,684000,0,0,0,0,685,685,684,684,505,505,CONSISTENT
21660,684153,35000,35000,0,0,0,0,0,754706,35,684118,35,686,686,1370,802,1,1000,501,686,686,686,685,685,24,1,35000,35,35,35,10,1370,10,1370,35000,35,35000,35,754706,35,15588083,0,684000,684000,15569614,15569614,684000,684000,0,0,0,0,685,685,684,684,806,806,CONSISTENT
21670,684486,35000,35000,0,0,0,0,0,754706,35,684451,35,687,687,1371,1135,2,0,1001,687,687,687,685,685,2,1,35000,35,35,35,10,1371,10,1371,35000,35,35000,35,754706,35,15595742,0,685000,685000,15592614,15592614,684000,684000,0,0,0,0,686,686,684,684,1138,1139,TORN-PERSISTENT
21680,684845,35000,35000,0,0,0,0,0,754706,35,684810,35,687,687,1371,1494,2,0,1001,687,687,687,685,685,14,1,35000,35,35,35,10,1371,10,1371,35000,35,35000,35,754706,35,15603976,0,685000,685000,15592614,15592614,684000,684000,0,0,0,0,686,686,684,684,1497,1498,TORN-PERSISTENT
21690,685142,35000,35000,0,0,0,0,0,754706,35,685107,35,687,687,1372,792,1,1000,787,687,687,687,686,686,24,1,35000,35,35,35,10,1372,10,1372,35000,35,35000,35,754706,35,15610830,0,685000,685000,15592614,15592614,685000,685000,0,0,0,0,686,686,685,685,792,792,CONSISTENT
21700,685412,35000,35000,0,0,0,0,0,754706,35,685377,35,687,687,1372,1062,2,1000,787,687,688,687,686,686,32,1,35000,35,35,35,10,1372,10,1372,35000,35,35000,35,754706,35,15617040,0,686000,686000,15615614,15615614,685000,685000,0,0,0,0,687,687,685,685,1062,1062,CONSISTENT
21710,685783,35000,35000,0,0,0,0,0,754706,35,685748,35,688,688,1373,1433,2,0,1154,688,688,688,686,686,6,1,35000,35,35,35,10,1373,10,1373,35000,35,35000,35,754706,35,15625573,0,686000,686000,15615614,15615614,685000,685000,0,0,0,0,687,687,685,685,1434,1434,CONSISTENT
21720,685977,35000,35000,0,0,0,0,0,754706,35,685942,35,688,688,1374,628,1,1000,620,688,688,688,687,687,16,1,35000,35,35,35,10,1374,10,1374,35000,35,35000,35,754706,35,15630058,0,686000,686000,15615614,15615614,686000,686000,0,0,0,0,687,687,686,686,628,628,CONSISTENT
21730,686307,35000,35000,0,0,0,0,0,754706,35,686272,35,688,688,1374,958,1,1000,620,688,688,688,687,687,26,1,35000,35,35,35,10,1374,10,1374,35000,35,35000,35,754706,35,15637671,0,686000,686000,15615614,15615614,686000,686000,0,0,0,0,687,687,686,686,959,959,CONSISTENT
21740,686683,35000,35000,0,0,0,0,0,754706,35,686648,35,689,689,1375,1334,2,0,1065,689,689,689,687,687,6,1,35000,35,35,35,10,1375,10,1375,35000,35,35000,35,754706,35,15646296,0,687000,687000,15638614,15638614,686000,686000,0,0,0,0,688,688,686,686,1335,1336,TORN-PERSISTENT
21750,686982,35000,35000,0,0,0,0,0,754706,35,686947,35,689,689,1376,634,1,1000,624,689,689,689,688,688,16,1,35000,35,35,35,10,1376,10,1376,35000,35,35000,35,754706,35,15653196,0,687000,687000,15638614,15638614,687000,687000,0,0,0,0,688,688,687,687,634,634,CONSISTENT
21760,687249,35000,35000,0,0,0,0,0,754706,35,687214,35,689,689,1376,901,1,1000,624,689,689,689,688,688,26,1,35000,35,35,35,10,1376,10,1376,35000,35,35000,35,754706,35,15659337,0,687000,687000,15638614,15638614,687000,687000,0,0,0,0,688,688,687,687,901,901,CONSISTENT
21770,687582,35000,35000,0,0,0,0,0,754706,35,687547,35,690,690,1377,1234,2,0,1055,690,690,690,688,688,4,1,35000,35,35,35,10,1377,10,1377,35000,35,35000,35,754706,35,15666996,0,688000,688000,15661614,15661614,687000,687000,0,0,0,0,689,689,687,687,1235,1235,CONSISTENT
21780,687944,35000,35000,0,0,0,0,0,754706,35,687909,35,690,690,1377,1596,2,0,1055,690,690,690,688,688,14,1,35000,35,35,35,10,1377,10,1377,35000,35,35000,35,754706,35,15675345,0,688000,688000,15661614,15661614,687000,687000,0,0,0,0,689,689,687,687,1597,1597,CONSISTENT
21790,688137,35000,35000,0,0,0,0,0,754706,35,688102,35,690,690,1378,790,1,1000,721,690,690,690,689,689,24,1,35000,35,35,35,10,1378,10,1378,35000,35,35000,35,754706,35,15679784,0,688000,688000,15661614,15661614,688000,688000,0,0,0,0,689,689,688,688,793,793,CONSISTENT
21800,688509,35000,35000,0,0,0,0,0,754706,35,688474,35,691,691,1379,1162,2,0,1066,691,691,691,689,689,2,1,35000,35,35,35,10,1379,10,1379,35000,35,35000,35,754706,35,15688386,0,689000,689000,15684614,15684614,688000,688000,0,0,0,0,690,690,688,688,1164,1164,CONSISTENT
21810,688876,35000,35000,0,0,0,0,0,754706,35,688841,35,691,691,1379,1529,2,0,1066,691,691,691,689,689,12,1,35000,35,35,35,10,1379,10,1379,35000,35,35000,35,754706,35,15696781,0,689000,689000,15684614,15684614,688000,688000,0,0,0,0,690,690,688,688,1529,1529,CONSISTENT
21820,689028,35000,35000,0,0,0,0,0,754706,35,688993,35,691,691,1380,682,1,1000,535,691,691,691,690,690,22,1,35000,35,35,35,10,1380,10,1380,35000,35,35000,35,754706,35,15700300,0,689000,689000,15684614,15684614,689000,689000,0,0,0,0,690,690,689,689,682,682,CONSISTENT
21830,689391,35000,35000,0,0,0,0,0,754706,35,689356,35,692,692,1381,1045,2,0,1036,692,692,692,690,690,0,1,35000,35,35,35,10,1381,10,1381,35000,35,35000,35,754706,35,15708649,0,690000,690000,15707614,15707614,689000,689000,0,0,0,0,691,691,689,689,1049,1049,CONSISTENT
21840,689771,35000,35000,0,0,0,0,0,754706,35,689736,35,692,692,1381,1425,2,0,1036,692,692,692,690,690,10,1,35000,35,35,35,10,1381,10,1381,35000,35,35000,35,754706,35,15717389,0,690000,690000,15707614,15707614,689000,689000,0,0,0,0,691,691,689,689,1425,1425,CONSISTENT
21850,690136,35000,35000,0,0,0,0,0,754706,35,690101,35,692,692,1381,1790,2,0,1036,692,692,692,690,690,18,1,35000,35,35,35,10,1381,10,1381,35000,35,35000,35,754706,35,15725784,0,690000,690000,15707614,15707614,689000,689000,0,0,0,0,691,691,689,689,1790,1790,CONSISTENT
21860,690324,35000,35000,0,0,0,0,0,754706,35,690289,35,692,692,1382,979,1,1000,836,692,692,692,691,691,30,1,35000,35,35,35,10,1382,10,1382,35000,35,35000,35,754706,35,15730131,0,690000,690000,15707614,15707614,690000,690000,0,0,0,0,691,691,690,690,979,979,CONSISTENT
21870,690675,35000,35000,0,0,0,0,0,754706,35,690640,35,693,693,1383,1330,2,0,1035,693,693,693,691,691,8,1,35000,35,35,35,10,1383,10,1383,35000,35,35000,35,754706,35,15738204,0,691000,691000,15730614,15730614,690000,690000,0,0,0,0,692,692,690,690,1330,1330,CONSISTENT
21880,690996,35000,35000,0,0,0,0,0,754706,35,690961,35,693,693,1384,652,1,1000,649,693,693,693,692,692,17,1,35000,35,35,35,10,1384,10,1384,35000,35,35000,35,754706,35,15745610,0,691000,691000,15730614,15730614,691000,691000,0,0,0,0,692,692,691,691,652,652,CONSISTENT
21890,691186,35000,35000,0,0,0,0,0,754706,35,691151,35,693,693,1384,842,1,1000,649,693,693,693,692,692,26,1,35000,35,35,35,10,1384,10,1384,35000,35,35000,35,754706,35,15749980,0,691000,691000,15730614,15730614,691000,691000,0,0,0,0,692,692,691,691,842,842,CONSISTENT
21900,691562,35000,35000,0,0,0,0,0,754706,35,691527,35,694,694,1385,1218,2,0,1005,694,694,694,692,692,4,1,35000,35,35,35,10,1385,10,1385,35000,35,35000,35,754706,35,15758651,0,692000,692000,15753614,15753614,691000,691000,0,0,0,0,693,693,691,691,1219,1219,CONSISTENT
21910,691641,35000,35000,0,0,0,0,0,754706,35,691606,35,694,694,1386,298,1,1000,264,694,694,694,693,693,15,1,35000,35,35,35,10,1386,10,1386,35000,35,35000,35,754706,35,15760468,0,692000,692000,15753614,15753614,692000,692000,0,0,0,0,693,693,692,692,299,299,CONSISTENT
