elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes
25200,3421.141,759.590,286.770,1046.352,2893502
25260,3436.266,761.289,286.770,1048.082,2910453
25320,3535.672,763.535,286.770,1050.293,2943918
25380,3566.906,765.328,286.770,1052.086,2962341
25440,3576.266,767.062,286.785,1053.824,2980350
25500,3624.250,768.688,286.816,1055.523,2998888
25560,3628.141,770.781,286.832,1057.605,3029133
25620,3522.266,772.473,286.832,1059.305,3049764
25680,3589.953,774.398,286.832,1061.219,3067957
25740,3688.922,776.051,286.848,1062.906,3086196
25800,3716.844,778.129,286.848,1064.969,3116142
25860,3706.344,779.887,286.863,1066.766,3129344
25920,3767.375,781.852,286.863,1068.723,3156369
25980,3812.188,783.785,286.879,1070.641,3173849
26040,3900.141,785.504,286.957,1072.461,3192594
26100,3897.031,787.551,286.957,1074.492,3211132
26160,3901.734,789.516,286.957,1076.457,3241791
26220,3945.984,791.438,286.957,1078.387,3260927
26280,4012.172,793.289,286.973,1080.242,3278430
26340,4056.516,795.223,286.988,1082.195,3296692
26400,4096.797,796.793,286.988,1083.789,3315460
26460,4093.531,798.773,286.988,1085.711,3331031
26520,4093.766,800.898,286.988,1087.879,3365071
26580,4116.734,802.734,287.051,1089.777,3383011
26640,4112.750,804.379,287.066,1091.461,3401204
26700,4126.578,806.277,287.066,1093.371,3418730
26760,4153.062,808.352,287.113,1095.500,3444697
26820,4182.672,810.402,287.113,1097.508,3468410
26880,4006.766,812.195,287.113,1099.277,3486396
26940,4011.500,814.090,287.113,1101.141,3505509
27000,3964.156,815.738,303.145,1118.887,3524254
27060,3892.984,817.625,303.145,1120.738,3541136
27120,3862.297,819.633,303.145,1122.777,3573566
27180,3892.250,821.539,303.176,1124.699,3593093
27240,4013.266,823.055,303.176,1126.219,3610619
27300,4057.656,824.996,326.734,1151.734,3632124
27360,4050.656,827.230,334.734,1161.965,3660483
27420,4057.078,829.152,334.750,1163.859,3679228
27480,3862.109,830.789,334.750,1165.523,3696938
27540,3995.984,832.781,334.750,1167.496,3714671
27600,4059.656,834.473,350.750,1185.242,3732680
27660,4051.312,836.746,350.750,1187.461,3764121
27720,4085.047,838.469,350.750,1189.238,3782613
27780,4049.031,840.332,350.750,1191.086,3800507
27840,4079.578,842.027,366.766,1208.805,3819827
27901,4106.766,843.742,366.766,1210.543,3839423
27960,4174.047,846.008,366.766,1212.781,3869093
28020,4205.594,847.832,366.766,1214.574,3889908
28080,4296.375,849.477,382.766,1232.223,3907825
28140,4341.266,851.270,398.766,1250.059,3928709
28200,4061.984,853.480,398.766,1252.266,3956286
28260,4123.359,855.301,406.766,1262.055,3977906
28320,4037.172,857.223,406.781,1263.996,3996513
28380,4073.984,858.883,430.781,1289.676,4015971
28440,4076.547,860.676,430.781,1291.465,4036855
28500,4083.969,862.926,430.781,1293.754,4068066
28560,4133.750,864.684,434.781,1299.449,4084488
28620,4109.562,866.594,434.781,1301.387,4102819
28680,4081.156,868.180,446.781,1314.934,4121610
28740,4073.781,870.082,446.781,1316.867,4140493
28800,4123.375,872.293,446.781,1319.035,4172693
