elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes
0,0.031,0.000,0.000,0.000,
60,38.969,2.902,1.516,4.418,20577
120,51.719,2.766,2.520,5.285,19173
180,60.656,2.867,2.520,5.391,24045
240,74.578,2.520,4.527,7.043,12201
300,85.219,2.957,4.527,7.484,32613
360,94.906,2.781,4.527,7.309,26250
420,119.875,2.867,4.527,7.391,22659
480,145.531,3.113,8.543,11.656,35203
540,173.266,3.145,8.543,11.688,35832
600,209.906,3.094,8.543,11.633,37988
660,229.953,3.203,8.543,11.746,32884
720,257.109,3.438,8.543,11.984,29276
780,288.891,4.117,12.355,16.473,53388
840,314.266,3.875,12.355,16.234,29870
900,341.984,4.457,12.355,16.812,47492
960,382.750,4.691,24.199,28.895,43554
1020,390.406,5.438,24.199,29.633,43598
1080,390.859,6.012,24.199,30.211,44148
1140,395.141,6.516,24.199,30.715,45490
1200,401.922,7.414,24.199,31.613,67644
1260,403.297,7.996,24.199,32.195,66808
1320,403.953,8.855,24.199,33.055,65532
1380,405.922,9.684,24.199,33.883,65950
1440,414.297,10.551,24.199,34.754,66390
1500,417.484,11.453,24.199,35.652,89798
1560,422.250,12.285,24.199,36.484,88632
1620,422.578,12.820,24.199,37.023,89292
1680,426.219,13.883,24.199,38.078,88940
1740,432.375,14.801,24.199,39.000,90062
1800,435.953,15.656,24.199,39.855,93912
1860,444.594,17.066,25.168,42.242,112216
1920,451.062,18.039,25.902,43.941,112568
1980,456.844,19.012,25.902,44.910,114944
2040,476.344,20.027,25.902,45.926,115714
2100,522.484,21.066,25.902,46.969,117386
2160,578.672,22.324,25.902,48.227,139034
2220,621.078,23.352,25.902,49.262,138792
2280,675.109,24.422,25.902,50.324,139166
2340,730.766,25.496,25.902,51.395,139342
2400,781.422,26.531,25.902,52.434,140926
2460,837.625,27.922,25.902,53.820,158372
2520,890.359,29.094,25.902,55.004,163322
2580,945.406,30.359,25.902,56.254,163652
2640,1001.141,31.562,25.902,57.457,165016
2700,1058.188,32.598,25.902,58.504,164884
2760,1117.781,33.773,26.418,60.188,167480
2820,1179.500,35.469,26.418,61.887,189656
2880,1248.281,36.898,27.902,64.809,189942
2940,1311.594,38.215,30.918,69.133,190954
3000,1367.562,39.375,31.902,71.281,190580
3060,1422.156,40.613,31.902,72.516,187940
3120,1488.000,41.719,31.902,73.621,191878
3180,1539.688,43.457,31.902,75.359,211568
3240,1599.375,44.840,31.902,76.730,213504
3300,1671.016,46.176,31.902,78.078,213086
3360,1732.016,47.422,31.902,79.312,211370
3420,1806.562,48.660,31.902,80.559,210864
3480,1879.688,50.168,31.902,82.066,209654
3540,1956.531,51.551,33.402,84.953,208576
3600,2021.828,53.078,42.402,95.469,208070
3660,2108.188,54.621,48.562,103.184,204242
3720,2195.016,56.188,49.562,105.742,227628
3780,2272.641,57.832,51.078,108.910,226682
3840,2344.234,59.270,51.562,110.832,225560
3900,2403.750,60.617,51.562,112.172,223052
3960,2481.641,62.004,51.562,113.562,220500
4020,2550.844,63.629,51.562,115.191,219224
4080,2615.750,65.363,51.562,116.918,218190
4140,2717.031,66.961,51.562,118.520,232424
4200,2789.438,68.605,51.562,120.172,228552
4260,2871.578,70.449,51.562,122.012,239948
4320,2956.109,72.105,51.562,123.676,241070
4380,3041.672,73.914,51.562,125.469,239794
4441,3111.109,75.711,51.562,127.273,238672
4500,3187.938,77.480,51.562,129.043,237132
4560,3274.625,79.121,51.562,130.691,252972
4620,3347.516,80.848,51.562,132.418,249430
4680,3429.750,82.488,51.562,134.055,243754
4740,3506.828,84.273,51.562,135.840,233744
4800,3579.844,86.441,51.562,138.004,259368
4860,3652.328,87.953,51.562,139.520,255425
4920,3723.109,89.832,51.562,141.398,253999
4980,3800.281,91.574,51.562,143.141,253424
5040,3882.297,93.434,51.562,144.996,252734
5100,3959.656,95.074,51.562,146.641,250917
5160,4015.031,97.020,51.562,148.586,269570
5220,4091.016,98.684,51.562,150.246,257748
5280,4164.922,100.520,51.562,152.078,248548
5340,4221.578,102.215,51.562,153.781,248272
5400,4280.297,104.289,51.562,155.852,274653
5460,4344.391,105.797,51.562,157.367,259749
5520,4439.125,107.785,51.562,159.355,272652
5580,4531.844,109.637,51.562,161.188,272330
5640,4608.016,111.250,54.578,165.820,271686
5700,4687.250,113.098,59.562,172.660,271502
5760,4754.891,114.973,61.562,176.539,268972
5820,4839.953,116.746,63.562,180.297,269041
5880,4922.828,118.684,63.562,182.258,281139
5940,4993.344,120.355,63.562,183.902,266948
6000,5053.906,122.477,63.562,186.039,266879
6060,5123.359,124.414,63.562,187.988,278701
6120,5202.281,126.527,63.562,190.086,291098
6180,5281.984,128.484,63.562,192.047,291259
6240,5332.031,130.328,63.562,193.887,289649
6300,5342.766,132.172,63.562,195.734,290086
6360,5423.641,134.211,63.562,197.770,288108
6420,5477.234,136.012,63.562,199.574,288039
6480,5537.906,138.016,63.562,201.566,288476
6540,5608.859,139.746,63.562,203.293,287763
6600,5682.094,141.613,63.562,205.176,287418
6660,5752.406,143.559,63.562,207.117,284635
6720,5875.797,145.543,63.562,209.105,287924
6780,5959.594,147.586,63.562,211.148,296342
6840,5959.938,149.520,63.562,213.098,282864
6900,5960.422,151.422,63.562,214.992,295100
6960,5964.969,153.684,67.562,221.242,308785
7020,5982.453,155.645,71.547,227.203,308923
7080,5985.484,157.539,86.598,244.137,308256
7140,5997.906,159.480,98.598,258.070,307612
7200,6044.438,161.492,102.598,264.094,306669
7260,6089.188,163.273,102.598,265.871,303242
7320,6105.266,165.465,102.598,268.059,303518
7380,6109.672,167.094,102.598,269.699,302966
7440,6124.734,169.285,102.598,271.883,303357
7500,6128.344,171.156,102.598,273.754,303403
7560,6224.609,172.820,102.598,275.426,302782
7620,6283.750,174.973,102.598,277.578,300367
7680,6374.500,176.891,106.598,283.492,299861
7740,6453.219,179.262,106.598,285.852,298182
7800,6522.734,181.066,106.598,287.656,297423
7860,6560.531,182.977,106.598,289.586,299125
7920,6560.906,185.496,106.598,292.094,320653
7980,6561.438,187.332,106.598,293.934,311407
8040,6561.781,189.613,106.598,296.207,320101
8100,6562.156,191.488,106.598,298.090,317456
8160,6562.484,193.363,106.598,299.957,291351
8220,6571.031,195.715,106.598,302.301,317640
8280,6640.672,197.609,106.598,304.203,312212
8340,6709.594,199.781,106.598,306.383,318031
8400,6732.766,201.672,106.598,308.273,317364
8460,6733.906,203.871,106.598,310.473,314282
8520,6734.250,205.750,106.598,312.344,312695
8580,6734.859,207.836,106.598,314.422,312833
8640,6735.250,209.891,106.598,316.488,312396
8700,6743.469,212.070,106.598,318.656,314742
8760,6743.984,213.836,106.598,320.430,311545
8820,6744.375,216.164,108.598,324.762,311361
8880,6744.750,218.035,110.598,328.637,310648
8940,6745.250,219.980,110.598,330.566,310602
9000,6749.688,222.133,110.598,332.723,310050
9060,6750.375,223.930,110.598,334.500,307520
9120,6754.781,226.508,110.598,337.098,334545
9180,6763.297,228.109,110.598,338.723,313224
9240,6771.422,230.566,110.598,341.156,333878
9300,6772.109,232.246,110.598,342.836,315869
9360,6772.484,234.598,110.598,345.203,331072
9420,6772.844,236.621,110.598,347.215,332107
9480,6773.219,238.723,110.598,349.320,332176
9540,6777.578,240.711,110.598,351.312,331578
9600,6778.000,242.922,110.598,353.516,330957
9660,6793.625,244.770,110.598,355.348,327530
9720,6794.469,246.871,110.598,357.484,327438
9780,6794.828,248.938,110.598,359.516,327047
9840,6795.219,251.004,110.598,361.598,327438
9900,6795.578,252.938,110.598,363.539,326886
9960,6803.984,254.863,110.598,365.457,323873
10020,6804.391,257.059,110.598,367.648,324034
10080,6804.953,259.176,110.598,369.770,328243
10140,6805.359,260.820,110.598,371.395,329278
10200,6805.750,263.078,110.598,373.656,329416
10260,6806.562,265.066,110.598,375.660,337167
10320,6807.000,267.090,110.598,377.680,326794
10380,6823.297,269.387,110.598,379.992,350990
