elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50,topgun_or_prune_stamped_refs_total_a,topgun_or_prune_stamped_refs_total_b,topgun_or_prune_stamped_bytes_total_a,topgun_or_prune_stamped_bytes_total_b,topgun_or_prune_drained_refs_total_a,topgun_or_prune_drained_refs_total_b,topgun_or_prune_restored_refs_total_a,topgun_or_prune_restored_refs_total_b,topgun_or_prune_rebuild_cleared_refs_total_a,topgun_or_prune_rebuild_cleared_refs_total_b,topgun_or_prune_epochs_entered_total_a,topgun_or_prune_epochs_entered_total_b,topgun_or_prune_epochs_exited_total_a,topgun_or_prune_epochs_exited_total_b,topgun_or_prune_indexed_refs_a,topgun_or_prune_indexed_refs_b,o0_tear_class
14410,457174,35000,35000,0,0,0,0,0,754706,35,457139,35,459,459,916,596,1,1000,586,459,459,459,458,458,19,1,35000,35,35,35,10,916,10,916,35000,35,35000,35,754706,35,10362322,0,457000,457000,10348614,10348614,457000,457000,0,0,0,0,458,458,457,457,596,596,CONSISTENT
14420,457490,35000,35000,0,0,0,0,0,754706,35,457455,35,459,459,916,912,1,1000,586,459,459,459,458,458,29,1,35000,35,35,35,10,916,10,916,35000,35,35000,35,754706,35,10369590,0,457000,457000,10348614,10348614,457000,457000,0,0,0,0,458,458,457,457,913,913,CONSISTENT
14430,457885,35000,35000,0,0,0,0,0,754706,35,457850,35,460,460,917,1307,2,0,1039,460,460,460,458,458,6,1,35000,35,35,35,10,917,10,917,35000,35,35000,35,754706,35,10378675,0,458000,458000,10371614,10371614,457000,457000,0,0,0,0,459,459,457,457,1309,1309,CONSISTENT
14440,458058,35000,35000,0,0,0,0,0,754706,35,458023,35,460,460,918,481,1,1000,473,460,460,460,459,459,16,1,35000,35,35,35,10,918,10,918,35000,35,35000,35,754706,35,10382677,0,458000,458000,10371614,10371614,458000,458000,0,0,0,0,459,459,458,458,481,481,CONSISTENT
14450,458435,35000,35000,0,0,0,0,0,754706,35,458400,35,460,460,918,858,1,1000,473,460,460,460,459,459,26,1,35000,35,35,35,10,918,10,918,35000,35,35000,35,754706,35,10391348,0,458000,458000,10371614,10371614,458000,458000,0,0,0,0,459,459,458,458,858,858,CONSISTENT
14460,458821,35000,35000,0,0,0,0,0,754706,35,458786,35,461,461,919,1244,2,0,1004,461,461,461,459,459,6,1,35000,35,35,35,10,919,10,919,35000,35,35000,35,754706,35,10400226,0,459000,459000,10394614,10394614,458000,458000,0,0,0,0,460,460,458,458,1244,1244,CONSISTENT
14470,459210,35000,35000,0,0,0,0,0,754706,35,459175,35,461,461,919,1633,2,0,1004,461,461,461,459,459,16,1,35000,35,35,35,10,919,10,919,35000,35,35000,35,754706,35,10409173,0,459000,459000,10394614,10394614,458000,458000,0,0,0,0,460,460,458,458,1634,1634,CONSISTENT
14480,459438,35000,35000,0,0,0,0,0,754706,35,459403,35,461,461,920,862,1,1000,860,461,461,461,460,460,26,1,35000,35,35,35,10,920,10,920,35000,35,35000,35,754706,35,10414440,0,459000,459000,10394614,10394614,459000,459000,0,0,0,0,460,460,459,459,862,862,CONSISTENT
14490,459750,35000,35000,0,0,0,0,0,754706,35,459715,35,462,462,921,1174,2,0,1034,462,462,462,460,460,2,1,35000,35,35,35,10,921,10,921,35000,35,35000,35,754706,35,10421616,0,460000,460000,10417614,10417614,459000,459000,0,0,0,0,461,461,459,459,1175,1176,TORN-PERSISTENT
14500,460131,35000,35000,0,0,0,0,0,754706,35,460096,35,462,462,921,1555,2,0,1034,462,462,462,460,460,12,1,35000,35,35,35,10,921,10,921,35000,35,35000,35,754706,35,10430402,0,460000,460000,10417614,10417614,459000,459000,0,0,0,0,461,461,459,459,1558,1559,TORN-PERSISTENT
