elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb,alloc_live_bytes,alloc_live_mb,alloc_probe_elapsed_s,alloc_probe_seq
0,0.031,0.000,0.000,0.000,,0.078,0.094,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,
60,43.266,2.379,1.516,3.895,23160,35.844,35.844,0.000,0.000,13,3,3,0,3,1,0,0,0,0,1,0,0,0,1000,0,0,19820,0,167,3340,1167,0,0,0,0,0,0,0,19820,7.297,,,,
121,53.500,2.250,1.516,3.770,23853,43.641,47.938,2.172,0.000,26,4,4,2,2,1,0,0,0,0,1,0,0,0,1000,0,0,20535,0,157,3297,1158,1000,1000,0,0,19820,1000,19820,40355,7.469,,,,
180,57.719,2.375,2.020,4.391,21798,43.469,47.938,6.531,0.000,39,5,5,3,2,1,0,0,0,0,1,0,0,0,1000,0,0,21000,0,37,777,1038,2000,2000,0,0,40355,2000,40355,61355,7.469,,,,
240,64.719,2.309,3.527,5.836,16737,49.235,49.235,7.766,0.000,51,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,796,16716,796,3000,3000,0,0,61355,3000,61355,61355,7.469,,,,
300,69.531,2.328,3.527,5.855,18165,50.454,50.454,11.359,0.000,64,6,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,562,11802,563,3000,3000,0,0,61355,4000,82355,82355,7.469,,,,
