elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
2640,5086.859,3.312,32.637,35.953,37246,1576.801,1659.910,3510.641,3.922,573,97,97,95,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,693,15246,1693,94000,94000,0,0,2051704,94000,2051704,2073704,6.516
2700,5253.719,3.352,32.637,35.988,21340,1638.676,1706.895,3614.797,3.922,586,99,99,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,970,21340,970,97000,97000,0,0,2117704,97000,2117704,2117704,6.516
2760,5360.578,3.301,32.637,35.938,37004,1745.973,1745.973,3614.797,3.922,599,102,102,100,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,158,3476,1158,98000,98000,0,0,2139704,99000,2161704,2183704,6.516
2820,5334.484,3.520,32.637,36.156,32516,1809.004,1809.004,3526.188,3.938,612,104,104,102,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,477,10494,1477,101000,101000,0,0,2205704,101000,2205704,2227704,6.516
2880,5409.469,3.477,32.637,36.121,37774,1790.426,1942.692,3619.047,3.938,624,106,106,104,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,717,15774,1717,103000,103000,0,0,2249704,103000,2249704,2271704,6.516
2940,5492.922,3.527,32.637,36.164,31042,1772.645,1942.692,3720.391,3.938,637,108,108,107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,999,21978,999,105000,105000,0,0,2293704,106000,2315704,2315704,6.516
3000,5648.391,3.484,34.516,38.000,28292,1928.020,1942.692,3720.391,3.938,650,111,111,109,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,286,6292,1286,108000,108000,0,0,2359704,108000,2359704,2381704,6.516
3060,5761.797,3.449,46.516,49.965,33176,1829.161,1942.692,3933.391,3.938,663,113,113,111,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,508,11176,1508,110000,110000,0,0,2403704,110000,2403704,2425704,6.516
3120,5871.922,3.355,64.762,68.109,22550,1938.661,1942.692,3933.391,3.938,676,115,115,114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,855,18810,855,112000,112000,0,0,2447704,113000,2469704,2469704,6.516
3180,5823.000,3.430,64.762,68.191,26334,2250.786,2250.786,3572.422,3.953,689,118,118,116,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,197,4334,1197,115000,115000,0,0,2513704,115000,2513704,2535704,6.516
3240,5362.312,3.316,64.762,68.082,32934,2499.114,2499.114,2864.281,4.703,702,120,120,118,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,497,10934,1497,117000,117000,0,0,2557704,117000,2557704,2579704,6.516
3300,5318.578,3.371,64.762,68.133,39490,2162.708,2539.099,3156.984,4.750,715,122,122,120,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,795,17490,1795,119000,119000,0,0,2601704,119000,2601704,2623704,6.516
3360,5456.562,3.348,64.762,68.117,20086,2301.911,2539.099,3156.984,4.750,728,124,124,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,853,18766,853,121000,121000,0,0,2645704,122000,2667704,2667704,6.516
3420,5645.953,3.488,64.762,68.242,24002,2304.271,2539.099,3342.906,4.750,741,127,127,125,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,89,1958,1089,124000,124000,0,0,2711704,124000,2711704,2733704,6.516
3480,5820.203,3.410,64.762,68.172,30294,2292.005,2539.099,3530.047,4.750,754,129,129,127,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,377,8294,1377,126000,126000,0,0,2755704,126000,2755704,2777704,6.516
3540,5979.812,3.398,64.762,68.164,35794,2452.615,2539.099,3530.047,4.750,767,131,131,129,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,627,13794,1627,128000,128000,0,0,2799704,128000,2799704,2821704,6.516
3600,6023.141,3.238,64.762,68.000,38632,2558.474,2558.474,3466.062,4.812,780,133,133,131,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,756,16632,1756,130000,130000,0,0,2843704,130000,2843704,2865704,6.516
3660,5939.453,3.430,64.762,68.191,40524,2418.958,2570.365,3505.219,5.281,793,135,135,133,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,841,18502,1841,132000,132000,0,0,2887704,132000,2887704,2909704,6.516
