elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
1860,2883.906,3.309,32.637,35.938,22880,1055.659,1082.080,1822.984,0.000,404,68,67,66,2,1,1,1,1,0,0,1,0,0,0,1000,0,22000,0,40,880,1040,65000,65000,0,0,1413704,65000,1413704,1435704,6.516
1920,3054.000,3.430,32.637,36.066,26862,1085.706,1214.003,1963.859,0.000,417,70,70,68,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,221,4862,1221,67000,67000,0,0,1457704,67000,1457704,1479704,6.516
1980,3237.531,3.191,32.637,35.828,33550,1036.940,1214.003,2195.922,0.000,430,72,72,70,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,524,11528,1524,69000,69000,0,0,1501704,69000,1501704,1523704,6.516
2040,3398.766,3.242,32.637,35.879,38808,1109.440,1214.003,2284.562,0.000,443,74,74,72,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,764,16808,1764,71000,71000,0,0,1545704,71000,1545704,1567704,6.516
2100,3592.312,3.211,32.637,35.852,32120,1199.769,1214.003,2387.797,0.000,456,77,76,75,2,1,1,1,1,0,0,1,0,0,0,1000,0,22000,0,68,1496,1068,73000,73000,0,0,1589704,74000,1611704,1633704,6.516
2160,3787.953,3.223,32.637,35.859,29502,1179.706,1299.159,2604.047,0.000,469,79,79,77,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,341,7502,1341,76000,76000,0,0,1655704,76000,1655704,1677704,6.516
2220,3996.047,3.332,32.637,35.965,35992,1388.441,1388.441,2604.047,0.000,482,81,81,79,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,636,13992,1636,78000,78000,0,0,1699704,78000,1699704,1721704,6.516
2280,4000.172,3.262,32.637,35.902,41822,1363.144,1449.878,2637.531,3.938,495,83,83,81,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,901,19822,1901,80000,80000,0,0,1743704,80000,1743704,1765704,6.516
2340,4224.578,3.352,32.637,35.980,27676,1462.300,1492.925,2761.969,3.938,508,86,86,84,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,258,5676,1258,83000,83000,0,0,1809704,83000,1809704,1831704,6.516
2400,4448.453,3.336,32.637,35.973,35134,1540.222,1540.222,2908.500,3.938,521,88,88,86,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,596,13112,1596,85000,85000,0,0,1853704,85000,1853704,1875704,6.516
2460,4628.453,3.234,32.637,35.867,40194,1577.144,1577.144,3051.438,3.938,534,90,90,88,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,827,18194,1827,87000,87000,0,0,1897704,87000,1897704,1919704,6.516
2520,4830.031,3.332,32.637,35.969,25146,1620.988,1620.988,3209.203,3.938,547,93,93,91,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,143,3146,1143,90000,90000,0,0,1963704,90000,1963704,1985704,6.516
2580,4968.391,3.480,32.637,36.121,31526,1596.363,1659.910,3372.234,3.922,560,95,95,93,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,433,9526,1433,92000,92000,0,0,2007704,92000,2007704,2029704,6.516
