elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes
0,3.031,0.000,0.000,0.000,
61,41.250,2.918,1.516,4.438,39859
120,52.750,2.891,2.520,5.406,22869
180,63.297,2.930,2.520,5.449,21840
240,79.312,2.914,4.527,7.441,21210
300,89.844,3.008,4.527,7.535,31311
360,102.047,3.062,4.527,7.590,17934
420,112.562,3.113,4.527,7.637,40509
480,127.109,3.098,8.543,11.637,29032
540,142.531,2.957,8.543,11.500,37180
600,146.891,3.113,8.543,11.656,34672
660,181.891,2.953,8.543,11.496,31592
720,211.078,3.145,8.543,11.684,31900
780,211.875,3.223,8.543,11.762,29150
840,244.797,3.359,8.543,11.902,27082
900,262.828,3.355,16.574,19.930,26334
960,311.016,3.555,16.574,20.129,47674
1020,359.609,3.359,16.574,19.930,22154
1080,398.812,3.539,16.574,20.113,20878
1140,454.969,3.629,16.574,20.203,21120
1200,521.375,3.691,16.574,20.270,38676
1260,603.391,4.129,16.574,20.699,45804
1320,648.453,4.129,16.574,20.707,35860
1380,693.016,4.500,16.574,21.066,42834
1440,738.859,5.020,16.574,21.594,41536
1500,776.562,5.430,16.574,22.004,39974
1560,819.359,5.660,16.574,22.250,36740
1620,874.141,6.195,16.574,22.766,35728
1680,927.000,6.711,16.574,23.285,35794
1740,978.828,7.316,32.637,39.957,44088
1800,1061.984,8.074,32.637,40.711,57970
