elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
7440,8766.812,3.211,105.027,108.238,43263,5064.400,5299.728,3710.812,9.141,1611,270,270,268,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,881,20263,1881,267000,267000,0,0,5978358,267000,5978358,6001358,6.516
7501,8823.516,3.266,105.027,108.293,22977,5193.525,5299.728,3638.422,9.141,1624,272,272,271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,999,22977,999,270000,270000,0,0,6047358,270000,6047358,6047358,6.516
7560,8741.422,3.160,105.027,108.188,45402,5241.884,5299.728,3508.078,9.234,1637,274,274,272,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,974,22402,1974,271000,271000,0,0,6070358,271000,6070358,6093358,6.516
7620,8724.906,3.137,105.027,108.160,46713,5270.197,5299.728,3463.406,9.375,1650,277,277,275,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,62,1426,1062,273000,273000,0,0,6116358,274000,6139358,6162358,6.516
7680,8746.406,3.359,105.027,108.387,28037,5291.697,5299.728,3463.406,9.375,1663,279,279,277,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,219,5037,1219,276000,276000,0,0,6185358,276000,6185358,6208358,6.516
7740,8781.906,3.477,105.027,108.504,30843,5327.212,5327.212,3463.406,9.359,1676,281,281,279,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,341,7843,1341,278000,278000,0,0,6231358,278000,6231358,6254358,6.516
7800,8816.250,3.316,105.027,108.348,34385,5029.306,5327.228,3795.656,9.359,1689,283,283,281,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,495,11385,1495,280000,280000,0,0,6277358,280000,6277358,6300358,6.516
7860,8787.453,3.492,105.027,108.539,35811,5045.791,5327.228,3750.438,9.406,1702,285,285,283,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,557,12811,1557,282000,282000,0,0,6323358,282000,6323358,6346358,6.516
7920,8716.953,3.301,105.027,108.324,33304,5055.509,5327.228,3670.234,9.406,1715,287,287,286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,694,15962,694,284000,284000,0,0,6369358,285000,6392358,6392358,6.516
7980,8717.219,3.180,105.027,108.203,42274,5055.728,5327.228,3670.234,9.375,1728,289,289,287,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,838,19274,1838,286000,286000,0,0,6415358,286000,6415358,6438358,6.516
8040,8670.359,3.168,105.027,108.199,45448,5056.838,5327.228,3622.312,9.406,1741,291,291,289,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,975,22425,1975,288000,288000,0,0,6461358,288000,6461358,6484358,6.516
8100,8594.625,3.309,105.027,108.344,30682,5063.619,5327.228,3539.766,9.375,1754,294,294,292,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,62,1426,1062,290000,290000,0,0,6507358,291000,6530358,6553358,6.516
8160,8570.484,3.418,105.027,108.441,24173,5114.072,5327.228,3465.359,9.578,1767,296,296,294,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,51,1173,1051,293000,293000,0,0,6576358,293000,6576358,6599358,6.516
8220,8546.891,3.246,105.027,108.273,40779,5153.088,5327.228,3402.969,9.531,1780,298,298,296,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,173,3979,1173,294000,294000,0,0,6599358,295000,6622358,6645358,6.516
8280,8494.438,3.441,105.027,108.469,30682,5249.259,5327.228,3254.047,9.500,1793,300,300,298,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,334,7682,1334,297000,297000,0,0,6668358,297000,6668358,6691358,6.516
8340,8489.016,3.371,105.027,108.395,33189,5325.384,5327.228,3171.703,8.703,1806,302,302,300,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,442,10166,1442,299000,299000,0,0,6714358,299000,6714358,6737358,6.516
8400,8225.406,3.250,105.027,108.277,36409,5193.009,5437.025,3040.203,8.422,1819,304,304,302,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,583,13409,1583,301000,301000,0,0,6760358,301000,6760358,6783358,6.516
8460,8287.625,3.199,105.027,108.230,37651,5254.134,5437.025,3040.203,7.312,1832,306,306,304,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,637,14651,1637,303000,303000,0,0,6806358,303000,6806358,6829358,6.516
8520,8293.359,3.270,105.027,108.297,33143,5320.838,5437.025,2979.875,7.328,1845,308,308,307,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,803,18469,803,305000,305000,0,0,6852358,306000,6875358,6875358,6.516
8580,8327.031,3.383,105.027,108.406,21942,5353.556,5437.025,2979.875,7.000,1857,310,310,309,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,953,21919,953,308000,308000,0,0,6921358,308000,6921358,6921358,6.516
8640,8308.781,3.230,105.027,108.258,45425,5058.525,5437.025,3255.953,6.312,1871,313,313,311,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,124,2852,1124,309000,309000,0,0,6944358,310000,6967358,6990358,6.516
8700,8327.328,3.352,105.027,108.379,28382,5076.884,5437.025,3255.953,6.125,1883,315,315,313,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,234,5382,1234,312000,312000,0,0,7013358,312000,7013358,7036358,6.516
8760,8194.328,3.375,105.027,108.402,29785,5105.134,5437.025,3094.703,6.125,1896,317,317,315,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,295,6785,1295,314000,314000,0,0,7059358,314000,7059358,7082358,6.516
8820,8213.172,3.449,105.027,108.473,33396,5123.994,5437.025,3094.703,6.125,1910,319,319,317,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,452,10396,1452,316000,316000,0,0,7105358,316000,7105358,7128358,6.516
8880,8229.734,3.312,105.027,108.336,36340,5145.650,5437.025,3089.562,6.094,1922,321,321,319,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,580,13340,1580,318000,318000,0,0,7151358,318000,7151358,7174358,6.516
8940,8259.922,3.262,105.027,108.289,40158,5175.822,5437.025,3089.562,6.062,1935,323,323,321,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,746,17158,1746,320000,320000,0,0,7197358,320000,7197358,7220358,6.516
9000,8253.000,3.234,105.027,108.262,43240,5201.931,5437.025,3056.516,6.062,1948,325,325,323,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,880,20240,1880,322000,322000,0,0,7243358,322000,7243358,7266358,6.516
9060,8278.938,3.273,105.027,108.301,22310,5227.884,5437.025,3056.516,6.062,1961,327,327,326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,970,22310,970,325000,325000,0,0,7312358,325000,7312358,7312358,6.516
9120,8271.203,3.414,105.027,108.438,25093,5261.525,5437.025,3015.109,6.031,1974,330,330,328,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,89,2047,1089,327000,327000,0,0,7358358,327000,7358358,7381358,6.516
9180,8289.141,3.258,105.027,108.285,30245,5279.431,5437.025,3015.109,6.000,1987,332,332,330,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,271,6233,1271,328000,328000,0,0,7381358,329000,7404358,7427358,6.516
9240,8263.422,3.500,105.027,108.523,32568,5306.056,5437.025,2962.766,6.000,2000,334,334,332,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,416,9568,1416,331000,331000,0,0,7450358,331000,7450358,7473358,6.516
