elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50,topgun_or_prune_stamped_refs_total_a,topgun_or_prune_stamped_refs_total_b,topgun_or_prune_stamped_bytes_total_a,topgun_or_prune_stamped_bytes_total_b,topgun_or_prune_drained_refs_total_a,topgun_or_prune_drained_refs_total_b,topgun_or_prune_restored_refs_total_a,topgun_or_prune_restored_refs_total_b,topgun_or_prune_rebuild_cleared_refs_total_a,topgun_or_prune_rebuild_cleared_refs_total_b,topgun_or_prune_epochs_entered_total_a,topgun_or_prune_epochs_entered_total_b,topgun_or_prune_epochs_exited_total_a,topgun_or_prune_epochs_exited_total_b,topgun_or_prune_indexed_refs_a,topgun_or_prune_indexed_refs_b,o0_tear_class
18010,565522,99000,99000,0,0,0,0,0,2219715,99,565423,99,567,567,1132,988,1,1000,743,567,567,567,566,566,36,1,99000,99,99,99,5,1132,5,1132,99000,99,99000,99,2219715,99,12855329,0,565000,565000,12832605,12832605,565000,565000,0,0,0,0,566,566,565,565,989,991,TORN-PERSISTENT
18020,565890,99000,99000,0,0,0,0,0,2219715,99,565791,99,568,568,1133,1356,2,0,1021,568,568,568,566,566,8,1,99000,99,99,99,5,1133,5,1133,99000,99,99000,99,2219715,99,12863793,0,566000,566000,12855605,12855605,565000,565000,0,0,0,0,567,567,565,565,1357,1357,CONSISTENT
18030,566212,99000,99000,0,0,0,0,0,2219715,99,566113,99,568,568,1133,1678,2,0,1021,568,568,568,566,566,18,1,99000,99,99,99,5,1133,5,1133,99000,99,99000,99,2219715,99,12871222,0,566000,566000,12855605,12855605,565000,565000,0,0,0,0,567,567,565,565,1681,1682,TORN-PERSISTENT
18040,566390,99000,99000,0,0,0,0,0,2219715,99,566291,99,568,568,1134,857,1,1000,748,568,568,568,567,567,28,1,99000,99,99,99,5,1134,5,1134,99000,99,99000,99,2219715,99,12875339,0,566000,566000,12855605,12855605,566000,566000,0,0,0,0,567,567,566,566,860,860,CONSISTENT
18050,566723,99000,99000,0,0,0,0,0,2219715,99,566624,99,569,569,1135,1190,2,0,1037,569,569,569,567,567,4,1,99000,99,99,99,5,1135,5,1135,99000,99,99000,99,2219715,99,12882998,0,567000,567000,12878605,12878605,566000,566000,0,0,0,0,568,568,566,566,1192,1192,CONSISTENT
18060,567054,99000,99000,0,0,0,0,0,2219715,99,566955,99,569,569,1135,1521,2,0,1037,569,569,569,567,567,14,1,99000,99,99,99,5,1135,5,1135,99000,99,99000,99,2219715,99,12890611,0,567000,567000,12878605,12878605,566000,566000,0,0,0,0,568,568,566,566,1525,1525,CONSISTENT
18070,567208,99000,99000,0,0,0,0,0,2219715,99,567109,99,569,569,1136,676,1,1000,614,569,569,569,568,568,22,1,99000,99,99,99,5,1136,5,1136,99000,99,99000,99,2219715,99,12894153,0,567000,567000,12878605,12878605,567000,567000,0,0,0,0,568,568,567,567,678,678,CONSISTENT
18080,567544,99000,99000,0,0,0,0,0,2219715,99,567445,99,569,569,1136,1012,2,1000,614,569,570,569,568,568,32,1,99000,99,99,99,5,1136,5,1136,99000,99,99000,99,2219715,99,12901881,0,568000,568000,12901605,12901605,567000,567000,0,0,0,0,569,569,567,567,1012,1012,CONSISTENT
18090,567894,99000,99000,0,0,0,0,0,2219715,99,567795,99,570,570,1137,1362,2,0,1018,570,570,570,568,568,8,1,99000,99,99,99,5,1137,5,1137,99000,99,99000,99,2219715,99,12909977,0,568000,568000,12901605,12901605,567000,567000,0,0,0,0,569,569,567,567,1364,1364,CONSISTENT
18100,568111,99000,99000,0,0,0,0,0,2219715,99,568012,99,570,570,1138,580,1,1000,574,570,570,570,569,569,20,1,99000,99,99,99,5,1138,5,1138,99000,99,99000,99,2219715,99,12914945,0,568000,568000,12901605,12901605,568000,568000,0,0,0,0,569,569,568,568,580,580,CONSISTENT
