elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50,topgun_or_prune_stamped_refs_total_a,topgun_or_prune_stamped_refs_total_b,topgun_or_prune_stamped_bytes_total_a,topgun_or_prune_stamped_bytes_total_b,topgun_or_prune_drained_refs_total_a,topgun_or_prune_drained_refs_total_b,topgun_or_prune_restored_refs_total_a,topgun_or_prune_restored_refs_total_b,topgun_or_prune_rebuild_cleared_refs_total_a,topgun_or_prune_rebuild_cleared_refs_total_b,topgun_or_prune_epochs_entered_total_a,topgun_or_prune_epochs_entered_total_b,topgun_or_prune_epochs_exited_total_a,topgun_or_prune_epochs_exited_total_b,topgun_or_prune_indexed_refs_a,topgun_or_prune_indexed_refs_b,o0_tear_class
25210,791117,35000,35000,0,0,0,0,0,754706,35,791082,35,793,793,1584,874,1,1000,633,793,793,793,792,792,27,1,35000,35,35,35,10,1584,10,1584,35000,35,35000,35,754706,35,18050716,0,791000,791000,18030614,18030614,791000,791000,0,0,0,0,792,792,791,791,874,874,CONSISTENT
25220,791474,35000,35000,0,0,0,0,0,754706,35,791439,35,794,794,1585,1230,2,0,1025,794,794,794,792,792,4,1,35000,35,35,35,10,1585,10,1585,35000,35,35000,35,754706,35,18058904,0,792000,792000,18053614,18053614,791000,791000,0,0,0,0,793,793,791,791,1230,1230,CONSISTENT
25230,791825,35000,35000,0,0,0,0,0,754706,35,791790,35,794,794,1585,1581,2,0,1025,794,794,794,792,792,14,1,35000,35,35,35,10,1585,10,1585,35000,35,35000,35,754706,35,18066977,0,792000,792000,18053614,18053614,791000,791000,0,0,0,0,793,793,791,791,1581,1581,CONSISTENT
25240,792052,35000,35000,0,0,0,0,0,754706,35,792017,35,794,794,1586,809,1,1000,802,794,794,794,793,793,26,1,35000,35,35,35,10,1586,10,1586,35000,35,35000,35,754706,35,18072221,0,792000,792000,18053614,18053614,792000,792000,0,0,0,0,793,793,792,792,809,809,CONSISTENT
25250,792376,35000,35000,0,0,0,0,0,754706,35,792341,35,795,795,1587,1133,2,0,1052,795,795,795,793,793,2,1,35000,35,35,35,10,1587,10,1587,35000,35,35000,35,754706,35,18079673,0,793000,793000,18076614,18076614,792000,792000,0,0,0,0,794,794,792,792,1133,1133,CONSISTENT
25260,792705,35000,35000,0,0,0,0,0,754706,35,792670,35,795,795,1587,1462,2,0,1052,795,795,795,793,793,10,1,35000,35,35,35,10,1587,10,1587,35000,35,35000,35,754706,35,18087263,0,793000,793000,18076614,18076614,792000,792000,0,0,0,0,794,794,792,792,1463,1463,CONSISTENT
25270,792892,35000,35000,0,0,0,0,0,754706,35,792857,35,795,795,1588,650,1,1000,636,795,795,795,794,794,20,1,35000,35,35,35,10,1588,10,1588,35000,35,35000,35,754706,35,18091564,0,793000,793000,18076614,18076614,793000,793000,0,0,0,0,794,794,793,793,653,654,TORN-PERSISTENT
25280,793254,35000,35000,0,0,0,0,0,754706,35,793219,35,795,795,1588,1012,2,1000,636,795,796,795,794,794,30,1,35000,35,35,35,10,1588,10,1588,35000,35,35000,35,754706,35,18099913,0,794000,794000,18099614,18099614,793000,793000,0,0,0,0,795,795,793,793,1013,1013,CONSISTENT
25290,793596,35000,35000,0,0,0,0,0,754706,35,793561,35,796,796,1589,1354,2,0,1046,796,796,796,794,794,8,1,35000,35,35,35,10,1589,10,1589,35000,35,35000,35,754706,35,18107779,0,794000,794000,18099614,18099614,793000,793000,0,0,0,0,795,795,793,793,1355,1355,CONSISTENT
25300,793771,35000,35000,0,0,0,0,0,754706,35,793736,35,796,796,1590,530,1,1000,431,796,796,796,795,795,18,1,35000,35,35,35,10,1590,10,1590,35000,35,35000,35,754706,35,18111827,0,794000,794000,18099614,18099614,794000,794000,0,0,0,0,795,795,794,794,531,531,CONSISTENT
25310,794086,35000,35000,0,0,0,0,0,754706,35,794051,35,796,796,1590,845,1,1000,431,796,796,796,795,795,28,1,35000,35,35,35,10,1590,10,1590,35000,35,35000,35,754706,35,18119049,0,794000,794000,18099614,18099614,794000,794000,0,0,0,0,795,795,794,794,845,845,CONSISTENT
25320,794455,35000,35000,0,0,0,0,0,754706,35,794420,35,797,797,1591,1214,2,0,1055,797,797,797,795,795,4,1,35000,35,35,35,10,1591,10,1591,35000,35,35000,35,754706,35,18127536,0,795000,795000,18122614,18122614,794000,794000,0,0,0,0,796,796,794,794,1215,1215,CONSISTENT
25330,794812,35000,35000,0,0,0,0,0,754706,35,794777,35,797,797,1591,1571,2,0,1055,797,797,797,795,795,14,1,35000,35,35,35,10,1591,10,1591,35000,35,35000,35,754706,35,18135793,0,795000,795000,18122614,18122614,794000,794000,0,0,0,0,796,796,794,794,1574,1574,CONSISTENT
25340,795024,35000,35000,0,0,0,0,0,754706,35,794989,35,797,797,1592,784,1,1000,650,797,797,797,796,796,24,1,35000,35,35,35,10,1592,10,1592,35000,35,35000,35,754706,35,18140669,0,795000,795000,18122614,18122614,795000,795000,0,0,0,0,796,796,795,795,787,788,TORN-PERSISTENT
25350,795376,35000,35000,0,0,0,0,0,754706,35,795341,35,798,798,1593,1136,2,0,1056,798,798,798,796,796,2,1,35000,35,35,35,10,1593,10,1593,35000,35,35000,35,754706,35,18148765,0,796000,796000,18145614,18145614,795000,795000,0,0,0,0,797,797,795,795,1137,1137,CONSISTENT
25360,795704,35000,35000,0,0,0,0,0,754706,35,795669,35,798,798,1593,1464,2,0,1056,798,798,798,796,796,10,1,35000,35,35,35,10,1593,10,1593,35000,35,35000,35,754706,35,18156286,0,796000,796000,18145614,18145614,795000,795000,0,0,0,0,797,797,795,795,1466,1467,TORN-PERSISTENT
25370,795889,35000,35000,0,0,0,0,0,754706,35,795854,35,798,798,1594,650,1,1000,516,798,798,798,797,797,20,1,35000,35,35,35,10,1594,10,1594,35000,35,35000,35,754706,35,18160564,0,796000,796000,18145614,18145614,796000,796000,0,0,0,0,797,797,796,796,651,651,CONSISTENT
25380,796253,35000,35000,0,0,0,0,0,754706,35,796218,35,798,798,1594,1014,2,1000,516,798,799,798,797,797,30,1,35000,35,35,35,10,1594,10,1594,35000,35,35000,35,754706,35,18168936,0,797000,797000,18168614,18168614,796000,796000,0,0,0,0,798,798,796,796,1017,1017,CONSISTENT
25390,796604,35000,35000,0,0,0,0,0,754706,35,796569,35,799,799,1595,1365,2,0,1023,799,799,799,797,797,8,1,35000,35,35,35,10,1595,10,1595,35000,35,35000,35,754706,35,18177009,0,797000,797000,18168614,18168614,796000,796000,0,0,0,0,798,798,796,796,1365,1365,CONSISTENT
25400,796964,35000,35000,0,0,0,0,0,754706,35,796929,35,799,799,1595,1725,2,0,1023,799,799,799,797,797,20,1,35000,35,35,35,10,1595,10,1595,35000,35,35000,35,754706,35,18185289,0,797000,797000,18168614,18168614,796000,796000,0,0,0,0,798,798,796,796,1727,1728,TORN-PERSISTENT
25410,797131,35000,35000,0,0,0,0,0,754706,35,797096,35,799,799,1596,893,1,1000,761,799,799,799,798,798,28,1,35000,35,35,35,10,1596,10,1596,35000,35,35000,35,754706,35,18189153,0,797000,797000,18168614,18168614,797000,797000,0,0,0,0,798,798,797,797,893,893,CONSISTENT
25420,797487,35000,35000,0,0,0,0,0,754706,35,797452,35,800,800,1597,1249,2,0,1087,800,800,800,798,798,4,1,35000,35,35,35,10,1597,10,1597,35000,35,35000,35,754706,35,18197341,0,798000,798000,18191614,18191614,797000,797000,0,0,0,0,799,799,797,797,1252,1252,CONSISTENT
25430,797824,35000,35000,0,0,0,0,0,754706,35,797789,35,800,800,1598,587,1,1000,579,800,800,800,799,799,14,1,35000,35,35,35,10,1598,10,1598,35000,35,35000,35,754706,35,18205115,0,798000,798000,18191614,18191614,798000,798000,0,0,0,0,799,799,798,798,587,587,CONSISTENT
25440,798046,35000,35000,0,0,0,0,0,754706,35,798011,35,800,800,1598,809,1,1000,579,800,800,800,799,799,24,1,35000,35,35,35,10,1598,10,1598,35000,35,35000,35,754706,35,18210221,0,798000,798000,18191614,18191614,798000,798000,0,0,0,0,799,799,798,798,810,810,CONSISTENT
25450,798402,35000,35000,0,0,0,0,0,754706,35,798367,35,801,801,1599,1165,2,0,1059,801,801,801,799,799,2,1,35000,35,35,35,10,1599,10,1599,35000,35,35000,35,754706,35,18218432,0,799000,799000,18214614,18214614,798000,798000,0,0,0,0,800,800,798,798,1167,1167,CONSISTENT
25460,798726,35000,35000,0,0,0,0,0,754706,35,798691,35,801,801,1599,1489,2,0,1059,801,801,801,799,799,12,1,35000,35,35,35,10,1599,10,1599,35000,35,35000,35,754706,35,18225861,0,799000,799000,18214614,18214614,798000,798000,0,0,0,0,800,800,798,798,1491,1492,TORN-PERSISTENT
25470,799074,35000,35000,0,0,0,0,0,754706,35,799039,35,801,801,1600,838,1,1000,831,801,801,801,800,800,22,1,35000,35,35,35,10,1600,10,1600,35000,35,35000,35,754706,35,18233888,0,799000,799000,18214614,18214614,799000,799000,0,0,0,0,800,800,799,799,838,838,CONSISTENT
25480,799291,35000,35000,0,0,0,0,0,754706,35,799256,35,802,802,1601,1055,2,0,1030,802,802,802,800,800,0,1,35000,35,35,35,10,1601,10,1601,35000,35,35000,35,754706,35,18238902,0,800000,800000,18237614,18237614,799000,799000,0,0,0,0,801,801,799,799,1057,1057,CONSISTENT
25490,799643,35000,35000,0,0,0,0,0,754706,35,799608,35,802,802,1601,1407,2,0,1030,802,802,802,800,800,10,1,35000,35,35,35,10,1601,10,1601,35000,35,35000,35,754706,35,18246998,0,800000,800000,18237614,18237614,799000,799000,0,0,0,0,801,801,799,799,1408,1408,CONSISTENT
25500,799849,35000,35000,0,0,0,0,0,754706,35,799814,35,802,802,1602,614,1,1000,611,802,802,802,801,801,20,1,35000,35,35,35,10,1602,10,1602,35000,35,35000,35,754706,35,18251736,0,800000,800000,18237614,18237614,800000,800000,0,0,0,0,801,801,800,800,614,614,CONSISTENT
25510,800078,35000,35000,0,0,0,0,0,754706,35,800043,35,802,802,1602,843,1,1000,611,802,802,802,801,801,30,1,35000,35,35,35,10,1602,10,1602,35000,35,35000,35,754706,35,18257026,0,800000,800000,18237614,18237614,800000,800000,0,0,0,0,801,801,800,800,844,844,CONSISTENT
25520,800437,35000,35000,0,0,0,0,0,754706,35,800402,35,803,803,1603,1202,2,0,1041,803,803,803,801,801,4,1,35000,35,35,35,10,1603,10,1603,35000,35,35000,35,754706,35,18265260,0,801000,801000,18260614,18260614,800000,800000,0,0,0,0,802,802,800,800,1204,1204,CONSISTENT
25530,800798,35000,35000,0,0,0,0,0,754706,35,800763,35,803,803,1603,1563,2,0,1041,803,803,803,801,801,14,1,35000,35,35,35,10,1603,10,1603,35000,35,35000,35,754706,35,18273563,0,801000,801000,18260614,18260614,800000,800000,0,0,0,0,802,802,800,800,1565,1565,CONSISTENT
25540,800989,35000,35000,0,0,0,0,0,754706,35,800954,35,803,803,1604,755,1,1000,729,803,803,803,802,802,24,1,35000,35,35,35,10,1604,10,1604,35000,35,35000,35,754706,35,18278002,0,801000,801000,18260614,18260614,801000,801000,0,0,0,0,802,802,801,801,756,756,CONSISTENT
25550,801345,35000,35000,0,0,0,0,0,754706,35,801310,35,804,804,1605,1111,2,0,1003,804,804,804,802,802,2,1,35000,35,35,35,10,1605,10,1605,35000,35,35000,35,754706,35,18286167,0,802000,802000,18283614,18283614,801000,801000,0,0,0,0,803,803,801,801,1114,1115,TORN-PERSISTENT
25560,801680,35000,35000,0,0,0,0,0,754706,35,801645,35,804,804,1605,1446,2,0,1003,804,804,804,802,802,10,1,35000,35,35,35,10,1605,10,1605,35000,35,35000,35,754706,35,18293872,0,802000,802000,18283614,18283614,801000,801000,0,0,0,0,803,803,801,801,1448,1450,TORN-PERSISTENT
25570,801872,35000,35000,0,0,0,0,0,754706,35,801837,35,804,804,1606,639,1,1000,519,804,804,804,803,803,20,1,35000,35,35,35,10,1606,10,1606,35000,35,35000,35,754706,35,18298311,0,802000,802000,18283614,18283614,802000,802000,0,0,0,0,803,803,802,802,639,639,CONSISTENT
25580,802230,35000,35000,0,0,0,0,0,754706,35,802195,35,804,804,1606,997,1,1000,519,804,804,804,803,803,30,1,35000,35,35,35,10,1606,10,1606,35000,35,35000,35,754706,35,18306545,0,802000,802000,18283614,18283614,802000,802000,0,0,0,0,803,803,802,802,1000,1000,CONSISTENT
25590,802594,35000,35000,0,0,0,0,0,754706,35,802559,35,805,805,1607,1361,2,0,1006,805,805,805,803,803,8,1,35000,35,35,35,10,1607,10,1607,35000,35,35000,35,754706,35,18314917,0,803000,803000,18306614,18306614,802000,802000,0,0,0,0,804,804,802,802,1363,1363,CONSISTENT
