elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes
0,3.016,0.000,0.000,0.000,
60,40.781,2.941,1.516,4.457,16005
120,63.328,2.750,2.520,5.270,19866
180,85.781,3.117,2.520,5.633,24465
240,115.781,3.039,4.527,7.566,19236
300,139.594,2.883,4.527,7.410,20223
360,169.609,3.180,4.527,7.703,22113
420,209.875,3.250,8.543,11.793,24024
480,265.359,3.148,8.543,11.691,27940
540,324.531,2.922,8.543,11.465,17908
600,361.625,3.000,8.543,11.543,19624
660,396.156,3.258,8.543,11.797,27302
720,433.953,3.121,8.543,11.656,23298
780,500.734,3.160,8.543,11.703,19470
840,536.109,3.219,8.543,11.762,22704
900,584.438,3.164,16.574,19.742,24464
960,627.453,3.172,16.574,19.746,26884
1020,678.766,2.953,16.574,19.523,16918
1080,719.219,3.145,16.574,19.719,18458
1140,784.250,3.188,16.574,19.758,29854
1200,719.344,3.074,16.574,19.648,18634
1260,462.125,3.172,16.574,19.750,25080
1320,543.234,2.969,16.574,19.543,17336
1380,619.938,3.266,16.574,19.836,26092
1440,675.328,2.871,16.574,19.457,17666
1500,750.891,3.047,16.574,19.617,18304
1560,668.938,2.984,16.574,19.559,20394
1620,713.969,3.082,16.574,19.652,21626
1680,399.000,2.977,16.574,19.551,15576
1740,392.984,3.188,32.637,35.820,24464
1800,449.984,2.930,32.637,35.566,17424
