elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50
1090,34939,32000,32000,0,0,0,0,0,687709,32,34907,32,36,36,70,941,1,1000,567,36,36,36,35,35,26,1,32000,32,32,32,3,70,3,70,32000,32,32000,32,687709,32,752411,999.9447405703887
1100,35333,32000,32000,0,0,0,0,0,687709,32,35301,32,37,37,71,1335,2,0,1041,37,37,37,35,35,6,1,32000,32,32,32,3,71,3,71,32000,32,32000,32,687709,32,761079,999.9447405703887
1110,35645,32000,32000,0,0,0,0,0,687709,32,35613,32,37,37,72,648,1,1000,642,37,37,37,36,36,16,1,32000,32,32,32,3,72,3,72,32000,32,32000,32,687709,32,767965,999.9447405703887
1120,35974,33000,33000,0,0,0,0,0,709709,33,35941,33,37,37,72,976,1,1000,642,37,37,37,36,36,26,1,33000,33,33,33,3,72,3,72,33000,33,33000,33,709709,33,775181,999.9447405703887
1130,36319,33000,33000,0,0,0,0,0,709709,33,36286,33,38,38,73,1321,2,0,1056,38,38,38,36,36,6,1,33000,33,33,33,3,73,3,73,33000,33,33000,33,709709,33,782771,999.9447405703887
1140,36703,33000,33000,0,0,0,0,0,709709,33,36670,33,38,38,73,1705,2,0,1056,38,38,38,36,36,16,1,33000,33,33,33,3,73,3,73,33000,33,33000,33,709709,33,791219,999.9447405703887
1150,36906,34000,34000,0,0,0,0,0,731709,34,36872,34,38,38,74,908,1,1000,724,38,38,38,37,37,26,1,34000,34,34,34,3,74,3,74,34000,34,34000,34,731709,34,795685,999.9447405703887
1160,37297,34000,34000,0,0,0,0,0,731709,34,37263,34,39,39,75,1299,2,0,1006,39,39,39,37,37,6,1,34000,34,34,34,3,75,3,75,34000,34,34000,34,731709,34,804287,999.9447405703887
1170,37686,34000,34000,0,0,0,0,0,731709,34,37652,34,39,39,75,1688,2,0,1006,39,39,39,37,37,16,1,34000,34,34,34,3,75,3,75,34000,34,34000,34,731709,34,812845,999.9447405703887
1180,37924,35000,35000,0,0,0,0,0,753709,35,37889,35,39,39,76,926,1,1000,829,39,39,39,38,38,26,1,35000,35,35,35,3,76,3,76,35000,35,35000,35,753709,35,818081,999.9447405703887
1190,38264,35000,35000,0,0,0,0,0,753709,35,38229,35,40,40,77,1266,2,0,1015,40,40,40,38,38,6,1,35000,35,35,35,3,77,3,77,35000,35,35000,35,753709,35,825583,999.9447405703887
1200,38644,35000,35000,0,0,0,0,0,753709,35,38609,35,40,40,77,1646,2,0,1015,40,40,40,38,38,16,1,35000,35,35,35,3,77,3,77,35000,35,35000,35,753709,35,833921,999.9447405703887
1210,38725,36000,36000,0,0,0,0,0,775709,36,38689,36,40,40,78,728,1,1000,710,40,40,40,39,39,26,1,36000,36,36,36,3,78,3,78,36000,36,36000,36,775709,36,835725,999.9447405703887
1220,39109,36000,36000,0,0,0,0,0,775709,36,39073,36,41,41,79,1111,2,0,1019,41,41,41,39,39,2,1,36000,36,36,36,3,79,3,79,36000,36,36000,36,775709,36,844151,999.9447405703887
1230,39488,36000,36000,0,0,0,0,0,775709,36,39452,36,41,41,79,1490,2,0,1019,41,41,41,39,39,12,1,36000,36,36,36,3,79,3,79,36000,36,36000,36,775709,36,852489,999.9447405703887
1240,39795,36000,36000,0,0,0,0,0,775709,36,39759,36,41,41,80,798,1,1000,785,41,41,41,40,40,22,1,36000,36,36,36,3,80,3,80,36000,36,36000,36,775709,36,859265,999.9447405703887
1250,40067,37000,37000,0,0,0,0,0,797709,37,40030,37,42,42,81,1069,2,0,1040,42,42,42,40,40,0,1,37000,37,37,37,3,81,3,81,37000,37,37000,37,797709,37,865227,999.9447405703887
1260,40405,37000,37000,0,0,0,0,0,797709,37,40368,37,42,42,81,1407,2,0,1040,42,42,42,40,40,8,1,37000,37,37,37,3,81,3,81,37000,37,37000,37,797709,37,872663,999.9447405703887
1270,40782,37000,37000,0,0,0,0,0,797709,37,40745,37,42,42,81,1784,2,0,1040,42,42,42,40,40,18,1,37000,37,37,37,3,81,3,81,37000,37,37000,37,797709,37,880957,999.9447405703887
1280,40973,37000,37000,0,0,0,0,0,797709,37,40936,37,42,42,82,976,1,1000,883,42,42,42,41,41,30,1,37000,37,37,37,3,82,3,82,37000,37,37000,37,797709,37,885203,999.9447405703887
1290,41339,37000,37000,0,0,0,0,0,797709,37,41302,37,43,43,83,1342,2,0,1048,43,43,43,41,41,8,1,37000,37,37,37,3,83,3,83,37000,37,37000,37,797709,37,893233,0
1300,41712,37000,37000,0,0,0,0,0,797709,37,41675,37,43,43,83,1715,2,0,1048,43,43,43,41,41,18,1,37000,37,37,37,3,83,3,83,37000,37,37000,37,797709,37,901439,0
1310,41982,37000,37000,0,0,0,0,0,797709,37,41945,37,43,43,84,986,1,1000,983,43,43,43,42,42,28,1,37000,37,37,37,3,84,3,84,37000,37,37000,37,797709,37,907401,0
1320,42233,37000,37000,0,0,0,0,0,797709,37,42196,37,44,44,85,1237,2,0,1036,44,44,44,42,42,4,1,37000,37,37,37,3,85,3,85,37000,37,37000,37,797709,37,912923,0
1330,42608,37000,37000,0,0,0,0,0,797709,37,42571,37,44,44,85,1612,2,0,1036,44,44,44,42,42,14,1,37000,37,37,37,3,85,3,85,37000,37,37000,37,797709,37,921173,0
1340,42797,37000,37000,0,0,0,0,0,797709,37,42760,37,44,44,86,802,1,1000,613,44,44,44,43,43,24,1,37000,37,37,37,3,86,3,86,37000,37,37000,37,797709,37,925353,0
1350,43172,37000,37000,0,0,0,0,0,797709,37,43135,37,45,45,87,1177,2,0,1033,45,45,45,43,43,2,1,37000,37,37,37,3,87,3,87,37000,37,37000,37,797709,37,933603,0
1360,43556,37000,37000,0,0,0,0,0,797709,37,43519,37,45,45,87,1561,2,0,1033,45,45,45,43,43,14,1,37000,37,37,37,3,87,3,87,37000,37,37000,37,797709,37,942051,0
1370,43907,37000,37000,0,0,0,0,0,797709,37,43870,37,45,45,87,1912,2,0,1033,45,45,45,43,43,22,1,37000,37,37,37,3,87,3,87,37000,37,37000,37,797709,37,949795,0
1380,44153,37000,37000,0,0,0,0,0,797709,37,44116,37,46,46,89,1159,2,1000,1152,46,46,46,44,44,6,1,37000,37,37,37,3,89,3,89,37000,37,37000,37,797709,37,955207,0
1390,44483,37000,37000,0,0,0,0,0,797709,37,44446,37,46,46,89,1489,2,1000,1152,46,46,46,44,44,16,1,37000,37,37,37,3,89,3,89,37000,37,37000,37,797709,37,962489,0
1400,44683,37000,37000,0,0,0,0,0,797709,37,44646,37,46,46,90,690,1,1000,619,46,46,46,45,45,26,1,37000,37,37,37,3,90,3,90,37000,37,37000,37,797709,37,966889,0
1410,45064,37000,37000,0,0,0,0,0,797709,37,45027,37,47,47,91,1071,2,0,1007,47,47,47,45,45,0,1,37000,37,37,37,3,91,3,91,37000,37,37000,37,797709,37,975271,0
1420,45450,37000,37000,0,0,0,0,0,797709,37,45413,37,47,47,91,1457,2,0,1007,47,47,47,45,45,10,1,37000,37,37,37,3,91,3,91,37000,37,37000,37,797709,37,983785,0
1430,45723,37000,37000,0,0,0,0,0,797709,37,45686,37,47,47,92,731,1,1000,728,47,47,47,46,46,20,1,37000,37,37,37,3,92,3,92,37000,37,37000,37,797709,37,989791,0
1440,45976,37000,37000,0,0,0,0,0,797709,37,45939,37,47,47,92,984,1,1000,728,47,47,47,46,46,30,1,37000,37,37,37,3,92,3,92,37000,37,37000,37,797709,37,995357,0
1450,46359,37000,37000,0,0,0,0,0,797709,37,46322,37,48,48,93,1367,2,0,1014,48,48,48,46,46,8,1,37000,37,37,37,3,93,3,93,37000,37,37000,37,797709,37,1003783,0
1460,46728,37000,37000,0,0,0,0,0,797709,37,46691,37,48,48,93,1736,2,0,1014,48,48,48,46,46,18,1,37000,37,37,37,3,93,3,93,37000,37,37000,37,797709,37,1011923,0
1470,46930,37000,37000,0,0,0,0,0,797709,37,46893,37,48,48,94,939,1,1000,853,48,48,48,47,47,28,1,37000,37,37,37,3,94,3,94,37000,37,37000,37,797709,37,1016367,0
1480,47302,37000,37000,0,0,0,0,0,797709,37,47265,37,49,49,95,1311,2,0,1032,49,49,49,47,47,6,1,37000,37,37,37,3,95,3,95,37000,37,37000,37,797709,37,1024551,0
1490,47641,37000,37000,0,0,0,0,0,797709,37,47604,37,49,49,95,1650,2,0,1032,49,49,49,47,47,16,1,37000,37,37,37,3,95,3,95,37000,37,37000,37,797709,37,1032009,0
1500,47993,37000,37000,0,0,0,0,0,797709,37,47956,37,49,49,96,1003,2,1000,1002,50,50,49,48,48,26,1,37000,37,37,37,4,96,4,96,37000,37,37000,37,797709,37,1039775,0
1510,48219,38000,38000,0,0,0,0,0,819709,38,48181,38,50,50,97,1228,2,0,1003,50,50,50,48,48,6,1,38000,38,38,38,4,97,4,97,38000,38,38000,38,819709,38,1044747,999.9447405703887
1520,48505,38000,38000,0,0,0,0,0,819709,38,48467,38,50,50,98,515,1,1000,507,50,50,50,49,49,16,1,38000,38,38,38,4,98,4,98,38000,38,38000,38,819709,38,1051039,999.9447405703887
1530,48787,38000,38000,0,0,0,0,0,819709,38,48749,38,50,50,98,797,1,1000,507,50,50,50,49,49,26,1,38000,38,38,38,4,98,4,98,38000,38,38000,38,819709,38,1057243,999.9447405703887
1540,49130,38000,38000,0,0,0,0,0,819709,38,49092,38,51,51,99,1140,2,0,1002,51,51,51,49,49,2,1,38000,38,38,38,4,99,4,99,38000,38,38000,38,819709,38,1064789,999.9447405703887
1550,49501,38000,38000,0,0,0,0,0,819709,38,49463,38,51,51,99,1511,2,0,1002,51,51,51,49,49,12,1,38000,38,38,38,4,99,4,99,38000,38,38000,38,819709,38,1072973,999.9447405703887
1560,49844,38000,38000,0,0,0,0,0,819709,38,49806,38,51,51,100,855,1,1000,850,51,51,51,50,50,24,1,38000,38,38,38,4,100,4,100,38000,38,38000,38,819709,38,1080519,999.9447405703887
1570,50075,38000,38000,0,0,0,0,0,819709,38,50037,38,52,52,101,1086,2,0,1075,52,52,52,50,50,0,1,38000,38,38,38,4,101,4,101,38000,38,38000,38,819709,38,1085601,0
1580,50449,38000,38000,0,0,0,0,0,819709,38,50411,38,52,52,101,1460,2,0,1075,52,52,52,50,50,10,1,38000,38,38,38,4,101,4,101,38000,38,38000,38,819709,38,1093829,0
1590,50761,38000,38000,0,0,0,0,0,819709,38,50723,38,52,52,102,773,1,1000,767,52,52,52,51,51,19,1,38000,38,38,38,4,102,4,102,38000,38,38000,38,819709,38,1100715,0
1600,50972,38000,38000,0,0,0,0,0,819709,38,50934,38,52,52,102,984,1,1000,767,52,52,52,51,51,28,1,38000,38,38,38,4,102,4,102,38000,38,38000,38,819709,38,1105357,0
1610,51353,38000,38000,0,0,0,0,0,819709,38,51315,38,53,53,103,1365,2,0,1149,53,53,53,51,51,4,1,38000,38,38,38,4,103,4,103,38000,38,38000,38,819709,38,1113739,0
1620,51751,38000,38000,0,0,0,0,0,819709,38,51713,38,53,53,103,1763,2,0,1149,53,53,53,51,51,14,1,38000,38,38,38,4,103,4,103,38000,38,38000,38,819709,38,1122495,0
1630,51964,39000,39000,0,0,0,0,0,841709,39,51925,39,53,53,104,976,1,1000,848,53,53,53,52,52,26,1,39000,39,39,39,4,104,4,104,39000,39,39000,39,841709,39,1127181,999.9447405703887
1641,52347,39000,39000,0,0,0,0,0,841709,39,52308,39,54,54,105,1359,2,0,1045,54,54,54,52,52,8,1,39000,39,39,39,4,105,4,105,39000,39,39000,39,841709,39,1135607,999.9447405703887
1650,52687,39000,39000,0,0,0,0,0,841709,39,52648,39,54,54,105,1699,2,0,1045,54,54,54,52,52,16,1,39000,39,39,39,4,105,4,105,39000,39,39000,39,841709,39,1143087,999.9447405703887
1660,52929,39000,39000,0,0,0,0,0,841709,39,52890,39,54,54,106,942,1,1000,934,54,54,54,53,53,26,1,39000,39,39,39,4,106,4,106,39000,39,39000,39,841709,39,1148433,999.9447405703887
1670,53270,39000,39000,0,0,0,0,0,841709,39,53231,39,55,55,107,1283,2,0,1065,55,55,55,53,53,4,1,39000,39,39,39,4,107,4,107,39000,39,39000,39,841709,39,1155935,999.9447405703887
1680,53659,39000,39000,0,0,0,0,0,841709,39,53620,39,55,55,107,1672,2,0,1065,55,55,55,53,53,14,1,39000,39,39,39,4,107,4,107,39000,39,39000,39,841709,39,1164493,999.9447405703887
1690,53861,39000,39000,0,0,0,0,0,841709,39,53822,39,55,55,108,875,1,1000,827,55,55,55,54,54,24,1,39000,39,39,39,4,108,4,108,39000,39,39000,39,841709,39,1168981,0
1700,54199,39000,39000,0,0,0,0,0,841709,39,54160,39,56,56,109,1213,2,0,1023,56,56,56,54,54,4,1,39000,39,39,39,4,109,4,109,39000,39,39000,39,841709,39,1176395,0
1710,54582,39000,39000,0,0,0,0,0,841709,39,54543,39,56,56,109,1596,2,0,1023,56,56,56,54,54,14,1,39000,39,39,39,4,109,4,109,39000,39,39000,39,841709,39,1184821,0
1720,54965,39000,39000,0,0,0,0,0,841709,39,54926,39,56,56,109,1979,2,0,1023,56,56,56,54,54,24,1,39000,39,39,39,4,109,4,109,39000,39,39000,39,841709,39,1193269,0
1730,55167,40000,40000,0,0,0,0,0,863709,40,55127,40,57,57,111,1181,2,0,1070,57,57,57,55,55,6,1,40000,40,40,40,5,111,5,111,40000,40,40000,40,863709,40,1197691,999.9447405703887
1740,55503,40000,40000,0,0,0,0,0,863709,40,55463,40,57,57,112,518,1,1000,510,57,57,57,56,56,16,1,40000,40,40,40,5,112,5,112,40000,40,40000,40,863709,40,1205105,999.9447405703887
1751,55751,40000,40000,0,0,0,0,0,863709,40,55711,40,57,57,112,766,1,1000,510,57,57,57,56,56,26,1,40000,40,40,40,5,112,5,112,40000,40,40000,40,863709,40,1210561,999.9447405703887
1760,56105,40000,40000,0,0,0,0,0,863709,40,56065,40,58,58,113,1120,2,0,1004,58,58,58,56,56,2,1,40000,40,40,40,5,113,5,113,40000,40,40000,40,863709,40,1218349,999.9447405703887
1770,56474,40000,40000,0,0,0,0,0,863709,40,56434,40,58,58,113,1489,2,0,1004,58,58,58,56,56,12,1,40000,40,40,40,5,113,5,113,40000,40,40000,40,863709,40,1226467,999.9447405703887
1780,56744,40000,40000,0,0,0,0,0,863709,40,56704,40,58,58,114,760,1,1000,755,58,58,58,57,57,22,1,40000,40,40,40,5,114,5,114,40000,40,40000,40,863709,40,1232429,999.9447405703887
1790,57031,40000,40000,0,0,0,0,0,863709,40,56991,40,58,58,114,1047,2,1000,755,58,59,58,57,57,32,1,40000,40,40,40,5,114,5,114,40000,40,40000,40,863709,40,1238743,0
1800,57394,40000,40000,0,0,0,0,0,863709,40,57354,40,59,59,115,1410,2,0,1069,59,59,59,57,57,8,1,40000,40,40,40,5,115,5,115,40000,40,40000,40,863709,40,1246751,0
