elapsed_secs,render_class,identity_lhs,identity_rhs,identity_holds
7980,CONSISTENT,1000,1383,0
7990,CONSISTENT,1000,1781,0
8000,CONSISTENT,0,983,0
8010,CONSISTENT,1000,1368,0
8020,CONSISTENT,1000,1714,0
8030,CONSISTENT,0,922,0
8040,CONSISTENT,1000,1301,0
8050,CONSISTENT,0,683,0
8060,CONSISTENT,0,891,0
8070,CONSISTENT,1000,1237,0
8080,CONSISTENT,0,608,0
8090,CONSISTENT,0,820,0
8100,CONSISTENT,1000,1200,0
8110,CONSISTENT,0,333,0
8120,CONSISTENT,0,653,0
8130,TORN,1000,1054,
8140,CONSISTENT,1000,1452,0
8150,CONSISTENT,0,739,0
8160,CONSISTENT,1000,1012,0
8170,CONSISTENT,1000,1405,0
8180,CONSISTENT,0,608,0
8190,TORN,0,994,
8200,CONSISTENT,1000,1384,0
8210,CONSISTENT,0,553,0
8220,CONSISTENT,0,950,0
8230,CONSISTENT,1000,1341,0
8240,CONSISTENT,1000,1734,0
8250,CONSISTENT,0,920,0
8260,CONSISTENT,1000,1312,0
8270,CONSISTENT,0,589,0
8280,CONSISTENT,0,901,0
8290,CONSISTENT,1000,1296,0
8300,CONSISTENT,1000,1585,0
8310,CONSISTENT,0,792,0
8320,CONSISTENT,1000,1185,0
8330,CONSISTENT,1000,1575,0
8340,CONSISTENT,0,738,0
8350,CONSISTENT,1000,1121,0
8360,CONSISTENT,1000,1510,0
8370,CONSISTENT,1000,1902,0
8380,CONSISTENT,1000,1107,0
8390,CONSISTENT,1000,1461,0
8400,CONSISTENT,0,666,0
8410,CONSISTENT,0,944,0
8420,CONSISTENT,1000,1341,0
8431,CONSISTENT,0,547,0
8440,CONSISTENT,0,900,0
8450,CONSISTENT,1000,1290,0
8460,CONSISTENT,1000,1675,0
8470,TORN,0,876,
8480,CONSISTENT,1000,1234,0
8490,CONSISTENT,1000,1619,0
8500,CONSISTENT,0,825,0
8510,CONSISTENT,1000,1222,0
8520,CONSISTENT,1000,1610,0
8530,TORN,0,782,
8540,CONSISTENT,1000,1176,0
8550,CONSISTENT,1000,1561,0
8560,CONSISTENT,0,770,0
8571,CONSISTENT,1000,1162,0
8580,CONSISTENT,1000,1524,0
8590,CONSISTENT,1000,1915,0
8600,CONSISTENT,1000,1116,0
8610,CONSISTENT,0,509,0
8620,CONSISTENT,0,682,0
8630,CONSISTENT,1000,1069,0
8640,CONSISTENT,1000,1460,0
8650,CONSISTENT,0,803,0
8660,CONSISTENT,1000,1059,0
8670,CONSISTENT,1000,1410,0
8680,CONSISTENT,0,681,0
8690,CONSISTENT,1000,1007,0
8700,CONSISTENT,1000,1389,0
8711,CONSISTENT,0,492,0
8720,CONSISTENT,0,846,0
8730,CONSISTENT,1000,1234,0
8740,CONSISTENT,1000,1618,0
8750,CONSISTENT,0,850,0
8760,TORN,1000,1172,
8770,CONSISTENT,1000,1559,0
8780,CONSISTENT,0,764,0
8790,CONSISTENT,1000,1161,0
8800,CONSISTENT,1000,1509,0
8810,CONSISTENT,0,715,0
8820,CONSISTENT,1000,1107,0
8830,CONSISTENT,1000,1487,0
8840,CONSISTENT,0,747,0
8850,CONSISTENT,1000,1045,0
8860,CONSISTENT,1000,1435,0
8870,CONSISTENT,1000,1829,0
8880,CONSISTENT,1000,1032,0
8890,CONSISTENT,1000,1393,0
8900,CONSISTENT,0,692,0
8910,CONSISTENT,0,976,0
8920,CONSISTENT,1000,1373,0
8930,CONSISTENT,0,685,0
8940,CONSISTENT,0,923,0
8950,CONSISTENT,1000,1319,0
8960,CONSISTENT,0,571,0
8970,CONSISTENT,0,918,0
8981,CONSISTENT,1000,1312,0
8990,TORN,0,473,
9000,CONSISTENT,0,865,0
9010,CONSISTENT,1000,1149,0
9020,CONSISTENT,1000,1539,0
9030,CONSISTENT,0,716,0
9040,CONSISTENT,1000,1105,0
9050,TORN,1000,1496,
9060,CONSISTENT,0,706,0
9070,CONSISTENT,1000,1098,0
9080,CONSISTENT,1000,1455,0
9090,CONSISTENT,1000,1843,0
9100,CONSISTENT,1000,1049,0
9110,CONSISTENT,0,436,0
9120,CONSISTENT,0,607,0
9130,CONSISTENT,0,1000,0
9140,CONSISTENT,1000,1393,0
9150,CONSISTENT,0,695,0
9160,CONSISTENT,0,987,0
9170,CONSISTENT,1000,1339,0
9180,CONSISTENT,0,581,0
9190,CONSISTENT,0,941,0
9200,TORN,1000,1329,
9210,CONSISTENT,1000,1688,0
9220,CONSISTENT,0,975,0
9230,CONSISTENT,1000,1276,0
9240,CONSISTENT,0,481,0
9250,CONSISTENT,0,874,0
9261,CONSISTENT,1000,1261,0
9270,CONSISTENT,1000,1612,0
9280,CONSISTENT,0,814,0
9290,CONSISTENT,1000,1211,0
9300,CONSISTENT,1000,1593,0
9311,CONSISTENT,0,691,0
9320,CONSISTENT,1000,1052,0
9330,CONSISTENT,1000,1437,0
9340,CONSISTENT,0,800,0
9350,CONSISTENT,1000,1036,0
9360,CONSISTENT,1000,1382,0
9370,CONSISTENT,0,672,0
9380,TORN,0,977,
9390,CONSISTENT,1000,1370,0
9400,CONSISTENT,0,570,0
9410,CONSISTENT,0,927,0
9420,CONSISTENT,1000,1316,0
9430,CONSISTENT,1000,1709,0
9440,CONSISTENT,0,944,0
9450,CONSISTENT,1000,1256,0
9460,CONSISTENT,0,493,0
9470,CONSISTENT,0,851,0
9480,CONSISTENT,1000,1243,0
9490,CONSISTENT,1000,1635,0
9500,CONSISTENT,0,800,0
9510,CONSISTENT,1000,1191,0
9520,CONSISTENT,1000,1586,0
9530,CONSISTENT,0,791,0
9540,CONSISTENT,1000,1181,0
9550,CONSISTENT,0,503,0
9560,CONSISTENT,0,738,0
9570,CONSISTENT,1000,1125,0
9580,CONSISTENT,1000,1514,0
9590,CONSISTENT,1000,1869,0
9600,CONSISTENT,1000,1069,0
9610,CONSISTENT,1000,1342,0
9620,CONSISTENT,0,580,0
9630,CONSISTENT,0,934,0
9640,CONSISTENT,1000,1289,0
9650,CONSISTENT,0,531,0
9660,CONSISTENT,0,879,0
9670,TORN,1000,1272,
9680,CONSISTENT,1000,1662,0
9690,CONSISTENT,0,918,0
9700,CONSISTENT,1000,1217,0
9710,CONSISTENT,1000,1607,0
9720,CONSISTENT,0,856,0
9730,CONSISTENT,1000,1160,0
9740,CONSISTENT,1000,1551,0
9750,CONSISTENT,0,764,0
9760,CONSISTENT,1000,1146,0
9770,CONSISTENT,1000,1535,0
9780,CONSISTENT,0,703,0
9790,CONSISTENT,1000,1096,0
9800,CONSISTENT,1000,1480,0
9810,CONSISTENT,1000,1875,0
9820,CONSISTENT,1000,1081,0
9830,CONSISTENT,1000,1431,0
9840,CONSISTENT,1000,1828,0
9850,TORN,1000,1036,
9860,TORN,1000,1423,
9870,CONSISTENT,0,630,0
9880,CONSISTENT,0,983,0
9890,TORN,1000,1376,
9900,CONSISTENT,0,674,0
9910,CONSISTENT,0,954,0
9920,CONSISTENT,1000,1346,0
9930,CONSISTENT,0,533,0
9940,CONSISTENT,0,923,0
9950,CONSISTENT,1000,1319,0
9960,CONSISTENT,1000,1707,0
9970,CONSISTENT,0,934,0
9980,CONSISTENT,1000,1265,0
9990,CONSISTENT,0,630,0
10000,CONSISTENT,0,869,0
10010,CONSISTENT,1000,1263,0
10020,CONSISTENT,1000,1654,0
10030,CONSISTENT,0,822,0
10040,CONSISTENT,1000,1219,0
10050,CONSISTENT,1000,1608,0
10060,CONSISTENT,0,812,0
10070,CONSISTENT,1000,1164,0
10080,CONSISTENT,0,548,0
10090,CONSISTENT,0,763,0
10100,TORN,1000,1160,
10110,CONSISTENT,1000,1548,0
10120,CONSISTENT,1000,1898,0
10130,CONSISTENT,1000,1105,0
10140,CONSISTENT,0,484,0
10150,CONSISTENT,0,698,0
10161,CONSISTENT,1000,1091,0
10170,CONSISTENT,1000,1445,0
10180,CONSISTENT,0,765,0
10190,CONSISTENT,1000,1045,0
10200,CONSISTENT,1000,1417,0
10210,CONSISTENT,0,482,0
10220,CONSISTENT,0,881,0
10230,CONSISTENT,1000,1266,0
10240,CONSISTENT,1000,1661,0
10250,CONSISTENT,0,876,0
10260,CONSISTENT,1000,1214,0
10270,CONSISTENT,1000,1609,0
10280,TORN,0,815,
10290,CONSISTENT,1000,1206,0
10301,CONSISTENT,1000,1589,0
10310,TORN,0,758,
10320,CONSISTENT,1000,1149,0
10330,CONSISTENT,0,536,0
10340,CONSISTENT,0,752,0
10351,CONSISTENT,1000,1140,0
10360,TORN,1000,1496,
10370,CONSISTENT,1000,1892,0
10380,CONSISTENT,1000,1099,0
10390,CONSISTENT,1000,1486,0
10401,CONSISTENT,0,692,0
10410,TORN,1000,1048,
10420,CONSISTENT,1000,1432,0
10430,CONSISTENT,0,757,0
10440,CONSISTENT,1000,1023,0
10450,CONSISTENT,1000,1373,0
10460,CONSISTENT,0,624,0
10470,CONSISTENT,0,967,0
10480,CONSISTENT,1000,1355,0
10490,CONSISTENT,0,574,0
10500,CONSISTENT,0,919,0
10510,CONSISTENT,1000,1196,0
10520,CONSISTENT,1000,1584,0
10530,TORN,0,786,
10540,CONSISTENT,1000,1145,0
10550,TORN,1000,1538,
10560,CONSISTENT,0,739,0
10570,CONSISTENT,1000,1134,0
10580,CONSISTENT,1000,1532,0
10590,CONSISTENT,0,748,0
10600,CONSISTENT,1000,1096,0
10610,CONSISTENT,1000,1486,0
10620,CONSISTENT,1000,1872,0
10630,CONSISTENT,1000,1076,0
10640,CONSISTENT,1000,1422,0
10650,CONSISTENT,0,625,0
10660,CONSISTENT,1000,1019,0
10670,CONSISTENT,1000,1399,0
10681,CONSISTENT,0,607,0
10690,CONSISTENT,0,969,0
10700,CONSISTENT,1000,1358,0
10710,CONSISTENT,0,563,0
10720,CONSISTENT,0,965,0
10730,CONSISTENT,1000,1314,0
10740,CONSISTENT,1000,1715,0
10750,CONSISTENT,0,913,0
10760,CONSISTENT,1000,1301,0
10770,CONSISTENT,1000,1695,0
10780,CONSISTENT,0,862,0
10790,CONSISTENT,1000,1250,0
10800,CONSISTENT,1000,1639,0
10810,TORN,0,724,
10820,CONSISTENT,1000,1127,0
10830,CONSISTENT,1000,1468,0
10840,CONSISTENT,0,827,0
10850,CONSISTENT,1000,1065,0
10860,CONSISTENT,1000,1447,0
10870,CONSISTENT,0,674,0
10880,CONSISTENT,0,995,0
10890,CONSISTENT,1000,1375,0
10900,CONSISTENT,0,578,0
10910,CONSISTENT,0,966,0
10920,CONSISTENT,1000,1343,0
10930,TORN,1000,1696,
10940,CONSISTENT,0,931,0
10950,TORN,1000,1294,
10960,CONSISTENT,1000,1692,0
10970,CONSISTENT,0,892,0
10980,TORN,1000,1245,
10990,TORN,1000,1639,
11000,CONSISTENT,0,836,0
11010,TORN,1000,1229,
11020,CONSISTENT,1000,1583,0
11030,CONSISTENT,0,786,0
11040,CONSISTENT,1000,1177,0
11050,CONSISTENT,1000,1564,0
11061,CONSISTENT,0,930,0
11070,TORN,1000,1128,
11080,CONSISTENT,0,485,0
11090,TORN,0,723,
11100,CONSISTENT,1000,1097,0
11110,TORN,1000,1345,
11120,CONSISTENT,0,552,0
11130,CONSISTENT,0,928,0
11140,CONSISTENT,1000,1311,0
11150,CONSISTENT,1000,1697,0
11160,CONSISTENT,0,947,0
11170,CONSISTENT,1000,1256,0
11180,CONSISTENT,0,465,0
11190,CONSISTENT,0,857,0
11200,TORN,1000,1251,
11210,CONSISTENT,1000,1608,0
11220,TORN,0,809,
11230,CONSISTENT,1000,1202,0
11240,TORN,0,592,
11250,CONSISTENT,0,794,0
11260,CONSISTENT,1000,1148,0
11270,CONSISTENT,1000,1543,0
11280,CONSISTENT,0,749,0
11290,CONSISTENT,1000,1138,0
11300,CONSISTENT,1000,1538,0
11310,CONSISTENT,0,848,0
11320,CONSISTENT,1000,1091,0
11330,CONSISTENT,0,392,0
11340,TORN,0,692,
11350,CONSISTENT,1000,1075,0
11360,CONSISTENT,1000,1432,0
11370,CONSISTENT,0,639,0
11380,CONSISTENT,1000,1038,0
11390,CONSISTENT,1000,1432,0
11400,CONSISTENT,1000,1805,0
11410,CONSISTENT,0,876,0
11420,CONSISTENT,1000,1266,0
11430,CONSISTENT,0,641,0
11440,CONSISTENT,0,860,0
11450,CONSISTENT,1000,1201,0
11460,CONSISTENT,0,506,0
11470,CONSISTENT,0,799,0
11480,TORN,1000,1192,
11490,CONSISTENT,1000,1580,0
11500,CONSISTENT,0,898,0
11510,TORN,1000,1136,
11520,CONSISTENT,1000,1517,0
11530,CONSISTENT,0,769,0
11540,TORN,1000,1105,
11550,CONSISTENT,1000,1449,0
11560,CONSISTENT,0,672,0
11570,CONSISTENT,1000,1030,0
11580,TORN,1000,1413,
11590,CONSISTENT,0,608,0
11600,TORN,0,953,
11610,CONSISTENT,1000,1333,0
11620,TORN,1000,1713,
11630,CONSISTENT,0,911,0
11640,CONSISTENT,1000,1250,0
11650,CONSISTENT,1000,1630,0
11660,CONSISTENT,0,936,0
11670,CONSISTENT,1000,1218,0
11680,CONSISTENT,1000,1592,0
11691,CONSISTENT,0,834,0
11700,CONSISTENT,1000,1125,0
11710,CONSISTENT,1000,1399,0
11720,CONSISTENT,0,611,0
11730,TORN,1000,1005,
11740,CONSISTENT,1000,1356,0
11750,CONSISTENT,1000,1748,0
11760,TORN,0,951,
11770,TORN,1000,1342,
11780,TORN,1000,1693,
11790,CONSISTENT,0,906,0
11800,CONSISTENT,1000,1294,0
11810,CONSISTENT,1000,1683,0
11820,TORN,0,903,
11830,TORN,1000,1254,
11840,CONSISTENT,0,609,0
11850,CONSISTENT,0,855,0
11860,CONSISTENT,1000,1247,0
11870,CONSISTENT,1000,1637,0
11880,CONSISTENT,0,823,0
11890,CONSISTENT,1000,1187,0
11900,CONSISTENT,1000,1579,0
11910,CONSISTENT,0,843,0
11920,CONSISTENT,1000,1185,0
11930,CONSISTENT,0,386,0
11940,TORN,0,745,
11950,CONSISTENT,1000,1132,0
11960,TORN,1000,1526,
11970,CONSISTENT,0,730,0
11980,CONSISTENT,1000,1078,0
11990,CONSISTENT,1000,1474,0
12000,CONSISTENT,1000,1862,0
12010,CONSISTENT,0,952,0
12020,CONSISTENT,1000,1338,0
12030,CONSISTENT,0,678,0
12040,TORN,0,896,
12050,CONSISTENT,1000,1287,0
12060,CONSISTENT,0,535,0
12070,CONSISTENT,0,886,0
12080,TORN,1000,1233,
12090,TORN,1000,1627,
12100,CONSISTENT,0,923,0
12110,CONSISTENT,1000,1225,0
12120,TORN,1000,1615,
12130,CONSISTENT,0,798,0
12140,CONSISTENT,1000,1195,0
12150,CONSISTENT,1000,1587,0
12160,CONSISTENT,0,807,0
12170,CONSISTENT,1000,1204,0
12180,CONSISTENT,0,553,0
12190,CONSISTENT,0,765,0
12200,CONSISTENT,1000,1163,0
12210,TORN,1000,1546,
12220,CONSISTENT,1000,1900,0
12230,CONSISTENT,1000,1104,0
12240,TORN,1000,1487,
12250,CONSISTENT,0,700,0
12260,CONSISTENT,1000,1086,0
12270,CONSISTENT,1000,1434,0
12280,CONSISTENT,0,671,0
12290,TORN,1000,1029,
12300,CONSISTENT,1000,1403,0
12310,CONSISTENT,0,512,0
12320,CONSISTENT,0,857,0
12330,CONSISTENT,1000,1245,0
12340,CONSISTENT,1000,1636,0
12350,CONSISTENT,0,853,0
12360,TORN,1000,1249,
12370,CONSISTENT,1000,1595,0
12380,TORN,0,793,
12390,CONSISTENT,1000,1184,0
12400,TORN,1000,1572,
12410,CONSISTENT,0,804,0
12420,CONSISTENT,1000,1127,0
12430,CONSISTENT,1000,1521,0
12440,CONSISTENT,0,889,0
12450,TORN,1000,1128,
12460,TORN,1000,1517,
12470,CONSISTENT,0,782,0
12480,CONSISTENT,1000,1081,0
12490,CONSISTENT,1000,1466,0
12500,CONSISTENT,0,671,0
12510,CONSISTENT,1000,1058,0
12520,CONSISTENT,1000,1411,0
12530,CONSISTENT,0,610,0
12540,CONSISTENT,1000,1004,0
12550,CONSISTENT,1000,1397,0
12560,CONSISTENT,1000,1781,0
12570,CONSISTENT,0,946,0
12580,TORN,1000,1338,
12590,CONSISTENT,1000,1721,0
12600,CONSISTENT,0,920,0
12610,CONSISTENT,1000,1205,0
12620,TORN,1000,1559,
12630,CONSISTENT,0,917,0
12640,CONSISTENT,1000,1155,0
12650,CONSISTENT,1000,1545,0
12660,CONSISTENT,0,816,0
12670,CONSISTENT,1000,1090,0
12680,CONSISTENT,1000,1483,0
12690,CONSISTENT,0,701,0
12700,TORN,1000,1079,
12710,TORN,1000,1470,
12720,CONSISTENT,0,632,0
12730,TORN,1000,1023,
12740,CONSISTENT,1000,1416,0
12750,CONSISTENT,1000,1801,0
12760,CONSISTENT,1000,1009,0
12770,CONSISTENT,1000,1360,0
12780,CONSISTENT,0,562,0
12790,CONSISTENT,0,953,0
12800,CONSISTENT,1000,1347,0
12810,CONSISTENT,0,682,0
12820,CONSISTENT,0,888,0
12830,CONSISTENT,1000,1276,0
12840,CONSISTENT,0,557,0
12850,CONSISTENT,0,874,0
12860,TORN,1000,1263,
12870,CONSISTENT,1000,1649,0
12880,CONSISTENT,0,929,0
12890,CONSISTENT,1000,1204,0
12900,CONSISTENT,1000,1587,0
12910,CONSISTENT,0,670,0
12920,CONSISTENT,1000,1063,0
12930,CONSISTENT,1000,1407,0
12940,CONSISTENT,0,614,0
12950,CONSISTENT,1000,1015,0
12960,CONSISTENT,1000,1399,0
12970,CONSISTENT,1000,1752,0
12980,CONSISTENT,0,958,0
12990,TORN,1000,1353,
13000,CONSISTENT,0,745,0
13010,CONSISTENT,0,950,0
13020,CONSISTENT,1000,1301,0
13030,CONSISTENT,0,604,0
13040,TORN,0,895,
13050,CONSISTENT,1000,1285,0
13060,CONSISTENT,0,496,0
13070,CONSISTENT,0,854,0
13080,CONSISTENT,1000,1242,0
13090,CONSISTENT,1000,1643,0
13100,CONSISTENT,0,886,0
13110,CONSISTENT,1000,1246,0
13120,CONSISTENT,1000,1606,0
13130,TORN,0,823,
13140,TORN,1000,1216,
13150,CONSISTENT,1000,1605,0
13160,CONSISTENT,0,805,0
13170,CONSISTENT,1000,1153,0
13180,CONSISTENT,0,519,0
13190,CONSISTENT,0,763,0
13200,CONSISTENT,1000,1143,0
13210,CONSISTENT,1000,1432,0
13220,CONSISTENT,0,732,0
13230,CONSISTENT,1000,1001,0
13240,TORN,1000,1393,
13250,CONSISTENT,0,606,0
13260,CONSISTENT,0,990,0
13270,CONSISTENT,1000,1343,0
13280,CONSISTENT,1000,1728,0
13290,CONSISTENT,0,922,0
13300,CONSISTENT,1000,1317,0
13310,CONSISTENT,1000,1709,0
13320,CONSISTENT,0,872,0
13330,CONSISTENT,1000,1266,0
13340,CONSISTENT,1000,1656,0
13350,CONSISTENT,0,861,0
13360,CONSISTENT,1000,1252,0
13370,CONSISTENT,0,586,0
13380,CONSISTENT,0,811,0
13390,TORN,1000,1203,
13400,TORN,1000,1584,
13410,CONSISTENT,0,953,0
13420,CONSISTENT,1000,1153,0
13430,TORN,1000,1543,
13440,CONSISTENT,0,741,0
13450,CONSISTENT,1000,1132,0
13460,CONSISTENT,1000,1523,0
13470,CONSISTENT,0,688,0
13480,CONSISTENT,1000,1076,0
13490,CONSISTENT,1000,1459,0
13500,CONSISTENT,0,651,0
13510,CONSISTENT,0,936,0
13520,CONSISTENT,1000,1287,0
13530,CONSISTENT,1000,1681,0
13540,TORN,0,875,
13550,CONSISTENT,1000,1270,0
13560,CONSISTENT,0,555,0
13570,CONSISTENT,0,830,0
13580,CONSISTENT,1000,1217,0
13590,CONSISTENT,1000,1611,0
13600,CONSISTENT,0,935,0
13610,CONSISTENT,1000,1204,0
13620,CONSISTENT,1000,1563,0
13630,CONSISTENT,0,800,0
13640,CONSISTENT,1000,1167,0
13650,CONSISTENT,1000,1563,0
13660,CONSISTENT,0,761,0
13670,CONSISTENT,1000,1112,0
13680,CONSISTENT,1000,1501,0
13690,CONSISTENT,0,710,0
13700,CONSISTENT,1000,1095,0
13710,CONSISTENT,1000,1485,0
13721,CONSISTENT,1000,1870,0
13730,CONSISTENT,1000,1039,0
13740,TORN,1000,1432,
13750,CONSISTENT,0,798,0
13760,CONSISTENT,1000,1023,0
13770,CONSISTENT,1000,1419,0
13780,CONSISTENT,0,689,0
13790,CONSISTENT,0,978,0
13800,CONSISTENT,1000,1366,0
13810,TORN,0,459,
13820,TORN,0,813,
13830,CONSISTENT,1000,1201,0
13840,CONSISTENT,1000,1588,0
13850,CONSISTENT,0,789,0
13860,CONSISTENT,1000,1175,0
13870,CONSISTENT,1000,1526,0
13880,CONSISTENT,0,734,0
13890,CONSISTENT,1000,1116,0
13900,CONSISTENT,1000,1505,0
13910,CONSISTENT,0,705,0
13920,CONSISTENT,1000,1091,0
13930,TORN,1000,1447,
13940,TORN,1000,1834,
13950,TORN,1000,1043,
13960,CONSISTENT,1000,1429,0
13970,CONSISTENT,0,763,0
13980,CONSISTENT,0,981,0
13990,CONSISTENT,1000,1367,0
14000,CONSISTENT,0,642,0
14010,CONSISTENT,0,958,0
14020,CONSISTENT,1000,1348,0
14030,CONSISTENT,0,675,0
14040,CONSISTENT,0,902,0
14050,CONSISTENT,1000,1289,0
14060,CONSISTENT,1000,1680,0
14070,CONSISTENT,0,903,0
14080,CONSISTENT,1000,1230,0
14090,CONSISTENT,1000,1620,0
14100,CONSISTENT,0,826,0
14110,CONSISTENT,1000,1096,0
14120,CONSISTENT,0,442,0
14130,CONSISTENT,0,639,0
14140,CONSISTENT,1000,1028,0
14150,CONSISTENT,1000,1420,0
14160,TORN,1000,1811,
14170,CONSISTENT,1000,1011,0
14180,CONSISTENT,1000,1366,0
14190,CONSISTENT,0,704,0
14200,CONSISTENT,0,975,0
14210,CONSISTENT,1000,1358,0
14220,CONSISTENT,0,581,0
14230,CONSISTENT,0,917,0
14240,CONSISTENT,1000,1306,0
14250,CONSISTENT,1000,1688,0
14260,CONSISTENT,0,918,0
14270,CONSISTENT,1000,1268,0
14280,CONSISTENT,1000,1655,0
14290,CONSISTENT,0,825,0
14300,CONSISTENT,1000,1212,0
14310,CONSISTENT,1000,1604,0
14320,CONSISTENT,0,808,0
14330,CONSISTENT,1000,1196,0
14340,CONSISTENT,1000,1542,0
14350,CONSISTENT,0,752,0
14360,CONSISTENT,1000,1137,0
14370,CONSISTENT,1000,1519,0
14380,TORN,1000,1901,
14390,CONSISTENT,1000,1064,0
14400,CONSISTENT,1000,1434,0
14410,CONSISTENT,0,596,0
14420,CONSISTENT,0,913,0
14430,CONSISTENT,1000,1309,0
14440,CONSISTENT,0,481,0
14450,CONSISTENT,0,858,0
14460,CONSISTENT,1000,1244,0
14470,CONSISTENT,1000,1634,0
14480,CONSISTENT,0,862,0
14490,TORN,1000,1175,
14500,TORN,1000,1558,
14510,CONSISTENT,0,751,0
14520,CONSISTENT,1000,1136,0
14530,CONSISTENT,1000,1525,0
14540,CONSISTENT,0,681,0
14550,CONSISTENT,1000,1071,0
14560,TORN,1000,1457,
14570,TORN,0,662,
14580,CONSISTENT,1000,1048,0
14590,CONSISTENT,1000,1394,0
14600,CONSISTENT,1000,1785,0
14610,CONSISTENT,0,993,0
14620,TORN,1000,1385,
14630,CONSISTENT,0,727,0
14640,TORN,0,937,
14650,CONSISTENT,1000,1324,0
14660,CONSISTENT,0,595,0
14670,CONSISTENT,0,909,0
14680,CONSISTENT,1000,1300,0
14690,TORN,1000,1684,
14700,CONSISTENT,0,963,0
14710,CONSISTENT,1000,1234,0
14720,CONSISTENT,0,433,0
14730,CONSISTENT,0,821,0
14740,TORN,1000,1206,
14750,CONSISTENT,1000,1553,0
14760,CONSISTENT,0,753,0
14770,CONSISTENT,1000,1142,0
14780,CONSISTENT,1000,1524,0
14790,CONSISTENT,0,734,0
14800,TORN,1000,1084,
14810,CONSISTENT,1000,1467,0
14820,CONSISTENT,1000,1858,0
14830,CONSISTENT,1000,1063,0
14840,CONSISTENT,0,443,0
14850,CONSISTENT,0,601,0
14860,CONSISTENT,1000,1001,0
14870,CONSISTENT,1000,1381,0
14880,CONSISTENT,0,704,0
14890,CONSISTENT,0,979,0
14900,CONSISTENT,1000,1329,0
14910,CONSISTENT,0,584,0
14920,CONSISTENT,0,912,0
14930,CONSISTENT,1000,1303,0
14940,CONSISTENT,1000,1687,0
14950,CONSISTENT,0,952,0
14960,CONSISTENT,1000,1247,0
14970,CONSISTENT,0,481,0
14980,CONSISTENT,0,846,0
14990,CONSISTENT,1000,1234,0
15000,CONSISTENT,1000,1579,0
15010,CONSISTENT,0,680,0
15020,TORN,1000,1063,
15030,CONSISTENT,1000,1452,0
15041,CONSISTENT,1000,1837,0
15050,CONSISTENT,1000,1001,0
15060,TORN,1000,1394,
15070,TORN,0,597,
15080,TORN,0,991,
15090,CONSISTENT,1000,1343,0
15100,CONSISTENT,1000,1729,0
15110,CONSISTENT,0,929,0
15120,TORN,1000,1322,
15130,CONSISTENT,0,605,0
15140,CONSISTENT,0,866,0
15150,CONSISTENT,1000,1253,0
15160,CONSISTENT,1000,1643,0
15170,CONSISTENT,0,969,0
15180,CONSISTENT,1000,1242,0
15191,CONSISTENT,0,553,0
15200,TORN,0,793,
15210,CONSISTENT,1000,1180,0
15220,CONSISTENT,1000,1566,0
15230,CONSISTENT,0,769,0
15240,CONSISTENT,1000,1164,0
15250,CONSISTENT,1000,1517,0
15260,CONSISTENT,0,725,0
15270,CONSISTENT,1000,1123,0
15280,TORN,1000,1506,
15290,CONSISTENT,0,667,0
15300,CONSISTENT,1000,1051,0
15310,TORN,1000,1326,
15320,CONSISTENT,1000,1708,0
15330,CONSISTENT,0,908,0
15340,CONSISTENT,1000,1266,0
15350,CONSISTENT,0,618,0
15360,CONSISTENT,0,859,0
15370,CONSISTENT,1000,1247,0
15380,CONSISTENT,0,496,0
15390,CONSISTENT,0,798,0
15400,CONSISTENT,1000,1185,0
15410,CONSISTENT,1000,1568,0
15420,CONSISTENT,0,895,0
15430,CONSISTENT,1000,1167,0
15440,CONSISTENT,1000,1522,0
15450,CONSISTENT,0,767,0
15460,CONSISTENT,1000,1119,0
15470,CONSISTENT,1000,1506,0
15480,TORN,0,714,
15490,CONSISTENT,1000,1107,0
15500,CONSISTENT,1000,1447,0
15510,TORN,0,651,
15520,CONSISTENT,1000,1033,0
15530,CONSISTENT,1000,1419,0
15540,CONSISTENT,1000,1810,0
15550,CONSISTENT,0,973,0
15560,CONSISTENT,1000,1365,0
15570,TORN,0,565,
15580,CONSISTENT,0,952,0
15590,CONSISTENT,1000,1347,0
15600,CONSISTENT,0,634,0
15610,CONSISTENT,0,888,0
15620,TORN,1000,1278,
15630,CONSISTENT,0,505,0
15640,CONSISTENT,0,865,0
15650,CONSISTENT,1000,1221,0
15660,CONSISTENT,1000,1603,0
15670,CONSISTENT,0,883,0
15680,CONSISTENT,1000,1196,0
15690,CONSISTENT,1000,1585,0
15700,CONSISTENT,0,748,0
15710,CONSISTENT,1000,1123,0
15720,TORN,1000,1506,
15730,CONSISTENT,0,708,0
15740,CONSISTENT,1000,1097,0
15750,CONSISTENT,1000,1437,0
15760,CONSISTENT,0,699,0
15770,TORN,1000,1022,
15780,CONSISTENT,1000,1405,0
15790,CONSISTENT,1000,1793,0
15800,CONSISTENT,0,951,0
15810,CONSISTENT,1000,1338,0
15820,CONSISTENT,0,717,0
15830,CONSISTENT,0,937,0
15840,CONSISTENT,1000,1322,0
15850,CONSISTENT,0,596,0
15860,CONSISTENT,0,870,0
15870,CONSISTENT,1000,1258,0
15880,CONSISTENT,1000,1648,0
15890,CONSISTENT,0,849,0
15900,CONSISTENT,1000,1223,0
15910,CONSISTENT,1000,1467,0
15920,CONSISTENT,0,681,0
15930,TORN,1000,1054,
15940,CONSISTENT,1000,1431,0
