elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50
3570,112499,32000,32000,0,0,0,0,0,687707,32,112467,32,114,114,225,1578,2,0,1020,114,114,114,112,112,14,1,32000,32,32,32,6,225,6,225,32000,32,32000,32,687707,32,2460445,0
3580,112695,32000,32000,0,0,0,0,0,687707,32,112663,32,114,114,226,775,1,1000,745,114,114,114,113,113,24,1,32000,32,32,32,6,226,6,226,32000,32,32000,32,687707,32,2464757,0
3590,113079,32000,32000,0,0,0,0,0,687707,32,113047,32,115,115,227,1159,2,0,1030,115,115,115,113,113,2,1,32000,32,32,32,6,227,6,227,32000,32,32000,32,687707,32,2473205,0
3600,113444,32000,32000,0,0,0,0,0,687707,32,113412,32,115,115,227,1524,2,0,1030,115,115,115,113,113,12,1,32000,32,32,32,6,227,6,227,32000,32,32000,32,687707,32,2481235,0
3610,113533,32000,32000,0,0,0,0,0,687707,32,113501,32,115,115,228,614,1,1000,528,115,115,115,114,114,22,1,32000,32,32,32,6,228,6,228,32000,32,32000,32,687707,32,2483215,0
3620,113870,32000,32000,0,0,0,0,0,687707,32,113838,32,115,115,228,951,1,1000,528,115,115,115,114,114,32,1,32000,32,32,32,6,228,6,228,32000,32,32000,32,687707,32,2490629,0
3630,114248,32000,32000,0,0,0,0,0,687707,32,114216,32,116,116,229,1329,2,0,1014,116,116,116,114,114,8,1,32000,32,32,32,6,229,6,229,32000,32,32000,32,687707,32,2498945,0
3640,114626,32000,32000,0,0,0,0,0,687707,32,114594,32,116,116,229,1707,2,0,1014,116,116,116,114,114,18,1,32000,32,32,32,6,229,6,229,32000,32,32000,32,687707,32,2507261,0
3650,114952,32000,32000,0,0,0,0,0,687707,32,114920,32,117,117,231,1034,2,0,1034,117,117,117,115,115,0,1,32000,32,32,32,7,231,7,231,32000,32,32000,32,687707,32,2514455,0
3660,115200,32000,32000,0,0,0,0,0,687707,32,115168,32,117,117,231,1282,2,0,1034,117,117,117,115,115,10,1,32000,32,32,32,7,231,7,231,32000,32,32000,32,687707,32,2519911,0
3670,115376,32000,32000,0,0,0,0,0,687707,32,115344,32,117,117,232,459,1,1000,446,117,117,117,116,116,20,1,32000,32,32,32,7,232,7,232,32000,32,32000,32,687707,32,2523805,0
3680,115742,32000,32000,0,0,0,0,0,687707,32,115710,32,117,117,232,825,1,1000,446,117,117,117,116,116,30,1,32000,32,32,32,7,232,7,232,32000,32,32000,32,687707,32,2531857,0
3690,116117,32000,32000,0,0,0,0,0,687707,32,116085,32,118,118,233,1200,2,0,1040,118,118,118,116,116,4,1,32000,32,32,32,7,233,7,233,32000,32,32000,32,687707,32,2540107,0
3700,116490,32000,32000,0,0,0,0,0,687707,32,116458,32,118,118,233,1573,2,0,1040,118,118,118,116,116,14,1,32000,32,32,32,7,233,7,233,32000,32,32000,32,687707,32,2548313,0
3710,116867,32000,32000,0,0,0,0,0,687707,32,116835,32,118,118,233,1950,2,0,1040,118,118,118,116,116,24,1,32000,32,32,32,7,233,7,233,32000,32,32000,32,687707,32,2556607,0
3720,117027,32000,32000,0,0,0,0,0,687707,32,116995,32,119,119,235,1111,2,0,1005,119,119,119,117,117,4,1,32000,32,32,32,7,235,7,235,32000,32,32000,32,687707,32,2560149,0
3730,117325,32000,32000,0,0,0,0,0,687707,32,117293,32,119,119,236,410,1,1000,408,119,119,119,118,118,14,1,32000,32,32,32,7,236,7,236,32000,32,32000,32,687707,32,2566727,0
3740,117600,32000,32000,0,0,0,0,0,687707,32,117568,32,119,119,236,685,1,1000,408,119,119,119,118,118,26,1,32000,32,32,32,7,236,7,236,32000,32,32000,32,687707,32,2572777,0
3750,117976,32000,32000,0,0,0,0,0,687707,32,117944,32,120,120,237,1061,2,0,1055,120,120,120,118,118,0,1,32000,32,32,32,7,237,7,237,32000,32,32000,32,687707,32,2581049,0
3760,118354,32000,32000,0,0,0,0,0,687707,32,118322,32,120,120,237,1439,2,0,1055,120,120,120,118,118,10,1,32000,32,32,32,7,237,7,237,32000,32,32000,32,687707,32,2589365,0
3770,118694,32000,32000,0,0,0,0,0,687707,32,118662,32,120,120,237,1779,2,0,1055,120,120,120,118,118,18,1,32000,32,32,32,7,237,7,237,32000,32,32000,32,687707,32,2596867,0
3780,118883,32000,32000,0,0,0,0,0,687707,32,118851,32,120,120,238,969,1,1000,948,120,120,120,119,119,28,1,32000,32,32,32,7,238,7,238,32000,32,32000,32,687707,32,2601047,0
3790,119272,32000,32000,0,0,0,0,0,687707,32,119240,32,121,121,239,1358,2,0,1139,121,121,121,119,119,4,1,32000,32,32,32,7,239,7,239,32000,32,32000,32,687707,32,2609583,0
3800,119469,32000,32000,0,0,0,0,0,687707,32,119437,32,121,121,240,556,1,1000,482,121,121,121,120,120,14,1,32000,32,32,32,7,240,7,240,32000,32,32000,32,687707,32,2613961,0
3810,119849,32000,32000,0,0,0,0,0,687707,32,119817,32,121,121,240,936,1,1000,482,121,121,121,120,120,26,1,32000,32,32,32,7,240,7,240,32000,32,32000,32,687707,32,2622321,0
3820,120193,32000,32000,0,0,0,0,0,687707,32,120161,32,122,122,241,1280,2,0,1007,122,122,122,120,120,6,1,32000,32,32,32,7,241,7,241,32000,32,32000,32,687707,32,2629867,0
3830,120570,32000,32000,0,0,0,0,0,687707,32,120538,32,122,122,241,1657,2,0,1007,122,122,122,120,120,16,1,32000,32,32,32,7,241,7,241,32000,32,32000,32,687707,32,2638161,0
3840,120798,32000,32000,0,0,0,0,0,687707,32,120766,32,122,122,242,886,1,1000,879,122,122,122,121,121,26,1,32000,32,32,32,7,242,7,242,32000,32,32000,32,687707,32,2643199,0
3850,121152,32000,32000,0,0,0,0,0,687707,32,121120,32,123,123,243,1240,2,0,1023,123,123,123,121,121,4,1,32000,32,32,32,7,243,7,243,32000,32,32000,32,687707,32,2650987,0
3860,121531,32000,32000,0,0,0,0,0,687707,32,121499,32,123,123,243,1619,2,0,1023,123,123,123,121,121,14,1,32000,32,32,32,7,243,7,243,32000,32,32000,32,687707,32,2659347,0
3870,121690,32000,32000,0,0,0,0,0,687707,32,121658,32,123,123,244,779,1,1000,714,123,123,123,122,122,24,1,32000,32,32,32,7,244,7,244,32000,32,32000,32,687707,32,2662845,0
3880,122068,32000,32000,0,0,0,0,0,687707,32,122036,32,124,124,245,1157,2,0,1039,124,124,124,122,122,2,1,32000,32,32,32,7,245,7,245,32000,32,32000,32,687707,32,2671205,0
3890,122453,32000,32000,0,0,0,0,0,687707,32,122421,32,124,124,245,1542,2,0,1039,124,124,124,122,122,12,1,32000,32,32,32,7,245,7,245,32000,32,32000,32,687707,32,2679631,0
3900,122712,32000,32000,0,0,0,0,0,687707,32,122680,32,124,124,246,802,1,1000,793,124,124,124,123,123,22,1,32000,32,32,32,7,246,7,246,32000,32,32000,32,687707,32,2685351,0
3910,122976,32000,32000,0,0,0,0,0,687707,32,122944,32,125,125,247,1066,2,0,1026,125,125,125,123,123,0,1,32000,32,32,32,7,247,7,247,32000,32,32000,32,687707,32,2691159,0
3920,123323,32000,32000,0,0,0,0,0,687707,32,123291,32,125,125,247,1413,2,0,1026,125,125,125,123,123,10,1,32000,32,32,32,7,247,7,247,32000,32,32000,32,687707,32,2698815,0
3930,123575,32000,32000,0,0,0,0,0,687707,32,123543,32,125,125,248,666,1,1000,655,125,125,125,124,124,20,1,32000,32,32,32,7,248,7,248,32000,32,32000,32,687707,32,2704359,0
3940,123897,32000,32000,0,0,0,0,0,687707,32,123865,32,125,125,248,988,1,1000,655,125,125,125,124,124,30,1,32000,32,32,32,7,248,7,248,32000,32,32000,32,687707,32,2711465,0
3950,124281,32000,32000,0,0,0,0,0,687707,32,124249,32,126,126,249,1372,2,0,1048,126,126,126,124,124,8,1,32000,32,32,32,7,249,7,249,32000,32,32000,32,687707,32,2719891,0
3960,124548,32000,32000,0,0,0,0,0,687707,32,124516,32,126,126,250,640,1,1000,635,126,126,126,125,125,18,1,32000,32,32,32,7,250,7,250,32000,32,32000,32,687707,32,2725787,0
3970,124808,32000,32000,0,0,0,0,0,687707,32,124776,32,126,126,250,900,1,1000,635,126,126,126,125,125,26,1,32000,32,32,32,7,250,7,250,32000,32,32000,32,687707,32,2731529,0
3980,125185,32000,32000,0,0,0,0,0,687707,32,125153,32,127,127,251,1277,2,0,1049,127,127,127,125,125,6,1,32000,32,32,32,7,251,7,251,32000,32,32000,32,687707,32,2739801,0
3990,125514,32000,32000,0,0,0,0,0,687707,32,125482,32,127,127,252,607,1,1000,602,127,127,127,126,126,16,1,32000,32,32,32,7,252,7,252,32000,32,32000,32,687707,32,2747061,0
4000,125753,32000,32000,0,0,0,0,0,687707,32,125721,32,127,127,252,846,1,1000,602,127,127,127,126,126,26,1,32000,32,32,32,7,252,7,252,32000,32,32000,32,687707,32,2752319,0
4010,126115,32000,32000,0,0,0,0,0,687707,32,126083,32,128,128,253,1208,2,0,1048,128,128,128,126,126,4,1,32000,32,32,32,7,253,7,253,32000,32,32000,32,687707,32,2760305,0
4020,126465,32000,32000,0,0,0,0,0,687707,32,126433,32,128,128,253,1558,2,0,1048,128,128,128,126,126,12,1,32000,32,32,32,7,253,7,253,32000,32,32000,32,687707,32,2767983,0
4030,126659,32000,32000,0,0,0,0,0,687707,32,126627,32,128,128,254,753,1,1000,562,128,128,128,127,127,24,1,32000,32,32,32,7,254,7,254,32000,32,32000,32,687707,32,2772273,0
4040,127037,32000,32000,0,0,0,0,0,687707,32,127005,32,129,129,255,1131,2,0,1051,129,129,129,127,127,2,1,32000,32,32,32,7,255,7,255,32000,32,32000,32,687707,32,2780589,0
4050,127416,32000,32000,0,0,0,0,0,687707,32,127384,32,129,129,255,1510,2,0,1051,129,129,129,127,127,12,1,32000,32,32,32,7,255,7,255,32000,32,32000,32,687707,32,2788949,0
4060,127568,32000,32000,0,0,0,0,0,687707,32,127536,32,129,129,256,663,1,1000,517,129,129,129,128,128,20,1,32000,32,32,32,7,256,7,256,32000,32,32000,32,687707,32,2792315,0
4070,127944,32000,32000,0,0,0,0,0,687707,32,127912,32,129,129,256,1039,2,1000,517,129,130,129,128,128,30,1,32000,32,32,32,7,256,7,256,32000,32,32000,32,687707,32,2800565,0
4080,128317,32000,32000,0,0,0,0,0,687707,32,128285,32,130,130,257,1412,2,0,1049,130,130,130,128,128,8,1,32000,32,32,32,7,257,7,257,32000,32,32000,32,687707,32,2808771,0
4090,128522,32000,32000,0,0,0,0,0,687707,32,128490,32,130,130,258,618,1,1000,460,130,130,130,129,129,20,1,32000,32,32,32,7,258,7,258,32000,32,32000,32,687707,32,2813303,0
4100,128888,32000,32000,0,0,0,0,0,687707,32,128856,32,130,130,258,984,1,1000,460,130,130,130,129,129,30,1,32000,32,32,32,7,258,7,258,32000,32,32000,32,687707,32,2821355,0
4110,129226,32000,32000,0,0,0,0,0,687707,32,129194,32,131,131,259,1322,2,0,1049,131,131,131,129,129,6,1,32000,32,32,32,7,259,7,259,32000,32,32000,32,687707,32,2828791,0
4120,129604,32000,32000,0,0,0,0,0,687707,32,129572,32,131,131,259,1700,2,0,1049,131,131,131,129,129,16,1,32000,32,32,32,7,259,7,259,32000,32,32000,32,687707,32,2837107,0
4130,129867,32000,32000,0,0,0,0,0,687707,32,129835,32,131,131,260,964,1,1000,961,131,131,131,130,130,26,1,32000,32,32,32,7,260,7,260,32000,32,32000,32,687707,32,2842915,0
4140,130166,32000,32000,0,0,0,0,0,687707,32,130134,32,132,132,261,1263,2,0,1054,132,132,132,130,130,4,1,32000,32,32,32,7,261,7,261,32000,32,32000,32,687707,32,2849493,0
4150,130418,32000,32000,0,0,0,0,0,687707,32,130386,32,132,132,262,516,1,1000,507,132,132,132,131,131,14,1,32000,32,32,32,7,262,7,262,32000,32,32000,32,687707,32,2855059,0
4160,130706,32000,32000,0,0,0,0,0,687707,32,130674,32,132,132,262,804,1,1000,507,132,132,132,131,131,24,1,32000,32,32,32,7,262,7,262,32000,32,32000,32,687707,32,2861395,0
4170,131083,32000,32000,0,0,0,0,0,687707,32,131051,32,133,133,263,1181,2,0,1054,133,133,133,131,131,2,1,32000,32,32,32,7,263,7,263,32000,32,32000,32,687707,32,2869689,0
4180,131459,32000,32000,0,0,0,0,0,687707,32,131427,32,133,133,263,1557,2,0,1054,133,133,133,131,131,12,1,32000,32,32,32,7,263,7,263,32000,32,32000,32,687707,32,2877961,0
4190,131757,32000,32000,0,0,0,0,0,687707,32,131725,32,133,133,264,856,1,1000,851,133,133,133,132,132,22,1,32000,32,32,32,7,264,7,264,32000,32,32000,32,687707,32,2884539,0
4200,131990,32000,32000,0,0,0,0,0,687707,32,131958,32,134,134,265,1089,2,0,1053,134,134,134,132,132,0,1,32000,32,32,32,7,265,7,265,32000,32,32000,32,687707,32,2889665,0
4210,132253,32000,32000,0,0,0,0,0,687707,32,132221,32,134,134,265,1352,2,0,1053,134,134,134,132,132,10,1,32000,32,32,32,7,265,7,265,32000,32,32000,32,687707,32,2895473,0
4220,132513,32000,32000,0,0,0,0,0,687707,32,132481,32,134,134,266,613,1,1000,600,134,134,134,133,133,20,1,32000,32,32,32,7,266,7,266,32000,32,32000,32,687707,32,2901193,0
4230,132832,32000,32000,0,0,0,0,0,687707,32,132800,32,134,134,266,932,1,1000,600,134,134,134,133,133,30,1,32000,32,32,32,7,266,7,266,32000,32,32000,32,687707,32,2908211,0
4240,133166,32000,32000,0,0,0,0,0,687707,32,133134,32,135,135,267,1266,2,0,1045,135,135,135,133,133,6,1,32000,32,32,32,7,267,7,267,32000,32,32000,32,687707,32,2915559,0
4250,133495,32000,32000,0,0,0,0,0,687707,32,133463,32,135,135,268,596,1,1000,591,135,135,135,134,134,16,1,32000,32,32,32,7,268,7,268,32000,32,32000,32,687707,32,2922819,0
4260,133737,32000,32000,0,0,0,0,0,687707,32,133705,32,135,135,268,838,1,1000,591,135,135,135,134,134,26,1,32000,32,32,32,7,268,7,268,32000,32,32000,32,687707,32,2928143,0
4270,134112,32000,32000,0,0,0,0,0,687707,32,134080,32,136,136,269,1213,2,0,1043,136,136,136,134,134,4,1,32000,32,32,32,7,269,7,269,32000,32,32000,32,687707,32,2936393,0
4281,134451,32000,32000,0,0,0,0,0,687707,32,134419,32,136,136,270,553,1,1000,537,136,136,136,135,135,14,1,32000,32,32,32,7,270,7,270,32000,32,32000,32,687707,32,2943873,0
4290,134649,32000,32000,0,0,0,0,0,687707,32,134617,32,136,136,270,751,1,1000,537,136,136,136,135,135,22,1,32000,32,32,32,7,270,7,270,32000,32,32000,32,687707,32,2948229,0
4300,135013,32000,32000,0,0,0,0,0,687707,32,134981,32,137,137,271,1115,2,0,1038,137,137,137,135,135,2,1,32000,32,32,32,7,271,7,271,32000,32,32000,32,687707,32,2956237,0
4310,135385,32000,32000,0,0,0,0,0,687707,32,135353,32,137,137,271,1487,2,0,1038,137,137,137,135,135,12,1,32000,32,32,32,7,271,7,271,32000,32,32000,32,687707,32,2964421,0
4320,135762,32000,32000,0,0,0,0,0,687707,32,135730,32,137,137,271,1864,2,0,1038,137,137,137,135,135,22,1,32000,32,32,32,7,271,7,271,32000,32,32000,32,687707,32,2972737,0
4330,135917,32000,32000,0,0,0,0,0,687707,32,135885,32,138,138,273,1020,2,0,1016,138,138,138,136,136,2,1,32000,32,32,32,8,273,8,273,32000,32,32000,32,687707,32,2976169,0
4340,136295,32000,32000,0,0,0,0,0,687707,32,136263,32,138,138,273,1398,2,0,1016,138,138,138,136,136,12,1,32000,32,32,32,8,273,8,273,32000,32,32000,32,687707,32,2984463,0
4350,136490,32000,32000,0,0,0,0,0,687707,32,136458,32,138,138,274,594,1,1000,447,138,138,138,137,137,22,1,32000,32,32,32,8,274,8,274,32000,32,32000,32,687707,32,2988775,0
4360,136869,32000,32000,0,0,0,0,0,687707,32,136837,32,138,138,274,973,1,1000,447,138,138,138,137,137,34,1,32000,32,32,32,8,274,8,274,32000,32,32000,32,687707,32,2997113,0
4370,137243,32000,32000,0,0,0,0,0,687707,32,137211,32,139,139,275,1347,2,0,1042,139,139,139,137,137,8,1,32000,32,32,32,8,275,8,275,32000,32,32000,32,687707,32,3005341,0
4380,137578,32000,32000,0,0,0,0,0,687707,32,137546,32,139,139,275,1682,2,0,1042,139,139,139,137,137,16,1,32000,32,32,32,8,275,8,275,32000,32,32000,32,687707,32,3012711,0
4390,137846,32000,32000,0,0,0,0,0,687707,32,137814,32,139,139,276,951,1,1000,945,139,139,139,138,138,26,1,32000,32,32,32,8,276,8,276,32000,32,32000,32,687707,32,3018629,0
4400,138143,32000,32000,0,0,0,0,0,687707,32,138111,32,140,140,277,1249,2,0,1037,140,140,140,138,138,4,1,32000,32,32,32,8,277,8,277,32000,32,32000,32,687707,32,3025185,0
4410,138503,32000,32000,0,0,0,0,0,687707,32,138471,32,140,140,278,609,1,1000,605,140,140,140,139,139,15,1,32000,32,32,32,8,278,8,278,32000,32,32000,32,687707,32,3033105,0
4420,138678,32000,32000,0,0,0,0,0,687707,32,138646,32,140,140,278,784,1,1000,605,140,140,140,139,139,24,1,32000,32,32,32,8,278,8,278,32000,32,32000,32,687707,32,3036955,0
4430,139051,32000,32000,0,0,0,0,0,687707,32,139019,32,141,141,279,1157,2,0,1037,141,141,141,139,139,2,1,32000,32,32,32,8,279,8,279,32000,32,32000,32,687707,32,3045161,0
4440,139429,32000,32000,0,0,0,0,0,687707,32,139397,32,141,141,279,1535,2,0,1037,141,141,141,139,139,12,1,32000,32,32,32,8,279,8,279,32000,32,32000,32,687707,32,3053477,0
4450,139749,32000,32000,0,0,0,0,0,687707,32,139717,32,141,141,280,856,1,1000,851,141,141,141,140,140,22,1,32000,32,32,32,8,280,8,280,32000,32,32000,32,687707,32,3060539,0
4461,140001,32000,32000,0,0,0,0,0,687707,32,139969,32,142,142,281,1108,2,0,1039,142,142,142,140,140,0,1,32000,32,32,32,8,281,8,281,32000,32,32000,32,687707,32,3066083,0
4470,140337,32000,32000,0,0,0,0,0,687707,32,140305,32,142,142,281,1444,2,0,1039,142,142,142,140,140,10,1,32000,32,32,32,8,281,8,281,32000,32,32000,32,687707,32,3073475,0
4480,140684,32000,32000,0,0,0,0,0,687707,32,140652,32,142,142,282,792,1,1000,789,142,142,142,141,141,20,1,32000,32,32,32,8,282,8,282,32000,32,32000,32,687707,32,3081131,0
4490,140911,32000,32000,0,0,0,0,0,687707,32,140879,32,142,142,282,1019,2,1000,789,142,143,142,141,141,30,1,32000,32,32,32,8,282,8,282,32000,32,32000,32,687707,32,3086125,0
4500,141276,32000,32000,0,0,0,0,0,687707,32,141244,32,143,143,283,1384,2,0,1042,143,143,143,141,141,8,1,32000,32,32,32,8,283,8,283,32000,32,32000,32,687707,32,3094155,0
4510,141418,32000,32000,0,0,0,0,0,687707,32,141386,32,143,143,284,527,1,1000,524,143,143,143,142,142,18,1,32000,32,32,32,8,284,8,284,32000,32,32000,32,687707,32,3097301,0
4520,141703,32000,32000,0,0,0,0,0,687707,32,141671,32,143,143,284,812,1,1000,524,143,143,143,142,142,28,1,32000,32,32,32,8,284,8,284,32000,32,32000,32,687707,32,3103593,0
4530,142080,32000,32000,0,0,0,0,0,687707,32,142048,32,144,144,285,1189,2,0,1012,144,144,144,142,142,4,1,32000,32,32,32,8,285,8,285,32000,32,32000,32,687707,32,3111865,0
4540,142455,32000,32000,0,0,0,0,0,687707,32,142423,32,144,144,285,1564,2,0,1012,144,144,144,142,142,14,1,32000,32,32,32,8,285,8,285,32000,32,32000,32,687707,32,3120115,0
4550,142834,32000,32000,0,0,0,0,0,687707,32,142802,32,144,144,285,1943,2,0,1012,144,144,144,142,142,24,1,32000,32,32,32,8,285,8,285,32000,32,32000,32,687707,32,3128453,0
4560,142992,32000,32000,0,0,0,0,0,687707,32,142960,32,145,145,287,1102,2,0,1008,145,145,145,143,143,6,1,32000,32,32,32,8,287,8,287,32000,32,32000,32,687707,32,3131951,0
4570,143336,32000,32000,0,0,0,0,0,687707,32,143304,32,145,145,288,447,1,1000,439,145,145,145,144,144,16,1,32000,32,32,32,8,288,8,288,32000,32,32000,32,687707,32,3139541,0
4580,143568,32000,32000,0,0,0,0,0,687707,32,143536,32,145,145,288,679,1,1000,439,145,145,145,144,144,26,1,32000,32,32,32,8,288,8,288,32000,32,32000,32,687707,32,3144645,0
4590,143944,32000,32000,0,0,0,0,0,687707,32,143912,32,146,146,289,1055,2,0,1028,146,146,146,144,144,0,1,32000,32,32,32,8,289,8,289,32000,32,32000,32,687707,32,3152917,0
4600,144286,32000,32000,0,0,0,0,0,687707,32,144254,32,146,146,289,1397,2,0,1028,146,146,146,144,144,8,1,32000,32,32,32,8,289,8,289,32000,32,32000,32,687707,32,3160441,0
4610,144662,32000,32000,0,0,0,0,0,687707,32,144630,32,146,146,289,1773,2,0,1028,146,146,146,144,144,20,1,32000,32,32,32,8,289,8,289,32000,32,32000,32,687707,32,3168713,0
4620,144864,32000,32000,0,0,0,0,0,687707,32,144832,32,146,146,290,976,1,1000,958,146,146,146,145,145,30,1,32000,32,32,32,8,290,8,290,32000,32,32000,32,687707,32,3173179,0
4630,145246,32000,32000,0,0,0,0,0,687707,32,145214,32,147,147,291,1358,2,0,1127,147,147,147,145,145,6,1,32000,32,32,32,8,291,8,291,32000,32,32000,32,687707,32,3181583,0
4640,145442,32000,32000,0,0,0,0,0,687707,32,145410,32,147,147,292,555,1,1000,514,147,147,147,146,146,16,1,32000,32,32,32,8,292,8,292,32000,32,32000,32,687707,32,3185917,0
4650,145786,32000,32000,0,0,0,0,0,687707,32,145754,32,147,147,292,899,1,1000,514,147,147,147,146,146,24,1,32000,32,32,32,8,292,8,292,32000,32,32000,32,687707,32,3193485,0
4660,146164,32000,32000,0,0,0,0,0,687707,32,146132,32,148,148,293,1277,2,0,1059,148,148,148,146,146,4,1,32000,32,32,32,8,293,8,293,32000,32,32000,32,687707,32,3201996,0
4670,146542,32000,32000,0,0,0,0,0,687707,32,146510,32,148,148,293,1655,2,0,1059,148,148,148,146,146,16,1,32000,32,32,32,8,293,8,293,32000,32,32000,32,687707,32,3210690,0
4680,146749,32000,32000,0,0,0,0,0,687707,32,146717,32,148,148,294,863,1,1000,857,148,148,148,147,147,26,1,32000,32,32,32,8,294,8,294,32000,32,32000,32,687707,32,3215474,0
4691,147121,32000,32000,0,0,0,0,0,687707,32,147089,32,149,149,295,1235,2,0,1072,149,149,149,147,147,4,1,32000,32,32,32,8,295,8,295,32000,32,32000,32,687707,32,3224030,0
4700,147461,32000,32000,0,0,0,0,0,687707,32,147429,32,149,149,295,1575,2,0,1072,149,149,149,147,147,12,1,32000,32,32,32,8,295,8,295,32000,32,32000,32,687707,32,3231850,0
4710,147703,32000,32000,0,0,0,0,0,687707,32,147671,32,149,149,296,818,1,1000,813,149,149,149,148,148,22,1,32000,32,32,32,8,296,8,296,32000,32,32000,32,687707,32,3237439,0
4720,148040,32000,32000,0,0,0,0,0,687707,32,148008,32,150,150,297,1155,2,0,1008,150,150,150,148,148,2,1,32000,32,32,32,8,297,8,297,32000,32,32000,32,687707,32,3245190,0
4730,148415,32000,32000,0,0,0,0,0,687707,32,148383,32,150,150,297,1530,2,0,1008,150,150,150,148,148,12,1,32000,32,32,32,8,297,8,297,32000,32,32000,32,687707,32,3253815,0
4740,148641,32000,32000,0,0,0,0,0,687707,32,148609,32,150,150,298,757,1,1000,745,150,150,150,149,149,22,1,32000,32,32,32,8,298,8,298,32000,32,32000,32,687707,32,3259036,0
4750,148951,32000,32000,0,0,0,0,0,687707,32,148919,32,151,151,299,1067,2,0,1016,151,151,151,149,149,0,1,32000,32,32,32,8,299,8,299,32000,32,32000,32,687707,32,3266166,0
4760,149333,32000,32000,0,0,0,0,0,687707,32,149301,32,151,151,299,1449,2,0,1016,151,151,151,149,149,10,1,32000,32,32,32,8,299,8,299,32000,32,32000,32,687707,32,3274952,0
4770,149582,32000,32000,0,0,0,0,0,687707,32,149550,32,151,151,300,699,1,1000,694,151,151,151,150,150,20,1,32000,32,32,32,8,300,8,300,32000,32,32000,32,687707,32,3280702,0
4780,149909,32000,32000,0,0,0,0,0,687707,32,149877,32,151,151,300,1026,2,1000,694,151,152,151,150,150,30,1,32000,32,32,32,8,300,8,300,32000,32,32000,32,687707,32,3288223,0
4790,150250,32000,32000,0,0,0,0,0,687707,32,150218,32,152,152,301,1367,2,0,1038,152,152,152,150,150,8,1,32000,32,32,32,8,301,8,301,32000,32,32000,32,687707,32,3296066,0
4800,150539,32000,32000,0,0,0,0,0,687707,32,150507,32,152,152,302,657,1,1000,651,152,152,152,151,151,18,1,32000,32,32,32,8,302,8,302,32000,32,32000,32,687707,32,3302736,0
4810,150795,32000,32000,0,0,0,0,0,687707,32,150763,32,152,152,302,913,1,1000,651,152,152,152,151,151,28,1,32000,32,32,32,8,302,8,302,32000,32,32000,32,687707,32,3308624,0
4820,151182,32000,32000,0,0,0,0,0,687707,32,151150,32,153,153,303,1300,2,0,1034,153,153,153,151,151,6,1,32000,32,32,32,8,303,8,303,32000,32,32000,32,687707,32,3317525,0
4830,151420,32000,32000,0,0,0,0,0,687707,32,151388,32,153,153,304,539,1,1000,532,153,153,153,152,152,16,1,32000,32,32,32,8,304,8,304,32000,32,32000,32,687707,32,3323022,0
4840,151718,32000,32000,0,0,0,0,0,687707,32,151686,32,153,153,304,837,1,1000,532,153,153,153,152,152,26,1,32000,32,32,32,8,304,8,304,32000,32,32000,32,687707,32,3329876,0
4850,152092,32000,32000,0,0,0,0,0,687707,32,152060,32,154,154,305,1211,2,0,1053,154,154,154,152,152,4,1,32000,32,32,32,8,305,8,305,32000,32,32000,32,687707,32,3338478,0
4860,152368,32000,32000,0,0,0,0,0,687707,32,152336,32,154,154,306,488,1,1000,478,154,154,154,153,153,14,1,32000,32,32,32,8,306,8,306,32000,32,32000,32,687707,32,3344849,0
4870,152670,32000,32000,0,0,0,0,0,687707,32,152638,32,154,154,306,790,1,1000,478,154,154,154,153,153,24,1,32000,32,32,32,8,306,8,306,32000,32,32000,32,687707,32,3351795,0
4880,153015,32000,32000,0,0,0,0,0,687707,32,152983,32,155,155,307,1135,2,0,1057,155,155,155,153,153,2,1,32000,32,32,32,8,307,8,307,32000,32,32000,32,687707,32,3359776,0
