elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes
0,6.172,0.000,1.516,1.516,0
60,40.422,2.816,1.516,4.324,25596
120,54.031,2.871,2.520,5.391,26481
180,65.375,2.953,2.520,5.473,26628
240,80.219,3.023,4.527,7.559,25074
300,89.578,2.918,4.527,7.441,24444
360,104.906,3.020,4.527,7.547,20811
420,117.094,2.938,8.543,11.480,19047
480,135.531,2.977,8.543,11.520,23584
540,163.000,2.887,8.543,11.430,17468
600,202.281,3.031,8.543,11.574,41360
660,257.531,3.137,8.543,11.680,38874
720,310.859,3.168,8.543,11.711,38918
780,343.125,3.090,8.543,11.633,39028
840,383.641,2.969,16.574,19.543,38170
900,426.953,3.156,16.574,19.730,37004
960,467.422,3.160,16.574,19.734,34320
1020,485.547,2.906,16.574,19.477,33000
1080,505.109,3.328,16.574,19.902,32054
1140,540.734,3.516,16.574,20.090,31790
1200,576.641,3.633,16.574,20.203,31152
1260,618.578,4.297,16.574,20.871,53658
1320,666.453,4.301,16.574,20.875,26642
1380,695.188,4.523,16.574,21.098,37950
1440,737.641,5.250,16.574,21.828,52272
1500,779.672,5.602,16.574,22.180,53042
1560,828.812,6.129,16.574,22.703,50732
1620,889.625,6.637,16.574,23.211,49258
1680,942.734,7.316,16.574,23.891,50776
1740,999.094,8.219,32.637,40.852,52426
1800,1058.906,8.922,32.637,41.562,51458
1860,1084.172,9.742,32.637,42.375,50182
1920,1134.984,10.633,32.637,43.266,48576
1980,1193.406,11.621,32.637,44.258,64812
2040,1253.734,12.699,32.637,45.340,74140
2100,1321.578,13.633,32.637,46.273,74206
2160,1381.969,14.617,32.637,47.254,72666
2220,1399.875,15.523,32.637,48.160,73876
2280,1405.969,16.562,32.637,49.191,75086
2341,1413.156,17.754,32.637,50.391,75944
2400,1281.328,18.867,32.637,51.500,75812
2460,1291.828,19.863,32.637,52.492,74514
2520,1317.922,21.562,32.637,54.195,99682
2580,1333.250,22.605,32.637,55.246,101816
2640,1354.047,23.812,32.637,56.449,103576
2700,1369.891,25.039,32.637,57.676,105028
2760,1386.531,26.672,32.637,59.309,122078
2820,1398.031,28.117,32.637,60.750,127468
2880,1406.750,29.504,32.637,62.145,127820
2941,1416.797,30.895,32.637,63.531,128722
3000,1425.156,32.102,32.637,64.738,129822
3060,1433.375,33.477,32.637,66.113,128260
3120,1443.984,34.949,32.637,67.582,128700
3180,1453.656,36.293,32.637,68.922,129778
3240,1476.188,37.469,32.637,70.117,131164
3300,1497.453,38.965,32.637,71.605,135850
3360,1510.328,40.832,32.637,73.480,156090
3420,1523.266,42.422,32.637,75.055,156464
3480,1539.156,44.012,45.516,89.527,156728
3540,1563.891,45.441,64.762,110.203,157872
3600,1582.422,47.008,64.762,111.766,158290
3660,1597.203,48.590,64.762,113.363,164384
3720,1609.094,50.195,64.762,114.957,163306
3780,1619.578,51.914,64.762,116.672,163570
3840,1649.562,53.703,64.762,118.465,180796
3900,1662.359,55.367,64.762,120.129,181038
3960,1673.703,57.074,64.762,121.840,180290
4020,1684.375,58.691,64.762,123.457,182314
4080,1708.969,60.512,64.762,125.273,183568
4140,1730.328,62.074,64.762,126.836,184602
4200,1742.500,63.750,64.762,128.512,185614
4260,1758.609,65.477,64.762,130.238,191136
4320,1771.203,67.328,64.762,132.090,195822
4380,1785.594,69.211,64.762,133.969,212718
4440,1806.438,71.020,64.762,135.781,213730
4500,1818.938,72.707,64.762,137.473,218482
4560,1853.125,74.195,64.762,138.949,218064
4620,1865.594,75.797,64.762,140.559,219912
4680,1881.625,77.668,64.762,142.438,225013
4740,1842.516,79.305,64.762,144.062,230786
4800,1862.391,81.039,64.762,145.805,239756
4860,1885.531,82.855,64.762,147.625,259099
4920,1900.656,84.664,64.762,149.426,262181
4980,1915.578,86.453,64.762,151.203,263055
5040,1930.531,88.285,64.762,153.043,263561
5100,1945.875,90.184,64.762,154.945,264826
5160,1959.141,91.977,64.762,156.750,267678
5220,1983.406,94.180,64.762,158.949,288815
5280,1999.656,95.707,64.762,160.469,265148
5340,2018.781,97.801,64.762,162.559,291759
5400,2036.906,99.809,64.762,164.570,292426
5460,2054.375,101.473,64.762,166.242,291207
5520,2069.344,103.297,64.762,168.055,291230
5580,2084.734,105.121,64.762,169.879,292219
5640,2109.141,107.070,64.762,171.824,301580
5700,2126.844,108.887,64.762,173.648,298682
5760,2165.156,110.949,64.762,175.688,293208
5820,2180.469,113.117,64.762,177.879,320578
5880,2196.203,115.102,64.762,179.852,321843
5940,2216.781,117.039,64.762,181.797,321659
6000,2234.547,118.910,64.762,183.672,323085
6060,2251.328,120.598,64.762,185.352,321797
6120,2267.547,122.680,64.762,187.449,323200
6180,2285.094,124.633,64.762,189.391,324465
6240,2302.234,126.695,64.762,191.461,325592
6300,2206.594,128.379,64.762,193.141,326213
6360,2225.125,130.473,64.762,195.230,324741
6420,2243.891,132.312,64.762,197.070,338794
6480,2277.922,134.066,64.762,198.820,327616
6540,2311.359,136.441,64.762,201.199,353330
6600,2329.078,138.418,64.762,203.180,354020
6660,2352.984,140.137,64.762,204.895,352801
6720,2369.000,142.270,64.762,207.035,352594
6780,2312.625,144.395,64.762,209.156,353859
6840,2329.609,146.113,70.516,216.625,354158
6900,2303.578,148.027,75.027,223.055,354503
6960,2302.641,150.051,86.027,236.078,353215
7020,2326.266,152.074,95.027,247.086,355009
7080,2343.906,154.223,99.027,253.246,381252
7140,2362.562,155.922,99.027,254.949,363979
7200,2348.609,158.227,99.027,257.254,384242
7260,2359.344,160.102,99.027,259.137,382310
7320,2387.375,162.004,102.027,264.031,386243
7380,2407.656,163.594,103.027,266.609,389095
7440,2431.219,165.488,103.027,268.516,392821
7500,2457.906,167.316,103.027,270.344,392729
7560,2476.594,169.555,103.027,272.582,410140
7620,2493.656,171.441,103.027,274.457,391234
7680,2515.078,173.723,103.027,276.742,417592
7740,2536.547,175.602,103.027,278.625,418075
7800,2470.422,177.320,103.027,280.348,401124
7860,2491.875,179.496,103.027,282.512,416534
7920,2512.625,181.512,103.027,284.523,416948
7980,2529.141,183.398,103.027,286.430,417339
8040,2545.312,185.324,103.027,288.348,418834
8100,2564.109,187.289,103.027,290.320,421318
8160,2611.500,189.020,103.027,292.047,418995
8220,2628.250,191.277,103.027,294.305,419455
8280,2646.922,193.410,103.027,296.422,419846
8340,2663.750,195.164,103.027,298.180,418834
8400,2682.891,197.254,103.027,300.289,418535
8460,2701.797,199.426,103.027,302.449,443260
8520,2721.250,201.391,103.027,304.430,443329
8580,2760.516,203.355,103.027,306.375,443467
8640,2704.141,205.441,103.027,308.457,443766
8701,2725.641,207.297,103.027,310.324,443352
8760,2748.125,208.953,103.027,312.004,443743
8820,2688.812,211.090,103.027,314.117,443881
8880,2711.000,212.996,103.027,316.016,445537
8940,2731.797,214.957,103.027,317.969,445767
9000,2758.750,216.918,103.027,319.941,447147
9060,2730.109,219.117,103.027,322.137,445491
9120,2699.938,220.988,103.027,324.008,446664
9180,2720.750,222.750,103.027,325.777,450735
9240,2741.156,224.973,103.027,327.996,447538
9300,2721.422,227.211,103.027,330.238,473666
9360,2738.656,229.090,106.027,335.117,472171
9420,2759.578,231.070,106.027,337.098,472608
9480,2777.672,233.062,108.027,341.086,472608
9540,2795.609,235.105,108.027,343.129,473367
