current_epoch,passes_total
459,457174
459,457490
460,457885
460,458058
460,458435
461,458821
461,459210
461,459438
462,459750
462,460131
462,460325
463,460711
463,461096
463,461251
464,461645
464,462028
464,462232
465,462620
465,462967
465,463358
465,463564
466,463954
466,464298
466,464505
467,464895
467,465165
467,465479
468,465870
468,466253
468,466532
469,466802
469,467000
469,467386
470,467772
470,468118
470,468320
471,468709
471,469090
471,469296
472,469647
472,470033
472,470424
473,470623
473,471005
473,471164
474,471565
474,471945
474,472267
474,472539
475,472891
475,473146
475,473474
476,473863
476,474245
476,474513
477,474806
477,475041
477,475404
478,475790
478,476139
478,476236
479,476618
479,477010
479,477396
480,477559
480,477949
480,478150
480,478546
481,478898
481,479285
481,479484
482,479876
482,480160
482,480420
483,480808
483,481195
483,481523
484,481796
484,482106
484,482344
485,482731
485,483119
485,483317
486,483713
486,484066
486,484276
487,484672
487,485053
487,485214
488,485597
488,485872
488,486256
488,486453
489,486814
489,487166
489,487407
490,487795
490,488043
490,488345
491,488728
491,489115
491,489441
492,489712
492,490068
492,490312
493,490663
493,491050
493,491256
494,491650
494,491990
494,492193
495,492576
495,492962
495,493351
495,493511
496,493905
496,494102
496,494493
497,494888
497,495174
497,495427
498,495817
498,496044
498,496402
499,496760
499,497138
499,497421
500,497730
500,498121
500,498285
501,498660
501,499041
501,499241
502,499631
502,499972
502,500234
503,500554
503,500940
503,501327
503,501484
504,501871
504,502249
504,502470
505,502852
505,503128
505,503402
506,503789
506,504180
506,504380
507,504754
507,504997
507,505211
508,505582
508,505959
508,506164
508,506511
509,506892
509,507134
509,507485
510,507868
510,508259
510,508415
511,508795
511,509180
511,509385
512,509775
512,510093
512,510325
513,510707
513,511103
513,511458
514,511685
514,512035
514,512331
515,512622
515,513012
515,513215
516,513556
516,513946
516,514146
516,514420
517,514809
517,515164
517,515356
518,515741
518,516135
518,516339
519,516681
519,517069
519,517437
520,517648
520,518028
520,518225
521,518583
521,518965
521,519225
522,519559
522,519947
522,520110
522,520497
523,520880
523,521262
523,521463
524,521814
524,522202
524,522405
525,522800
525,523178
525,523340
526,523729
526,523866
526,524206
527,524585
527,524977
527,525264
528,525526
528,525916
528,526123
528,526503
529,526858
529,527194
529,527447
530,527830
530,528212
530,528404
531,528767
531,528982
531,529353
532,529739
532,530126
532,530295
533,530679
533,530999
533,531259
534,531645
534,531995
534,532360
535,532570
535,532958
535,533207
535,533450
536,533845
536,534044
536,534422
537,534815
537,535156
537,535378
538,535747
538,535953
538,536342
539,536690
539,537070
539,537273
540,537658
540,537987
540,538250
541,538598
541,538996
541,539350
542,539577
542,539958
542,540209
543,540498
543,540886
543,541087
543,541476
544,541830
544,542210
544,542400
545,542782
545,543060
545,543205
546,543591
546,543982
546,544178
547,544556
547,544891
547,545272
547,545474
548,545854
548,546240
548,546434
549,546768
549,547145
549,547346
550,547718
550,548073
550,548264
551,548640
551,549023
551,549402
552,549602
552,549958
552,550156
553,550544
553,550922
553,551164
554,551497
554,551834
554,552028
554,552300
555,552678
555,553063
555,553221
556,553599
556,553983
556,554187
557,554564
557,554915
557,555114
558,555508
558,555892
558,556272
558,556440
559,556824
559,557133
559,557416
560,557795
560,558107
560,558338
561,558721
561,559105
561,559362
562,559687
562,560035
562,560233
563,560616
563,560999
563,561200
564,561547
564,561820
564,562094
564,562398
565,562784
565,563069
565,563322
566,563716
566,564105
566,564305
567,564655
567,565036
567,565316
568,565618
568,565999
568,566172
569,566540
569,566933
569,567135
570,567514
570,567865
570,568251
570,568453
571,568843
571,569216
571,569375
572,569754
572,570070
572,570331
573,570725
573,570918
573,571165
574,571553
574,571945
574,572141
575,572490
575,572866
575,573247
575,573443
576,573835
576,574203
576,574371
577,574753
577,575116
577,575327
578,575711
578,576000
578,576261
579,576646
579,577032
579,577331
580,577576
580,577957
580,578195
581,578536
581,578915
581,579075
581,579456
582,579835
582,580207
582,580408
583,580645
583,581007
583,581232
584,581615
584,581995
584,582342
585,582538
585,582927
585,583184
586,583504
586,583885
586,584036
586,584421
587,584803
587,585178
587,585379
588,585718
588,586099
588,586293
589,586678
589,587035
589,587266
590,587612
590,587994
590,588381
591,588580
591,588959
591,589154
592,589510
592,589899
592,589983
592,590361
593,590704
593,591084
593,591281
594,591662
594,592028
594,592219
595,592557
595,592917
595,593158
596,593539
596,593921
596,594255
597,594454
597,594834
597,595118
597,595408
598,595753
598,596007
598,596335
599,596707
599,597080
599,597308
600,597633
600,598000
600,598193
601,598564
601,598903
601,599098
601,599366
602,599737
602,600112
602,600270
603,600652
603,600974
603,601238
604,601615
604,601958
604,602313
605,602535
605,602907
605,603153
606,603452
606,603837
606,604032
606,604415
607,604788
607,605134
607,605339
608,605714
608,606079
608,606280
609,606622
609,606993
609,607197
610,607585
610,607965
610,608313
611,608509
611,608769
611,608963
611,609337
612,609717
612,610062
612,610343
613,610616
613,610994
613,611193
614,611532
614,611912
614,612100
615,612476
615,612849
615,613006
615,613388
616,613766
616,614150
616,614338
617,614678
617,615048
617,615240
618,615621
618,615996
618,616314
619,616527
619,616897
619,617190
620,617469
620,617824
620,617878
620,618251
621,618631
621,618994
621,619183
622,619525
622,619893
622,620085
623,620453
623,620830
623,621162
623,621358
624,621735
624,622112
624,622308
625,622652
625,623019
625,623234
626,623610
626,623990
626,624323
627,624519
627,624893
627,625183
628,625461
628,625844
628,626044
628,626383
629,626763
629,626969
629,627233
630,627581
630,627954
630,628153
631,628523
631,628904
631,629248
632,629446
632,629825
632,630168
633,630408
633,630755
633,631058
633,631308
634,631676
634,631969
634,632246
635,632586
635,632970
635,633176
636,633543
636,633907
636,634068
637,634440
637,634811
637,635186
637,635387
638,635756
638,636090
638,636280
639,636542
639,636918
639,637270
640,637453
640,637824
640,638081
641,638400
641,638778
641,638958
641,639303
642,639682
642,640051
642,640254
643,640629
643,640957
643,641156
644,641540
644,641909
644,642110
645,642447
645,642820
645,643179
645,643369
646,643734
646,644029
646,644271
647,644644
647,645016
647,645300
648,645571
648,645806
648,645991
648,646375
649,646745
649,647119
649,647293
650,647642
650,648026
650,648223
651,648599
651,648938
651,649133
652,649504
652,649892
652,650264
653,650458
653,650779
653,651003
653,651384
654,651753
654,651975
654,652276
655,652655
655,653020
655,653289
656,653597
656,653925
656,654122
657,654504
657,654869
657,654970
657,655331
658,655667
658,656039
658,656231
659,656605
659,656927
659,657167
660,657508
660,657878
660,658254
661,658451
661,658831
661,659077
661,659359
662,659739
662,659926
662,660301
663,660640
663,661009
663,661214
664,661581
664,661936
664,662135
665,662477
665,662842
665,663038
666,663419
666,663793
666,664134
666,664216
667,664595
667,664964
667,665213
668,665490
668,665868
668,666121
669,666433
669,666768
669,666959
669,667338
670,667711
670,668074
670,668260
671,668602
671,668979
671,669183
672,669550
672,669882
672,670071
673,670448
673,670814
673,671182
674,671379
674,671708
674,671983
674,672265
675,672636
675,673002
675,673232
676,673480
676,673725
676,674059
677,674428
677,674800
677,675113
677,675326
678,675694
678,676074
