elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
5580,4078.156,3.328,64.762,68.094,30015,3715.115,3891.786,391.109,31.422,1208,201,201,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,863,19849,863,198000,198000,0,0,4391354,199000,4414354,4414354,6.453
5640,4035.391,3.316,64.762,68.082,24242,3871.584,3891.786,200.031,39.203,1221,204,203,202,2,1,1,1,1,0,0,1,0,0,0,1000,0,23000,0,54,1242,1054,201000,201000,0,0,4460354,201000,4460354,4483354,6.453
5700,4085.438,3.242,64.762,68.000,27991,3920.880,3920.880,200.031,38.766,1234,206,206,204,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,217,4991,1217,203000,203000,0,0,4506354,203000,4506354,4529354,6.453
5760,4154.141,3.461,64.762,68.223,29739,3991.474,3991.474,200.031,38.641,1247,208,208,206,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,293,6739,1293,205000,205000,0,0,4552354,205000,4552354,4575354,6.453
5820,4216.438,3.254,64.762,68.012,31878,4051.537,4051.537,200.031,38.359,1260,210,210,208,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,386,8878,1386,207000,207000,0,0,4598354,207000,4598354,4621354,6.453
5880,4286.344,3.238,64.762,68.000,34983,4121.427,4121.427,200.031,38.312,1273,212,212,210,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,520,11960,1520,209000,209000,0,0,4644354,209000,4644354,4667354,6.453
5940,4381.703,3.461,64.762,68.223,40756,4224.740,4224.740,197.625,43.094,1286,214,214,212,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,772,17756,1772,211000,211000,0,0,4690354,211000,4690354,4713354,6.453
6000,4479.266,3.410,64.762,68.172,25024,4321.490,4321.490,197.625,42.953,1299,217,217,215,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,88,2024,1088,214000,214000,0,0,4759354,214000,4759354,4782354,6.453
6060,4579.078,3.324,64.762,68.086,29670,4027.443,4334.084,580.953,32.375,1312,219,219,217,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,290,6670,1290,216000,216000,0,0,4805354,216000,4805354,4828354,6.453
6120,4668.344,3.441,75.027,78.473,37145,4116.553,4334.084,580.953,32.172,1325,221,221,219,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,615,14145,1615,218000,218000,0,0,4851354,218000,4851354,4874354,6.453
6180,4744.141,3.191,91.027,94.219,40687,4192.287,4334.084,580.922,32.031,1338,223,223,222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,942,21666,942,220000,220000,0,0,4897354,221000,4920354,4920354,6.453
6240,4773.422,3.355,100.027,103.383,26795,4225.584,4334.084,578.766,32.297,1351,226,226,224,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,165,3795,1165,223000,223000,0,0,4966354,223000,4966354,4989354,6.453
6300,4832.016,3.383,100.027,103.414,30958,4282.553,4334.084,578.766,32.234,1364,228,228,226,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,346,7958,1346,225000,225000,0,0,5012354,225000,5012354,5035354,6.453
6360,4925.141,3.316,100.027,103.344,34293,4375.365,4375.365,578.766,31.875,1377,230,230,228,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,490,11270,1490,227000,227000,0,0,5058354,227000,5058354,5081354,6.453
6420,4996.719,3.398,103.027,106.422,39882,4446.944,4446.944,578.766,31.844,1390,232,232,230,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,734,16882,1734,229000,229000,0,0,5104354,229000,5104354,5127354,6.453
6480,5058.906,3.324,103.027,106.352,37421,4509.115,4509.115,578.766,31.797,1403,234,234,233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,987,22701,987,231000,231000,0,0,5150354,232000,5173354,5173354,6.453
6540,5122.484,3.500,103.027,106.527,27669,4572.600,4572.600,578.766,31.672,1416,237,237,235,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,203,4669,1203,234000,234000,0,0,5219354,234000,5219354,5242354,6.453
6600,5160.547,3.387,103.027,106.410,32453,4610.616,4610.616,578.766,31.609,1429,239,239,237,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,411,9453,1411,236000,236000,0,0,5265354,236000,5265354,5288354,6.453
6660,5199.188,3.410,103.027,106.438,34891,4649.241,4649.241,578.766,31.547,1442,241,241,239,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,517,11891,1517,238000,238000,0,0,5311354,238000,5311354,5334354,6.453
6720,5225.328,3.379,103.027,106.406,40733,4677.944,4677.944,577.516,31.938,1455,243,243,241,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,771,17733,1771,240000,240000,0,0,5357354,240000,5357354,5380354,6.453
6780,5270.844,3.387,103.027,106.406,25438,4723.366,4723.366,577.516,31.906,1468,246,246,244,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,106,2438,1106,243000,243000,0,0,5426354,243000,5426354,5449354,6.453
6840,5317.656,3.297,103.027,106.320,33764,4769.631,4769.631,577.516,31.719,1481,248,248,246,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,468,10764,1468,245000,245000,0,0,5472354,245000,5472354,5495354,6.453
6900,5341.562,3.293,103.027,106.320,40733,4792.944,4792.944,577.516,31.578,1494,250,250,248,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,771,17733,1771,247000,247000,0,0,5518354,247000,5518354,5541354,6.453
6960,5375.859,3.305,103.027,106.332,26220,4827.225,4827.225,577.516,31.547,1507,252,252,251,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,988,22724,988,249000,249000,0,0,5564354,250000,5587354,5587354,6.453
7020,5408.781,3.398,103.027,106.426,29992,4455.459,4841.694,982.156,31.484,1520,255,255,253,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,304,6992,1304,252000,252000,0,0,5633354,252000,5633354,5656354,6.453
7080,5463.281,3.273,103.027,106.301,35696,4509.835,4841.694,982.156,31.344,1533,257,257,255,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,552,12696,1552,254000,254000,0,0,5679354,254000,5679354,5702354,6.453
7140,5481.281,3.285,103.027,106.312,42688,4527.788,4841.694,982.156,31.281,1546,259,259,257,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,856,19688,1856,256000,256000,0,0,5725354,256000,5725354,5748354,6.453
