elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes
25200,13924.703,742.633,260.516,1003.156,3787696
25260,13979.375,744.445,260.516,1004.953,3808465
25320,13908.484,745.902,260.516,1006.406,3827164
25380,13799.281,747.695,260.516,1008.109,3846967
25440,13793.203,749.863,264.516,1014.344,3878017
25500,13890.844,751.500,264.516,1015.992,3895842
25560,14172.156,753.035,264.516,1017.547,3910953
25620,13844.672,755.176,264.516,1019.691,3941612
25680,13816.844,756.699,264.516,1021.270,3958770
25740,13815.328,758.301,264.516,1022.719,3975054
25800,13538.125,760.453,264.516,1024.973,4005805
25861,13765.547,762.113,264.516,1026.605,4021537
25920,13886.422,763.984,264.516,1028.492,4050195
25980,13973.969,765.516,264.516,1030.012,4067215
26040,13496.922,767.148,264.516,1031.613,4083614
26100,13506.891,769.020,264.516,1033.527,4110662
26160,13596.703,770.715,264.516,1035.227,4134697
26220,13327.188,772.250,264.516,1036.781,4149279
26280,13407.156,773.988,264.516,1038.492,4174970
26340,11418.469,775.352,264.516,1039.840,4190495
26400,12370.016,777.176,266.516,1043.656,4211425
26460,12264.891,778.766,272.516,1051.270,4233045
26520,12308.891,779.992,272.516,1052.527,4249237
26580,13408.031,781.656,272.516,1054.176,4266510
26640,12430.266,783.324,272.516,1055.840,4288015
26700,12748.969,784.926,272.516,1057.402,4312579
26760,12893.094,786.379,272.516,1058.883,4333808
26820,12573.469,787.746,272.516,1060.227,4346320
26880,12827.609,789.539,272.516,1062.035,4370447
26940,12689.766,791.156,272.516,1063.637,4393608
27000,12927.172,792.566,292.516,1085.070,4406672
27060,12884.484,794.203,292.516,1086.695,4427464
27120,12644.094,795.988,292.516,1088.477,4452166
27180,12788.250,797.469,294.516,1092.008,4473487
27240,12560.734,799.066,322.516,1121.570,4487609
27300,12554.250,800.652,336.516,1137.176,4509827
27360,12611.891,802.219,336.516,1138.715,4531838
27420,12652.953,803.562,336.516,1140.074,4545293
27480,12431.281,805.336,336.516,1141.863,4569236
27540,12274.531,806.945,336.516,1143.457,4590833
27600,12625.734,808.539,336.516,1145.027,4613120
27660,12831.500,809.797,336.516,1146.305,4625080
27720,12229.000,811.559,336.516,1148.055,4646010
27780,12466.203,813.145,336.516,1149.660,4668872
27840,12687.703,814.664,340.516,1155.148,4690745
27900,12424.812,816.148,340.516,1156.680,4710272
27960,12314.812,817.695,340.516,1158.176,4724532
28020,12297.578,819.250,340.516,1159.766,4745117
28080,12278.516,820.852,340.516,1161.363,4766392
28140,12140.156,822.391,340.516,1162.895,4787391
28200,11889.062,823.688,340.516,1164.219,4805492
28260,12358.438,825.152,340.516,1165.621,4821017
28320,11910.609,826.824,340.516,1167.328,4840521
28380,12348.719,828.469,360.516,1188.949,4861428
28440,12300.375,830.066,360.516,1190.555,4881921
28500,12037.703,831.406,360.516,1191.930,4903748
28560,12283.484,833.027,360.516,1193.539,4922585
28620,12041.500,834.453,360.516,1194.957,4934821
28680,12403.656,835.910,360.516,1196.410,4954555
28740,11996.938,837.648,360.516,1198.145,4975301
28800,12153.031,839.184,360.516,1199.668,4995656
