elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50
1210,39214,35000,35000,0,0,0,0,0,753709,35,39179,35,41,41,79,1217,2,0,1056,41,41,41,39,39,4,1,35000,35,35,35,0,79,0,79,35000,35,35000,35,753709,35,846483,999.9447405703887
1220,39585,35000,35000,0,0,0,0,0,753709,35,39550,35,41,41,80,589,1,1000,586,41,41,41,40,40,14,1,35000,35,35,35,0,80,0,80,35000,35,35000,35,753709,35,854667,0
1230,39801,35000,35000,0,0,0,0,0,753709,35,39766,35,41,41,80,805,1,1000,586,41,41,41,40,40,24,1,35000,35,35,35,0,80,0,80,35000,35,35000,35,753709,35,859441,0
1240,40192,35000,35000,0,0,0,0,0,753709,35,40157,35,42,42,81,1196,2,0,1013,42,42,42,40,40,4,1,35000,35,35,35,0,81,0,81,35000,35,35000,35,753709,35,868021,0
1250,40550,35000,35000,0,0,0,0,0,753709,35,40515,35,42,42,81,1554,2,0,1013,42,42,42,40,40,12,1,35000,35,35,35,0,81,0,81,35000,35,35000,35,753709,35,875897,0
1260,40934,35000,35000,0,0,0,0,0,753709,35,40899,35,42,42,81,1938,2,0,1013,42,42,42,40,40,24,1,35000,35,35,35,0,81,0,81,35000,35,35000,35,753709,35,884367,0
1270,41170,35000,35000,0,0,0,0,0,753709,35,41135,35,43,43,83,1175,2,1000,1167,43,43,43,41,41,6,1,35000,35,35,35,0,83,0,83,35000,35,35000,35,753709,35,889559,0
1280,41513,35000,35000,0,0,0,0,0,753709,35,41478,35,43,43,83,1518,2,1000,1167,43,43,43,41,41,16,1,35000,35,35,35,0,83,0,83,35000,35,35000,35,753709,35,897105,0
1290,41706,35000,35000,0,0,0,0,0,753709,35,41671,35,43,43,84,712,1,1000,647,43,43,43,42,42,26,1,35000,35,35,35,0,84,0,84,35000,35,35000,35,753709,35,901373,0
1300,42051,35000,35000,0,0,0,0,0,753709,35,42016,35,43,43,84,1057,2,1000,647,43,44,43,42,42,34,1,35000,35,35,35,0,84,0,84,35000,35,35000,35,753709,35,908963,0
1310,42430,35000,35000,0,0,0,0,0,753709,35,42395,35,44,44,85,1436,2,0,1070,44,44,44,42,42,8,1,35000,35,35,35,0,85,0,85,35000,35,35000,35,753709,35,917323,0
1320,42747,35000,35000,0,0,0,0,0,753709,35,42712,35,44,44,86,754,1,1000,748,44,44,44,43,43,20,1,35000,35,35,35,0,86,0,86,35000,35,35000,35,753709,35,924297,0
1330,42999,35000,35000,0,0,0,0,0,753709,35,42964,35,44,44,86,1006,2,1000,748,44,45,44,43,43,30,1,35000,35,35,35,0,86,0,86,35000,35,35000,35,753709,35,929841,0
1340,43384,35000,35000,0,0,0,0,0,753709,35,43349,35,45,45,87,1391,2,0,1157,45,45,45,43,43,6,1,35000,35,35,35,0,87,0,87,35000,35,35000,35,753709,35,938311,0
1350,43771,35000,35000,0,0,0,0,0,753709,35,43736,35,45,45,87,1778,2,0,1157,45,45,45,43,43,16,1,35000,35,35,35,0,87,0,87,35000,35,35000,35,753709,35,946825,0
1360,43934,35000,35000,0,0,0,0,0,753709,35,43899,35,45,45,88,942,1,1000,826,45,45,45,44,44,24,1,35000,35,35,35,0,88,0,88,35000,35,35000,35,753709,35,950433,0
1370,44319,35000,35000,0,0,0,0,0,753709,35,44284,35,46,46,89,1327,2,0,1042,46,46,46,44,44,6,1,35000,35,35,35,0,89,0,89,35000,35,35000,35,753709,35,958903,0
1380,44703,35000,35000,0,0,0,0,0,753709,35,44668,35,46,46,89,1711,2,0,1042,46,46,46,44,44,16,1,35000,35,35,35,0,89,0,89,35000,35,35000,35,753709,35,967351,0
1390,44908,35000,35000,0,0,0,0,0,753709,35,44873,35,46,46,90,917,1,1000,907,46,46,46,45,45,26,1,35000,35,35,35,0,90,0,90,35000,35,35000,35,753709,35,971883,0
1400,45297,35000,35000,0,0,0,0,0,753709,35,45262,35,47,47,91,1306,2,0,1070,47,47,47,45,45,6,1,35000,35,35,35,0,91,0,91,35000,35,35000,35,753709,35,980441,0
1411,45674,35000,35000,0,0,0,0,0,753709,35,45639,35,47,47,91,1683,2,0,1070,47,47,47,45,45,16,1,35000,35,35,35,0,91,0,91,35000,35,35000,35,753709,35,988735,0
1420,45826,35000,35000,0,0,0,0,0,753709,35,45791,35,47,47,92,836,1,1000,770,47,47,47,46,46,24,1,35000,35,35,35,0,92,0,92,35000,35,35000,35,753709,35,992123,0
1430,46206,35000,35000,0,0,0,0,0,753709,35,46171,35,48,48,93,1216,2,0,1014,48,48,48,46,46,4,1,35000,35,35,35,0,93,0,93,35000,35,35000,35,753709,35,1000461,0
1440,46584,35000,35000,0,0,0,0,0,753709,35,46549,35,48,48,93,1594,2,0,1014,48,48,48,46,46,14,1,35000,35,35,35,0,93,0,93,35000,35,35000,35,753709,35,1008799,0
1450,46955,35000,35000,0,0,0,0,0,753709,35,46920,35,48,48,93,1965,2,0,1014,48,48,48,46,46,24,1,35000,35,35,35,0,93,0,93,35000,35,35000,35,753709,35,1016939,0
1460,47147,35000,35000,0,0,0,0,0,753709,35,47112,35,49,49,95,1158,2,1000,1063,49,49,49,47,47,6,1,35000,35,35,35,0,95,0,95,35000,35,35000,35,753709,35,1021185,0
1470,47491,35000,35000,0,0,0,0,0,753709,35,47456,35,49,49,95,1502,2,1000,1063,49,49,49,47,47,16,1,35000,35,35,35,0,95,0,95,35000,35,35000,35,753709,35,1028775,0
1480,47690,35000,35000,0,0,0,0,0,753709,35,47655,35,49,49,96,702,1,1000,544,49,49,49,48,48,26,1,35000,35,35,35,0,96,0,96,35000,35,35000,35,753709,35,1033153,0
1490,48068,35000,35000,0,0,0,0,0,753709,35,48033,35,50,50,97,1080,2,0,1032,50,50,50,48,48,0,1,35000,35,35,35,0,97,0,97,35000,35,35000,35,753709,35,1041469,0
1500,48452,35000,35000,0,0,0,0,0,753709,35,48417,35,50,50,97,1464,2,0,1032,50,50,50,48,48,10,1,35000,35,35,35,0,97,0,97,35000,35,35000,35,753709,35,1049917,0
1510,48528,35000,35000,0,0,0,0,0,753709,35,48493,35,50,50,98,541,1,1000,478,50,50,50,49,49,20,1,35000,35,35,35,0,98,0,98,35000,35,35000,35,753709,35,1051611,0
1520,48879,35000,35000,0,0,0,0,0,753709,35,48844,35,50,50,98,892,1,1000,478,50,50,50,49,49,28,1,35000,35,35,35,0,98,0,98,35000,35,35000,35,753709,35,1059333,0
1530,49250,35000,35000,0,0,0,0,0,753709,35,49215,35,51,51,99,1263,2,0,1038,51,51,51,49,49,6,1,35000,35,35,35,0,99,0,99,35000,35,35000,35,753709,35,1067495,0
1540,49639,35000,35000,0,0,0,0,0,753709,35,49604,35,51,51,99,1652,2,0,1038,51,51,51,49,49,16,1,35000,35,35,35,0,99,0,99,35000,35,35000,35,753709,35,1076053,0
1550,50006,35000,35000,0,0,0,0,0,753709,35,49971,35,52,52,100,2019,3,0,2009,52,52,52,49,49,0,1,35000,35,35,35,0,100,0,100,35000,35,35000,35,753709,35,1084149,0
1560,50198,35000,35000,0,0,0,0,0,753709,35,50163,35,52,52,101,1212,2,1000,1111,52,52,52,50,50,10,1,35000,35,35,35,0,101,0,101,35000,35,35000,35,753709,35,1088373,0
1570,50554,35000,35000,0,0,0,0,0,753709,35,50519,35,52,52,102,569,1,1000,564,52,52,52,51,51,20,1,35000,35,35,35,0,102,0,102,35000,35,35000,35,753709,35,1096227,0
1580,50732,35000,35000,0,0,0,0,0,753709,35,50697,35,52,52,102,747,1,1000,564,52,52,52,51,51,28,1,35000,35,35,35,0,102,0,102,35000,35,35000,35,753709,35,1100143,0
1590,51112,35000,35000,0,0,0,0,0,753709,35,51077,35,53,53,103,1127,2,0,1056,53,53,53,51,51,0,1,35000,35,35,35,0,103,0,103,35000,35,35000,35,753709,35,1108503,0
1600,51497,35000,35000,0,0,0,0,0,753709,35,51462,35,53,53,103,1512,2,0,1056,53,53,53,51,51,12,1,35000,35,35,35,0,103,0,103,35000,35,35000,35,753709,35,1116973,0
1610,51688,35000,35000,0,0,0,0,0,753709,35,51653,35,53,53,104,704,1,1000,679,53,53,53,52,52,22,1,35000,35,35,35,0,104,0,104,35000,35,35000,35,753709,35,1121197,0
1620,52063,35000,35000,0,0,0,0,0,753709,35,52028,35,54,54,105,1079,2,0,1002,54,54,54,52,52,2,1,35000,35,35,35,0,105,0,105,35000,35,35000,35,753709,35,1129491,0
1630,52401,35000,35000,0,0,0,0,0,753709,35,52366,35,54,54,105,1417,2,0,1002,54,54,54,52,52,10,1,35000,35,35,35,0,105,0,105,35000,35,35000,35,753709,35,1136883,0
1640,52734,35000,35000,0,0,0,0,0,753709,35,52699,35,54,54,106,751,1,1000,743,54,54,54,53,53,20,1,35000,35,35,35,0,106,0,106,35000,35,35000,35,753709,35,1144231,0
1650,52982,35000,35000,0,0,0,0,0,753709,35,52947,35,54,54,106,1001,1,1000,743,54,54,54,53,53,30,1,35000,35,35,35,0,106,0,106,35000,35,35000,35,753709,35,1149731,0
1660,53364,35000,35000,0,0,0,0,0,753709,35,53329,35,55,55,107,1381,2,0,1008,55,55,55,53,53,8,1,35000,35,35,35,0,107,0,107,35000,35,35000,35,753709,35,1158091,0
1670,53733,35000,35000,0,0,0,0,0,753709,35,53698,35,55,55,107,1750,2,0,1008,55,55,55,53,53,20,1,35000,35,35,35,0,107,0,107,35000,35,35000,35,753709,35,1166209,0
1680,53914,35000,35000,0,0,0,0,0,753709,35,53879,35,55,55,108,932,1,1000,783,55,55,55,54,54,30,1,35000,35,35,35,0,108,0,108,35000,35,35000,35,753709,35,1170213,0
1690,54242,35000,35000,0,0,0,0,0,753709,35,54207,35,56,56,109,1260,2,0,1071,56,56,56,54,54,4,1,35000,35,35,35,0,109,0,109,35000,35,35000,35,753709,35,1177429,0
1700,54602,35000,35000,0,0,0,0,0,753709,35,54567,35,56,56,109,1620,2,0,1071,56,56,56,54,54,14,1,35000,35,35,35,0,109,0,109,35000,35,35000,35,753709,35,1185349,0
1710,54795,35000,35000,0,0,0,0,0,753709,35,54760,35,56,56,110,814,1,1000,808,56,56,56,55,55,24,1,35000,35,35,35,0,110,0,110,35000,35,35000,35,753709,35,1189617,0
1720,55157,35000,35000,0,0,0,0,0,753709,35,55122,35,57,57,111,1176,2,0,1040,57,57,57,55,55,2,1,35000,35,35,35,0,111,0,111,35000,35,35000,35,753709,35,1197581,0
1730,55536,35000,35000,0,0,0,0,0,753709,35,55501,35,57,57,111,1555,2,0,1040,57,57,57,55,55,12,1,35000,35,35,35,0,111,0,111,35000,35,35000,35,753709,35,1205919,0
1740,55810,35000,35000,0,0,0,0,0,753709,35,55775,35,57,57,112,830,1,1000,826,57,57,57,56,56,22,1,35000,35,35,35,0,112,0,112,35000,35,35000,35,753709,35,1211969,0
1750,56079,36000,36000,0,0,0,0,0,775709,36,56043,36,58,58,113,1098,2,0,1051,58,58,58,56,56,0,1,36000,36,36,36,0,113,0,113,36000,36,36000,36,775709,36,1217865,999.9447405703887
1760,56478,36000,36000,0,0,0,0,0,775709,36,56442,36,58,58,113,1497,2,0,1051,58,58,58,56,56,10,1,36000,36,36,36,0,113,0,113,36000,36,36000,36,775709,36,1226643,999.9447405703887
1770,56869,36000,36000,0,0,0,0,0,775709,36,56833,36,58,58,114,889,1,1000,885,58,58,58,57,57,21,1,36000,36,36,36,0,114,0,114,36000,36,36000,36,775709,36,1235289,999.9447405703887
1780,57090,37000,37000,0,0,0,0,0,797709,37,57053,37,59,59,115,1109,2,0,1049,59,59,59,57,57,0,1,37000,37,37,37,0,115,0,115,37000,37,37000,37,797709,37,1240107,999.9447405703887
1790,57484,37000,37000,0,0,0,0,0,797709,37,57447,37,59,59,115,1503,2,0,1049,59,59,59,57,57,10,1,37000,37,37,37,0,115,0,115,37000,37,37000,37,797709,37,1248775,999.9447405703887
1800,57843,37000,37000,0,0,0,0,0,797709,37,57806,37,59,59,115,1862,2,0,1049,59,59,59,57,57,20,1,37000,37,37,37,0,115,0,115,37000,37,37000,37,797709,37,1256673,999.9447405703887
