elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
9300,8293.906,3.246,105.027,108.277,35512,5336.556,5437.025,2962.766,6.000,2013,336,336,334,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,544,12512,1544,333000,333000,0,0,7496358,333000,7496358,7519358,6.516
9360,8319.078,3.215,105.027,108.246,36087,5361.681,5437.025,2962.766,5.969,2026,338,338,336,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,568,13064,1568,335000,335000,0,0,7542358,335000,7542358,7565358,6.516
9420,8362.688,3.301,105.027,108.344,35535,5405.244,5437.025,2962.766,5.922,2039,340,340,339,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,731,16813,731,337000,337000,0,0,7588358,338000,7611358,7611358,6.516
9480,8187.781,3.355,105.027,108.379,20838,5481.806,5481.806,2711.438,6.047,2052,342,342,341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,906,20838,906,340000,340000,0,0,7657358,340000,7657358,7657358,6.516
9540,8210.391,3.156,105.027,108.184,42182,5504.384,5504.384,2711.438,6.016,2065,345,344,343,2,1,1,1,1,0,0,1,0,0,0,1000,0,23000,0,25,575,1025,341000,341000,0,0,7680358,342000,7703358,7726358,6.516
9600,8250.547,3.375,105.027,108.402,27370,5275.478,5527.681,2980.453,5.953,2078,347,347,345,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,190,4370,1190,344000,344000,0,0,7749358,344000,7749358,7772358,6.516
9660,8255.891,3.262,105.027,108.285,38594,5280.775,5527.681,2980.453,5.922,2091,349,349,347,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,239,5497,1239,345000,345000,0,0,7772358,346000,7795358,7818358,6.516
9720,8286.109,3.402,107.027,110.426,32752,5310.978,5527.681,2980.453,5.906,2104,351,351,349,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,424,9752,1424,348000,348000,0,0,7841358,348000,7841358,7864358,6.516
9780,8334.625,3.273,109.027,112.301,36685,5359.494,5527.681,2980.453,5.906,2117,353,353,351,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,595,13685,1595,350000,350000,0,0,7887358,350000,7887358,7910358,6.516
9840,8229.078,3.285,113.027,116.305,39376,5402.431,5527.681,2831.953,5.875,2130,355,355,353,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,712,16376,1712,352000,352000,0,0,7933358,352000,7933358,7956358,6.516
