elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
7440,5582.469,3.477,103.027,106.504,29946,4828.600,4841.694,782.609,31.219,1611,271,271,269,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,302,6946,1302,268000,268000,0,0,6001354,268000,6001354,6024354,6.453
7500,5484.484,3.242,103.027,106.277,34868,4888.179,4888.179,625.047,31.188,1624,273,273,271,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,516,11868,1516,270000,270000,0,0,6047354,270000,6047354,6070354,6.453
7560,5514.938,3.258,103.027,106.285,37513,4923.225,4923.225,620.406,31.125,1637,275,275,273,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,631,14513,1631,272000,272000,0,0,6093354,272000,6093354,6116354,6.453
7620,5505.672,3.289,103.027,106.316,42849,4996.835,4996.835,537.578,31.141,1650,277,277,275,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,863,19849,1863,274000,274000,0,0,6139354,274000,6139354,6162354,6.453
7680,5469.375,3.547,103.027,106.570,25668,5041.226,5041.226,457.266,31.453,1663,280,280,278,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,115,2645,1115,277000,277000,0,0,6208354,277000,6208354,6231354,6.453
7740,5514.734,3.402,103.027,106.422,30153,5088.601,5088.601,455.203,31.422,1676,282,282,280,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,311,7153,1311,279000,279000,0,0,6254354,279000,6254354,6277354,6.453
7800,5550.281,3.289,103.027,106.312,34707,5158.944,5158.944,429.828,39.781,1689,284,284,282,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,509,11707,1509,281000,281000,0,0,6300354,281000,6300354,6323354,6.453
7860,5572.234,3.375,103.027,106.402,37674,5189.835,5189.835,421.312,41.234,1702,286,286,284,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,638,14674,1638,283000,283000,0,0,6346354,283000,6346354,6369354,6.453
7920,5607.312,3.266,105.027,108.285,21275,5276.585,5276.585,395.062,68.750,1715,288,288,287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,879,20217,879,285000,285000,0,0,6392354,286000,6415354,6415354,6.453
7980,5637.281,3.320,105.027,108.363,46874,5314.663,5314.663,390.031,69.688,1728,291,290,288,3,1,1,1,1,0,1,1,0,0,1000,1000,0,46000,0,38,874,2038,287000,287000,0,0,6438354,287000,6438354,6484354,6.453
