elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50,topgun_or_prune_stamped_refs_total_a,topgun_or_prune_stamped_refs_total_b,topgun_or_prune_stamped_bytes_total_a,topgun_or_prune_stamped_bytes_total_b,topgun_or_prune_drained_refs_total_a,topgun_or_prune_drained_refs_total_b,topgun_or_prune_restored_refs_total_a,topgun_or_prune_restored_refs_total_b,topgun_or_prune_rebuild_cleared_refs_total_a,topgun_or_prune_rebuild_cleared_refs_total_b,topgun_or_prune_epochs_entered_total_a,topgun_or_prune_epochs_entered_total_b,topgun_or_prune_epochs_exited_total_a,topgun_or_prune_epochs_exited_total_b,topgun_or_prune_indexed_refs_a,topgun_or_prune_indexed_refs_b,o0_tear_class
18010,571165,35000,35000,0,0,0,0,0,754706,35,571130,35,573,573,1144,701,1,1000,448,573,573,573,572,572,25,1,35000,35,35,35,10,1144,10,1144,35000,35,35000,35,754706,35,12986760,0,571000,571000,12970614,12970614,571000,571000,0,0,0,0,572,572,571,571,706,706,CONSISTENT
18020,571553,35000,35000,0,0,0,0,0,754706,35,571518,35,574,574,1145,1089,2,0,1058,574,574,574,572,572,0,1,35000,35,35,35,10,1145,10,1145,35000,35,35000,35,754706,35,12995661,0,572000,572000,12993614,12993614,571000,571000,0,0,0,0,573,573,571,571,1090,1091,TORN-PERSISTENT
18030,571945,35000,35000,0,0,0,0,0,754706,35,571910,35,574,574,1145,1481,2,0,1058,574,574,574,572,572,10,1,35000,35,35,35,10,1145,10,1145,35000,35,35000,35,754706,35,13004677,0,572000,572000,12993614,12993614,571000,571000,0,0,0,0,573,573,571,571,1481,1481,CONSISTENT
18040,572141,35000,35000,0,0,0,0,0,754706,35,572106,35,574,574,1146,678,1,1000,597,574,574,574,573,573,20,1,35000,35,35,35,10,1146,10,1146,35000,35,35000,35,754706,35,13009208,0,572000,572000,12993614,12993614,572000,572000,0,0,0,0,573,573,572,572,679,679,CONSISTENT
18050,572490,35000,35000,0,0,0,0,0,754706,35,572455,35,575,575,1147,1027,2,0,1010,575,575,575,573,573,0,1,35000,35,35,35,10,1147,10,1147,35000,35,35000,35,754706,35,13017235,0,573000,573000,13016614,13016614,572000,572000,0,0,0,0,574,574,572,572,1028,1028,CONSISTENT
18060,572866,35000,35000,0,0,0,0,0,754706,35,572831,35,575,575,1147,1403,2,0,1010,575,575,575,573,573,10,1,35000,35,35,35,10,1147,10,1147,35000,35,35000,35,754706,35,13025883,0,573000,573000,13016614,13016614,572000,572000,0,0,0,0,574,574,572,572,1406,1407,TORN-PERSISTENT
18070,573247,35000,35000,0,0,0,0,0,754706,35,573212,35,575,575,1147,1784,2,0,1010,575,575,575,573,573,20,1,35000,35,35,35,10,1147,10,1147,35000,35,35000,35,754706,35,13034646,0,573000,573000,13016614,13016614,572000,572000,0,0,0,0,574,574,572,572,1785,1785,CONSISTENT
18080,573443,35000,35000,0,0,0,0,0,754706,35,573408,35,575,575,1148,981,1,1000,881,575,575,575,574,574,30,1,35000,35,35,35,10,1148,10,1148,35000,35,35000,35,754706,35,13039177,0,573000,573000,13016614,13016614,573000,573000,0,0,0,0,574,574,573,573,981,981,CONSISTENT
18090,573835,35000,35000,0,0,0,0,0,754706,35,573800,35,576,576,1149,1373,2,0,1042,576,576,576,574,574,8,1,35000,35,35,35,10,1149,10,1149,35000,35,35000,35,754706,35,13048193,0,574000,574000,13039614,13039614,573000,573000,0,0,0,0,575,575,573,573,1373,1373,CONSISTENT
18100,574203,35000,35000,0,0,0,0,0,754706,35,574168,35,576,576,1149,1741,2,0,1042,576,576,576,574,574,18,1,35000,35,35,35,10,1149,10,1149,35000,35,35000,35,754706,35,13056680,0,574000,574000,13039614,13039614,573000,573000,0,0,0,0,575,575,573,573,1742,1742,CONSISTENT
18110,574371,35000,35000,0,0,0,0,0,754706,35,574336,35,576,576,1150,910,1,1000,800,576,576,576,575,575,26,1,35000,35,35,35,10,1150,10,1150,35000,35,35000,35,754706,35,13060544,0,574000,574000,13039614,13039614,574000,574000,0,0,0,0,575,575,574,574,912,913,TORN-PERSISTENT
