elapsed_secs,topgun_or_prune_passes_total,topgun_or_prune_considered_total,topgun_or_prune_dropped_total,topgun_or_prune_matched_nothing_total,topgun_or_prune_absent_total,topgun_or_prune_restored_read_error_total,topgun_or_prune_restored_evicted_total,topgun_or_prune_restored_write_error_total,topgun_or_prune_bytes_freed_total,topgun_or_prune_epochs_drained_total,topgun_or_prune_empty_drains_total,topgun_or_prune_nonempty_drains_total,topgun_or_prune_lwm_advances_total,topgun_or_prune_lwm_epochs_advanced_total,topgun_or_prune_split_recomputes_total,topgun_or_prune_indexed_refs,topgun_or_prune_indexed_epochs,topgun_or_prune_eligible_refs,topgun_or_prune_ineligible_refs,topgun_or_prune_split_computed_epoch,topgun_or_prune_current_epoch,topgun_or_prune_low_water_mark,topgun_or_prune_durable_epoch_watermark,topgun_or_prune_last_drained_epoch,topgun_or_prune_lwm_stall_seconds,topgun_or_prune_tracked_claims,topgun_or_prune_drain_refs_sum,topgun_or_prune_drain_refs_count,topgun_or_prune_drain_epochs_sum,topgun_or_prune_drain_epochs_count,topgun_or_prune_claim_span_epochs_sum,topgun_or_prune_claim_span_epochs_count,topgun_or_prune_claim_lag_epochs_sum,topgun_or_prune_claim_lag_epochs_count,topgun_or_prune_epoch_considered_sum,topgun_or_prune_epoch_considered_count,topgun_or_prune_epoch_dropped_sum,topgun_or_prune_epoch_dropped_count,topgun_or_prune_epoch_bytes_freed_sum,topgun_or_prune_epoch_bytes_freed_count,topgun_ormap_tombstone_bytes_total,topgun_or_prune_drain_refs_p50,topgun_or_prune_stamped_refs_total_a,topgun_or_prune_stamped_refs_total_b,topgun_or_prune_stamped_bytes_total_a,topgun_or_prune_stamped_bytes_total_b,topgun_or_prune_drained_refs_total_a,topgun_or_prune_drained_refs_total_b,topgun_or_prune_restored_refs_total_a,topgun_or_prune_restored_refs_total_b,topgun_or_prune_rebuild_cleared_refs_total_a,topgun_or_prune_rebuild_cleared_refs_total_b,topgun_or_prune_epochs_entered_total_a,topgun_or_prune_epochs_entered_total_b,topgun_or_prune_epochs_exited_total_a,topgun_or_prune_epochs_exited_total_b,topgun_or_prune_indexed_refs_a,topgun_or_prune_indexed_refs_b,o0_tear_class
14410,462064,99000,99000,0,0,0,0,0,2219715,99,461965,99,464,464,925,1426,2,0,1019,464,464,464,462,462,13,1,99000,99,99,99,5,925,5,925,99000,99,99000,99,2219715,99,10473449,0,462000,462000,10463605,10463605,461000,461000,0,0,0,0,463,463,461,461,1428,1428,CONSISTENT
14420,462249,99000,99000,0,0,0,0,0,2219715,99,462150,99,464,464,926,612,1,1000,554,464,464,464,463,463,23,1,99000,99,99,99,5,926,5,926,99000,99,99000,99,2219715,99,10477681,0,462000,462000,10463605,10463605,462000,462000,0,0,0,0,463,463,462,462,615,616,TORN-PERSISTENT
14430,462626,99000,99000,0,0,0,0,0,2219715,99,462527,99,464,464,926,989,1,1000,554,464,464,464,463,463,33,1,99000,99,99,99,5,926,5,926,99000,99,99000,99,2219715,99,10486352,0,462000,462000,10463605,10463605,462000,462000,0,0,0,0,463,463,462,462,990,991,TORN-PERSISTENT
14440,462976,99000,99000,0,0,0,0,0,2219715,99,462877,99,465,465,927,1339,2,0,1045,465,465,465,463,463,8,1,99000,99,99,99,5,927,5,927,99000,99,99000,99,2219715,99,10494402,0,463000,463000,10486605,10486605,462000,462000,0,0,0,0,464,464,462,462,1343,1343,CONSISTENT
14450,463308,99000,99000,0,0,0,0,0,2219715,99,463209,99,465,465,927,1671,2,0,1045,465,465,465,463,463,18,1,99000,99,99,99,5,927,5,927,99000,99,99000,99,2219715,99,10502061,0,463000,463000,10486605,10486605,462000,462000,0,0,0,0,464,464,462,462,1672,1672,CONSISTENT
14460,463483,99000,99000,0,0,0,0,0,2219715,99,463384,99,465,465,928,847,1,1000,838,465,465,465,464,464,26,1,99000,99,99,99,5,928,5,928,99000,99,99000,99,2219715,99,10506086,0,463000,463000,10486605,10486605,463000,463000,0,0,0,0,464,464,463,463,847,847,CONSISTENT
14470,463780,99000,99000,0,0,0,0,0,2219715,99,463681,99,466,466,929,1144,2,0,1002,466,466,466,464,464,4,1,99000,99,99,99,5,929,5,929,99000,99,99000,99,2219715,99,10512917,0,464000,464000,10509605,10509605,463000,463000,0,0,0,0,465,465,463,463,1147,1147,CONSISTENT
14480,464146,99000,99000,0,0,0,0,0,2219715,99,464047,99,466,466,929,1510,2,0,1002,466,466,466,464,464,14,1,99000,99,99,99,5,929,5,929,99000,99,99000,99,2219715,99,10521335,0,464000,464000,10509605,10509605,463000,463000,0,0,0,0,465,465,463,463,1510,1510,CONSISTENT
14490,464336,99000,99000,0,0,0,0,0,2219715,99,464237,99,466,466,930,701,1,1000,620,466,466,466,465,465,22,1,99000,99,99,99,5,930,5,930,99000,99,99000,99,2219715,99,10525728,0,464000,464000,10509605,10509605,464000,464000,0,0,0,0,465,465,464,464,701,701,CONSISTENT
14500,464701,99000,99000,0,0,0,0,0,2219715,99,464602,99,466,466,930,1066,2,1000,620,466,467,466,465,465,32,1,99000,99,99,99,5,930,5,930,99000,99,99000,99,2219715,99,10534123,0,465000,465000,10532605,10532605,464000,464000,0,0,0,0,466,466,464,464,1067,1067,CONSISTENT
