elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes
1860,2281.219,8.086,32.637,40.719,76670
1920,2414.922,8.617,32.637,41.258,72996
1980,2395.328,9.484,32.637,42.125,96580
2040,2540.578,10.309,32.637,42.949,96734
2100,2691.719,10.855,32.637,43.488,95282
2160,2779.297,11.395,32.637,44.031,95150
2221,2903.641,12.168,32.637,44.805,95766
2280,2970.891,12.648,32.637,45.285,96470
2340,2838.422,13.539,32.637,46.172,94864
2400,3019.859,14.344,32.637,46.980,93852
2460,3095.688,15.090,32.637,47.719,92004
2520,3106.828,16.023,32.637,48.656,91894
2580,2785.828,16.945,32.637,49.586,92664
2640,2748.094,17.777,32.637,50.414,97614
2700,2886.766,18.648,32.637,51.285,94138
2760,3059.219,19.734,32.637,52.375,93346
2820,3226.016,20.609,32.637,53.246,94380
2880,3414.891,21.488,32.637,54.125,94864
2940,3589.625,22.645,32.637,55.285,115302
3000,3741.422,23.547,32.637,56.184,112178
3060,3901.062,24.414,32.637,57.051,105446
3120,4049.172,25.508,32.637,58.145,107052
3180,4219.344,26.797,32.637,59.434,112398
3240,4414.750,28.074,32.637,60.711,115434
3300,4585.203,29.137,32.637,61.773,107074
3360,4766.031,30.230,34.777,65.008,95194
3420,4926.938,31.484,43.777,75.266,95898
3480,5126.297,32.621,49.777,82.406,105952
3540,4978.391,34.051,49.777,83.828,119592
3600,5167.516,35.375,51.277,86.656,118954
3660,5312.453,36.703,51.777,88.484,116996
